District_Type;Municipality_Name;Area_Code;Population_Total;Pop_Age_0_15;Pop_Age_15_25;Pop_Age_25_45;Pop_Age_45_65;Pop_Age_65_Plus;Avg_Household_Size;Avg_Property_Value_1000EUR;Pct_Unoccupied_Homes;Pct_Owner_Occupied;Pct_Rental;Higher_Education_Count;Avg_Income_Per_Income_Recipient_1000EUR;Avg_Income_Per_Inhabitant_1000EUR;Avg_Std_Household_Income_1000EUR;Pct_Lowest_40Pct_Income;Pct_Highest_20Pct_Income;Pct_Low_Income_Households;Pct_Below_120Pct_Social_Min;Urbanization_Level
Wielingenbuurt;Amsterdam;BU03635200;2995;425;295;1200;655;420;1,8;630.0;4.0;32.0;68.0;1810.0;58,2;47,7;46,1;35,8;30,9;5,4;9,4;1.0
Scheldebuurt West;Amsterdam;BU03635201;4365;620;460;1725;930;630;1,8;553.0;7.0;27.0;73.0;2240.0;48,8;40,2;39,2;44,5;25,1;6,7;12,8;1.0
Scheldebuurt Midden;Amsterdam;BU03635202;3135;470;305;1310;590;450;1,8;585.0;6.0;35.0;65.0;1940.0;51,8;42,4;40,2;41,8;29,1;5,2;10,3;1.0
Scheldebuurt Oost;Amsterdam;BU03635203;2355;320;280;1005;470;280;1,8;516.0;7.0;32.0;68.0;1370.0;49,2;41,2;37,8;40,8;25,8;6,1;9,9;1.0
Veluwebuurt;Amsterdam;BU03635206;1525;175;75;540;340;395;1,6;414.0;11.0;9.0;91.0;630.0;41,2;35,3;30,4;56,1;16,3;12,3;23,3;1.0
Kop Zuidas;Amsterdam;BU03635207;615;85;20;405;70;25;1,9;569.0;6.0;21.0;79.0;490.0;74,8;61,4;54,5;17,3;48,9;1,6;3,2;1.0
IJselbuurt;Amsterdam;WK036353;5290;550;535;2315;1170;715;1,6;421.0;5.0;16.0;84.0;2630.0;39,7;34,5;31,4;53,5;15,7;11,1;20,1;1.0
IJselbuurt West;Amsterdam;BU03635300;2390;235;205;1035;560;355;1,6;408.0;5.0;15.0;85.0;1190.0;40,1;35,4;30,6;56;14,8;12,6;23,4;1.0
IJselbuurt Oost;Amsterdam;BU03635301;2905;320;335;1280;615;360;1,7;434.0;6.0;16.0;84.0;1440.0;39,4;33,8;32,1;51,2;16,5;9,8;17,2;1.0
Rijnbuurt;Amsterdam;WK036354;9160;960;950;3835;2095;1325;1,6;420.0;5.0;20.0;79.0;4480.0;42,3;36,7;32,6;53,7;16,1;12;21,1;1.0
Kromme Mijdrechtbuurt;Amsterdam;BU03635400;2485;250;250;1045;585;350;1,6;410.0;5.0;17.0;83.0;1230.0;40,3;35,2;31,5;56,1;15,6;12,2;20,9;1.0
Rijnbuurt Oost;Amsterdam;BU03635401;2700;280;310;1210;565;335;1,6;421.0;6.0;30.0;70.0;1440.0;45,6;39,6;35;45,7;19,3;7,7;15,3;1.0
Rijnbuurt Midden;Amsterdam;BU03635402;2205;215;235;1045;435;275;1,6;442.0;5.0;21.0;79.0;1290.0;47,2;41,4;35,6;47;20,4;9;15,3;1.0
Rijnbuurt West;Amsterdam;BU03635403;1725;205;145;525;495;355;1,6;387.0;2.0;10.0;90.0;510.0;31,7;27,1;25,8;70,8;6,6;21,6;36,5;1.0
Zorgvlied;Amsterdam;BU03635404;45;5;0;15;15;10;1,7;;;;;20.0;42,3;36,7;32,6;53,7;16,1;12;21,1;1.0
Frankendael;Amsterdam;WK036355;11640;1495;1500;4380;2535;1725;1,7;374.0;5.0;17.0;83.0;5360.0;38,8;32,6;29,9;56,5;16,8;10,6;19,1;1.0
De Eenhoorn;Amsterdam;BU03635501;2645;240;720;1375;245;65;1,3;266.0;9.0;1.0;99.0;1420.0;34,3;30,8;22,8;72,1;11;10,1;14,4;1.0
Julianapark;Amsterdam;BU03635502;1085;100;50;610;185;135;1,7;431.0;3.0;13.0;87.0;790.0;53,1;46;40,3;24,4;25,8;3,1;6,7;1.0
Don Bosco;Amsterdam;BU03635503;2110;355;225;750;515;270;2;508.0;6.0;41.0;59.0;1060.0;47,2;37,5;39,1;36,9;29,7;5,7;10,5;1.0
Frankendael;Amsterdam;BU03635504;10;0;0;0;5;0;1,5;;;;;;38,8;32,6;29,9;56,5;16,8;10,6;19,1;1.0
Tuindorp Amstelstation;Amsterdam;BU03635505;840;115;80;200;250;200;1,7;285.0;3.0;0.0;100.0;260.0;23,6;19,8;21,7;74,1;5,3;18,8;40,2;1.0
De Wetbuurt;Amsterdam;BU03635506;1835;290;175;410;540;415;2;421.0;5.0;36.0;64.0;620.0;38,8;31,2;32,1;48,7;21,8;7,9;16,7;1.0
Tuindorp Frankendael;Amsterdam;BU03635507;2520;315;170;815;665;570;1,6;366.0;3.0;13.0;87.0;1080.0;36,5;30,9;28,1;65,9;11,9;14,7;25,7;1.0
Van der Kunbuurt;Amsterdam;BU03635508;595;85;85;220;135;75;1,8;340.0;3.0;1.0;99.0;;29,6;24,6;26;65,8;8,9;18,4;27,4;1.0
Middenmeer;Amsterdam;WK036356;15790;2430;3075;4825;3660;1800;1,9;468.0;5.0;36.0;64.0;7660.0;47,8;38,2;35,6;46,1;26,8;7,1;11,5;1.0
Linnaeusparkbuurt;Amsterdam;BU03635600;2700;470;300;875;690;360;2;618.0;6.0;44.0;56.0;1390.0;56;44,4;42,4;35,7;33,4;4,9;8,8;1.0
Middenmeer Noord;Amsterdam;BU03635601;2880;540;375;775;805;385;2,2;632.0;6.0;44.0;56.0;1480.0;60,3;47,4;45,5;35,7;35,6;5;10;1.0
Middenmeer Zuid;Amsterdam;BU03635602;5065;1015;600;1635;1215;600;2,1;503.0;5.0;44.0;56.0;2360.0;46;35,4;36,7;38,2;29,6;5,4;9,8;1.0
Sportpark Middenmeer Zuid;Amsterdam;BU03635603;300;25;10;50;70;145;1,6;500.0;4.0;54.0;46.0;120.0;41,9;37,3;38,1;45,4;24;3,4;10,7;1.0
Sportpark Middenmeer Noord;Amsterdam;BU03635604;250;0;165;85;0;0;1;71.0;2.0;0.0;100.0;;18,6;18;15,7;97,6;0;45,8;48,2;2.0
Park de Meer;Amsterdam;BU03635605;1610;210;215;325;615;245;2,2;558.0;4.0;64.0;36.0;650.0;46,7;38,4;40,9;30,7;34,8;5,5;10,8;1.0
Sportpark Voorland;Amsterdam;BU03635606;0;0;0;0;0;0;;;;;;;47,8;38,2;35,6;46,1;26,8;7,1;11,5;2.0
Science Park Noord;Amsterdam;BU03635607;2705;160;1260;970;255;65;1,3;278.0;4.0;14.0;86.0;1420.0;36,2;29,7;23,1;66,8;14,2;4,3;6,6;1.0
Science Park Zuid;Amsterdam;BU03635608;280;5;160;100;10;10;1,1;116.0;1.0;0.0;100.0;;18;17,3;15,7;97,3;0,4;47,5;56,2;3.0
Betondorp;Amsterdam;WK036357;3230;410;285;870;895;780;1,7;345.0;5.0;16.0;84.0;890.0;28,2;24;24,9;64,5;6,9;16,3;31,1;1.0
Betondorp;Amsterdam;BU03635700;3225;410;280;870;890;775;1,7;345.0;5.0;16.0;84.0;;28,2;24;24,9;64,6;6,9;16,3;31,1;1.0
Nieuwe Oosterbegraafplaats;Amsterdam;BU03635701;5;0;5;0;5;0;2;;;;;;28,2;24;24,9;64,5;6,9;16,3;31,1;1.0
Drieburg;Amsterdam;BU03635702;0;0;0;0;0;0;;;;;;;28,2;24;24,9;64,5;6,9;16,3;31,1;1.0
Omval/Overamstel;Amsterdam;WK036358;5080;350;910;2975;600;240;1,5;;22.0;14.0;86.0;3380.0;50,5;45;36,3;49;21,2;5,7;7,8;1.0
Weespertrekvaart;Amsterdam;BU03635801;890;45;145;580;105;20;1,4;;60.0;4.0;96.0;530.0;53,8;48,5;35,5;44,7;19,5;4,3;6,4;2.0
Amstelglorie;Amsterdam;BU03635804;70;10;5;15;25;15;2,3;;;;;40.0;50,5;45;36,3;49;21,2;5,7;7,8;2.0
Overamstel;Amsterdam;BU03635805;50;5;5;20;15;0;2,7;;;;;;50,5;45;36,3;49;21,2;5,7;7,8;5.0
Amstelkwartier Noord;Amsterdam;BU03635806;2435;220;425;1490;250;50;1,5;372.0;6.0;18.0;82.0;1730.0;50,8;44,8;36,5;50,1;20,7;5,2;7,2;1.0
De Omval;Amsterdam;BU03635807;725;65;40;320;175;135;1,7;571.0;11.0;45.0;55.0;520.0;69,9;60,7;56,3;19,7;42,5;3;3;1.0
Amstelkwartier Zuid;Amsterdam;BU03635808;30;0;5;5;5;10;1,5;;;;;;50,5;45;36,3;49;21,2;5,7;7,8;2.0
Amstelkwartier West;Amsterdam;BU03635809;875;10;285;550;25;15;1,2;220.0;5.0;0.0;100.0;590.0;32,2;30,4;22,9;70,2;9,4;12;15,7;3.0
Prinses Irenebuurt e.o.;Amsterdam;WK036359;1345;255;135;315;325;315;2;930.0;12.0;74.0;25.0;720.0;80,9;60;74;22,6;41,4;3,6;5;1.0
Prinses Irenebuurt;Amsterdam;BU03635900;1345;255;135;315;325;310;2;930.0;12.0;74.0;25.0;720.0;80,9;60;74;22,6;41,4;3,6;5;1.0
Beatrixpark;Amsterdam;BU03635901;0;0;0;0;0;0;;;;;;;80,9;60;74;22,6;41,4;3,6;5;1.0
Volewijck;Amsterdam;WK036360;9565;1580;990;3110;2655;1225;1,9;289.0;5.0;13.0;87.0;2250.0;26,4;21,2;23,9;64,5;7,5;18;31,8;1.0
Van der Pekbuurt;Amsterdam;BU03636000;4730;780;580;1665;1280;430;1,9;267.0;7.0;8.0;92.0;1170.0;25,6;20,5;23,3;67,2;6,3;20,6;34,1;1.0
Bloemenbuurt Zuid;Amsterdam;BU03636001;2425;450;230;700;670;380;2;322.0;4.0;8.0;92.0;490.0;25,5;20,1;23,1;66,4;8,1;18,5;34,7;1.0
Bloemenbuurt Noord;Amsterdam;BU03636002;2405;350;185;740;710;415;1,9;299.0;3.0;27.0;73.0;580.0;28,7;23,5;26;57,1;9,4;12,5;24,7;1.0
IJplein/Vogelbuurt;Amsterdam;WK036361;8255;1250;920;2840;2225;1020;1,9;329.0;4.0;20.0;80.0;2460.0;27,3;22,2;25,7;62,1;8,9;18,3;30,6;1.0
IJplein e.o.;Amsterdam;BU03636100;2480;305;240;780;770;385;1,7;317.0;4.0;20.0;80.0;700.0;27,5;23,2;25;64,8;7;18,2;31,1;1.0
Vogelbuurt Zuid;Amsterdam;BU03636101;4295;700;535;1505;1070;480;1,9;330.0;4.0;19.0;81.0;1200.0;26,3;21,1;24,5;62,7;9,2;19,4;31,5;1.0
Vogelbuurt Noord;Amsterdam;BU03636102;1305;210;115;520;315;140;1,8;339.0;2.0;20.0;80.0;490.0;27,8;22,5;25;58,5;7,2;16,3;29;1.0
Vliegenbos;Amsterdam;BU03636103;180;40;25;35;65;15;2,5;539.0;42.0;40.0;60.0;50.0;45,8;34,8;25,7;62,1;8,9;18,3;30,6;2.0
Tuindorp Nieuwendam;Amsterdam;WK036362;3540;550;320;800;1045;820;1,9;316.0;3.0;20.0;80.0;1070.0;28,7;23,5;25,9;58,7;9,5;9,9;23,1;1.0
Tuindorp Nieuwendam West;Amsterdam;BU03636200;1055;135;95;230;300;305;2;303.0;2.0;22.0;78.0;180.0;28,4;24;26,7;56,9;10,5;7;19,5;1.0
Tuindorp Nieuwendam Oost;Amsterdam;BU03636201;2485;415;230;575;745;520;1,9;322.0;3.0;19.0;81.0;870.0;28,8;23,4;25,6;59,5;9,1;11,2;24,6;1.0
Tuindorp Buiksloot;Amsterdam;WK036363;1885;290;195;490;555;360;2;304.0;4.0;19.0;81.0;440.0;27,4;22,5;25,6;56,4;11,1;12,7;24,4;1.0
Blauwe Zand;Amsterdam;BU03636300;1885;290;190;490;555;360;2;304.0;4.0;19.0;81.0;440.0;27,4;22,5;25,6;56,4;11,1;12,7;24,4;1.0
Nieuwendammerdijk/Buiksloterdijk;Amsterdam;WK036364;1655;365;170;310;535;270;2,6;659.0;6.0;93.0;7.0;870.0;54,7;40,7;50,1;13,6;54,6;2,4;2,6;1.0
Buiksloterdijk West;Amsterdam;BU03636400;145;30;20;20;45;35;2,7;690.0;8.0;98.0;2.0;90.0;57,4;43,6;50,1;13,6;54,6;2,4;2,6;1.0
Buiksloterdijk Oost;Amsterdam;BU03636401;125;15;10;20;40;35;2,3;817.0;4.0;92.0;8.0;;54,7;48;50,1;13,6;54,6;2,4;2,6;1.0
Nieuwendammerdijk West;Amsterdam;BU03636402;1025;230;100;195;350;155;2,6;634.0;6.0;92.0;8.0;560.0;53,7;39,5;47,8;13,1;52,8;2,8;2,3;1.0
Nieuwendammerdijk Oost;Amsterdam;BU03636403;350;85;45;70;100;50;2,7;656.0;5.0;93.0;7.0;160.0;56,7;40,6;47,8;19,5;53,1;2,3;4,7;2.0
Nieuwendammerdijk Zuid;Amsterdam;BU03636404;5;0;5;0;5;0;3,5;;;;;;54,7;40,7;50,1;13,6;54,6;2,4;2,6;2.0
Tuindorp Oostzaan;Amsterdam;WK036365;11955;2215;1135;3465;3190;1965;2,1;321.0;3.0;31.0;69.0;2980.0;30,6;24,1;27,5;51,3;15,1;11,3;22,5;2.0
Tuindorp Oostzaan West;Amsterdam;BU03636500;1135;155;85;225;295;375;1,9;283.0;4.0;22.0;78.0;150.0;28,6;23,7;27;54,6;12,1;9,9;24,1;3.0
Tuindorp Oostzaan Oost;Amsterdam;BU03636501;4190;710;385;1125;1195;775;2,1;290.0;3.0;31.0;69.0;820.0;28,3;22,7;26,5;52,4;11,6;10,3;21,7;1.0
Terrasdorp;Amsterdam;BU03636502;4090;550;390;1230;1175;750;1,8;289.0;3.0;23.0;77.0;880.0;28,3;23,6;25,2;60,8;9,4;14,7;28,1;1.0
De Bongerd;Amsterdam;BU03636503;2540;805;275;880;520;65;3;524.0;1.0;65.0;35.0;1000.0;40,5;27,2;36,1;21,5;40;5,8;8,8;1.0
Oostzanerwerf;Amsterdam;WK036366;8885;1505;1130;2265;2630;1350;2,2;329.0;2.0;46.0;54.0;1690.0;31;24,9;29,4;44,7;17,3;9,7;17,8;2.0
Oostzanerdijk;Amsterdam;BU03636601;405;60;35;95;150;60;2,3;429.0;10.0;71.0;29.0;150.0;38,5;30,8;34,1;33,7;30,9;10,1;14,2;2.0
Walvisbuurt;Amsterdam;BU03636602;1400;220;195;350;470;160;2,4;390.0;2.0;70.0;30.0;290.0;34,5;28,1;33,7;28,2;23,4;2,8;7;2.0
Twiske West;Amsterdam;BU03636603;2465;400;345;510;870;335;2,5;418.0;2.0;66.0;34.0;660.0;35,9;29,2;35,5;27,5;32,2;5,6;9,1;2.0
Noorder IJplas;Amsterdam;BU03636604;140;15;10;15;65;35;2,1;;;;;50.0;36,8;31,4;29,4;44,7;17,3;9,7;17,8;5.0
Molenwijk;Amsterdam;BU03636605;3140;635;405;840;655;605;2;247.0;2.0;15.0;85.0;400.0;23;17,8;22,6;66,5;4,3;16,7;30,9;2.0
Circus/Kermisbuurt;Amsterdam;BU03636606;1340;175;125;455;425;155;2;304.0;2.0;59.0;41.0;190.0;32,9;27,8;30,3;39,6;15,2;7,1;12,9;2.0
Kadoelen;Amsterdam;WK036367;3485;745;345;850;1000;540;2,5;468.0;3.0;65.0;35.0;1040.0;39,6;30,1;36,5;29,3;32,6;5,5;9,8;2.0
Kadoelen;Amsterdam;BU03636700;2370;560;220;610;655;320;2,5;523.0;4.0;71.0;29.0;850.0;43,6;32,2;39;26,4;38,2;4,9;8,3;2.0
Twiske Oost;Amsterdam;BU03636701;1115;190;125;240;345;220;2,4;358.0;1.0;54.0;46.0;190.0;31,9;25,7;31,3;35,2;21,5;6,5;12,6;2.0
Waterlandpleinbuurt;Amsterdam;WK036368;13190;2820;1775;4000;3040;1565;2,2;303.0;5.0;30.0;70.0;2860.0;27,7;20,8;26,1;50,8;11;13,6;21,8;1.0
Baanakkerspark Noord;Amsterdam;BU03636800;595;55;70;185;135;155;1,7;250.0;8.0;46.0;54.0;200.0;30,8;27;28,6;42,5;7,3;6,5;8;1.0
Baanakkerspark Zuid;Amsterdam;BU03636801;450;35;35;120;110;150;1,7;321.0;11.0;71.0;29.0;150.0;35,4;31;32,2;35,6;13,8;5,7;9,1;1.0
Werengouw Midden;Amsterdam;BU03636802;4960;870;605;1600;1210;680;1,9;273.0;3.0;27.0;73.0;1200.0;27,3;21,3;24,8;57,9;7,1;14,4;25,1;1.0
Markengouw Midden;Amsterdam;BU03636803;3450;890;550;1075;720;220;2,7;342.0;8.0;19.0;81.0;620.0;26,3;18,7;25,7;45,4;13,7;13,3;20;2.0
Markengouw Zuid;Amsterdam;BU03636804;2125;595;280;660;445;150;2,6;303.0;7.0;25.0;74.0;280.0;26,7;18,2;25,5;50;13,3;16;22,5;2.0
Werengouw Zuid;Amsterdam;BU03636805;1605;375;230;365;420;210;2,6;365.0;3.0;40.0;60.0;410.0;29,9;21,5;28,8;45;19,4;15,1;24,1;2.0
Buikslotermeer;Amsterdam;WK036369;11160;1570;1650;3100;2415;2420;1,8;297.0;5.0;30.0;70.0;2750.0;26,9;22;24,8;59,2;7,2;13,2;24,6;1.0
Rode Kruisbuurt;Amsterdam;BU03636900;240;20;25;40;65;85;2,2;535.0;4.0;93.0;7.0;100.0;44,2;36,8;24,8;59,2;7,2;13,2;24,6;1.0
Loenermark;Amsterdam;BU03636902;1580;165;185;495;330;405;1,6;262.0;4.0;33.0;67.0;270.0;29,5;24,8;25,8;60,7;6,9;10,8;22,4;1.0
Buikslotermeerplein;Amsterdam;BU03636909;980;65;70;280;190;380;1,5;321.0;5.0;23.0;77.0;180.0;29,6;26,4;25,8;63,1;6,8;8,6;26,4;1.0
Plan van Gool;Amsterdam;BU03636910;3115;545;465;980;715;415;2;298.0;2.0;28.0;72.0;940.0;26,1;20,6;25,3;55,2;7,1;16,8;26,7;1.0
De Kleine Wereld;Amsterdam;BU03636911;2745;545;410;625;675;490;2,2;270.0;2.0;11.0;89.0;630.0;22,2;17,1;22,8;60,6;4,9;18,1;31,6;1.0
Buikslotermeer Noord;Amsterdam;BU03636912;2495;225;505;680;440;645;1,5;318.0;10.0;47.0;53.0;610.0;28,4;24,7;24;62,1;7,4;8,6;17,6;2.0
Banne Buiksloot;Amsterdam;WK036370;14780;2790;1885;4220;3575;2310;2,2;312.0;2.0;30.0;70.0;3150.0;27,9;21,6;26,2;54,2;11,6;14,1;24,3;1.0
Banne Zuidwest;Amsterdam;BU03637000;3775;775;530;970;865;630;2,3;308.0;3.0;26.0;74.0;930.0;25,8;19,3;25;56,2;10,6;14,7;26,1;1.0
Banne Zuidoost;Amsterdam;BU03637001;4060;720;370;1325;990;665;2;321.0;2.0;33.0;67.0;1040.0;32,5;25,7;27,9;53,3;13,7;13,3;23,1;1.0
Banne Noordwest;Amsterdam;BU03637002;2625;485;385;755;640;365;2,1;280.0;2.0;21.0;79.0;320.0;23,9;18,6;23;62,1;6,5;16,2;27,8;2.0
Banne Noordoost;Amsterdam;BU03637003;3630;685;520;955;905;565;2,3;301.0;2.0;31.0;69.0;480.0;25,3;19,5;25,7;51,5;10,3;14;24;2.0
Buiksloterbreek;Amsterdam;BU03637004;325;50;30;80;105;65;2,4;573.0;3.0;95.0;5.0;180.0;45,6;36,7;41,8;17,5;42,3;2,3;3;1.0
Marjoleinterrein;Amsterdam;BU03637005;360;75;55;135;70;25;2,2;382.0;2.0;52.0;48.0;140.0;33,7;26,1;30,5;41,3;21,9;13,4;16,6;1.0
Noordelijke IJ-oevers West;Amsterdam;WK036371;4760;585;775;2400;730;270;1,6;311.0;24.0;17.0;83.0;2910.0;44,7;37,7;34,7;46,8;22,6;6,4;8,9;2.0
Papaverweg e.o.;Amsterdam;BU03637102;1120;270;85;450;270;45;2,3;519.0;14.0;79.0;21.0;690.0;51,2;37,7;49,4;24,7;39,3;4,4;5,1;2.0
Cornelis Douwesterrein;Amsterdam;BU03637104;0;0;0;0;0;0;1;;;;;;44,7;37,7;34,7;46,8;22,6;6,4;8,9;2.0
NDSM terrein;Amsterdam;BU03637105;1815;40;610;1115;45;0;1,2;167.0;30.0;0.0;100.0;1170.0;31,5;29,8;23,2;67;5,5;6,5;9,9;2.0
Buiksloterham;Amsterdam;BU03637106;370;110;20;160;70;10;2,3;356.0;44.0;33.0;67.0;300.0;44,3;30,2;33,4;38,1;31,3;10,1;12,8;2.0
Overhoeks;Amsterdam;BU03637107;1455;170;60;680;340;215;1,8;560.0;8.0;23.0;77.0;770.0;57;48,5;44,6;29,4;38,3;6,8;9,5;1.0
Noordelijke IJ-oevers Oost;Amsterdam;WK036372;300;20;45;175;45;15;1,4;274.0;26.0;12.0;88.0;120.0;34,9;30,6;25,9;58,4;5,8;9,2;9,2;2.0
Bedrijventerrein Hamerstraat;Amsterdam;BU03637200;270;10;45;160;35;15;1,4;269.0;27.0;9.0;91.0;;35,7;31,6;26,4;57,8;5,8;6,5;6,5;1.0
Zamenhofstraat e.o.;Amsterdam;BU03637201;5;0;0;5;0;0;1,1;;;;;;34,9;30,6;25,9;58,4;5,8;9,2;9,2;2.0
Bedrijventerrein Nieuwendammerdijk;Amsterdam;BU03637202;25;5;0;5;5;0;2,1;;;;;;34,9;30,6;25,9;58,4;5,8;9,2;9,2;2.0
Waterland;Amsterdam;WK036373;2380;440;240;430;795;470;2,4;704.0;7.0;81.0;19.0;890.0;45,3;35,6;45,7;26,1;39;5,9;9;5.0
Schellingwoude West;Amsterdam;BU03637300;70;10;15;10;30;10;1,9;639.0;0.0;74.0;26.0;40.0;45,3;35,6;45,7;26,1;39;5,9;9;4.0
Schellingwoude Oost;Amsterdam;BU03637301;625;140;50;115;210;110;2,4;686.0;3.0;86.0;14.0;270.0;54,3;41,3;44,9;21,3;47,4;5,2;7,2;3.0
Schellingwoude Noord;Amsterdam;BU03637302;5;0;5;0;0;0;3;;;;;;45,3;35,6;45,7;26,1;39;5,9;9;5.0
Durgerdam;Amsterdam;BU03637303;510;105;55;85;175;90;2,5;736.0;8.0;86.0;14.0;210.0;49,1;37;62,5;22,8;43,1;3,5;5,6;5.0
Zwarte Gouw;Amsterdam;BU03637304;25;0;5;5;10;5;3;;;;;;45,3;35,6;45,7;26,1;39;5,9;9;5.0
Ransdorp;Amsterdam;BU03637305;310;55;35;50;100;75;2,3;753.0;10.0;88.0;12.0;120.0;41,9;34;47,2;20,2;38,8;2,4;3,1;5.0
Holysloot;Amsterdam;BU03637306;295;50;30;40;105;60;2,6;710.0;9.0;90.0;10.0;90.0;39,6;31,2;43,6;22,8;41,2;3,6;7,3;5.0
Zunderdorp;Amsterdam;BU03637307;480;80;50;100;140;115;2,4;703.0;7.0;70.0;30.0;140.0;40,6;32,5;38,8;25,3;31,4;4,2;9,9;5.0
Noorderstrook West;Amsterdam;BU03637308;50;0;0;20;25;5;1,2;;;;;;45,3;35,6;45,7;26,1;39;5,9;9;4.0
Noorderstrook Oost;Amsterdam;BU03637309;10;0;0;5;0;0;1,1;;;;;;45,3;35,6;45,7;26,1;39;5,9;9;2.0
Elzenhagen;Amsterdam;WK036374;3455;755;525;1265;690;230;2,1;353.0;5.0;40.0;60.0;1350.0;39,9;30;30,4;49,8;26,8;15,5;20,3;1.0
Nintemanterrein;Amsterdam;BU03637400;120;35;5;25;30;20;3;647.0;0.0;100.0;0.0;50.0;39,9;40,1;30,4;49,8;26,8;15,5;20,3;1.0
Elzenhagen Zuid;Amsterdam;BU03637401;820;35;280;410;75;25;1,2;125.0;1.0;0.0;100.0;200.0;25,4;24;19,9;87,5;2,8;32,9;41,9;1.0
Elzenhagen Noord;Amsterdam;BU03637402;2510;680;245;835;575;175;2,7;503.0;7.0;65.0;35.0;1090.0;45,5;31,5;37,6;22,9;43,8;4,8;7,1;2.0
Chassébuurt;Amsterdam;WK036375;6160;910;750;2495;1460;545;1,9;420.0;5.0;27.0;73.0;2670.0;36,8;30;30,7;50,6;17,5;13,1;20,8;1.0
Kortenaerkwartier;Amsterdam;BU03637500;2220;300;305;845;560;205;1,9;446.0;6.0;28.0;71.0;1000.0;36,6;30,2;31;49,2;18,7;12,1;19,6;1.0
Filips van Almondekwartier;Amsterdam;BU03637501;1105;135;125;530;230;80;1,6;422.0;4.0;35.0;65.0;570.0;43,9;37,1;33,3;50;20,2;11,4;18,9;1.0
De Wester Quartier;Amsterdam;BU03637502;1810;290;215;740;420;150;2;408.0;4.0;23.0;77.0;690.0;34,5;27,7;29,6;53,3;15,1;15;22,2;1.0
Van Brakelkwartier;Amsterdam;BU03637503;1025;185;105;380;250;105;2,1;383.0;2.0;18.0;82.0;430.0;33,2;26;28,7;49,9;15,3;14,1;23,6;1.0
Slotermeer-Noordoost;Amsterdam;WK036376;9480;1905;1240;3210;2195;935;2,1;254.0;5.0;25.0;75.0;1990.0;26,4;20;24,1;59;8,6;18,2;27,9;1.0
Buurt 3;Amsterdam;BU03637600;6405;1340;790;2120;1480;675;2,1;258.0;4.0;26.0;74.0;1300.0;27,1;20,2;24,2;58,9;9,4;18,5;28,2;1.0
Buurt 2;Amsterdam;BU03637601;3075;565;450;1085;715;260;2,1;245.0;6.0;24.0;76.0;690.0;25,2;19,3;24;59,3;6,9;17,7;27,3;1.0
Slotermeer-Zuidwest;Amsterdam;WK036377;18025;3390;2430;6135;4000;2070;2,1;251.0;4.0;21.0;79.0;3510.0;26,8;20,6;24,4;59,7;9,3;17,3;27,9;1.0
Slotermeer Zuid;Amsterdam;BU03637700;3415;560;350;1295;740;480;1,7;208.0;3.0;10.0;90.0;670.0;24,8;19,8;21,8;72,3;4,1;21,7;35,4;1.0
Noordoever Sloterplas;Amsterdam;BU03637701;3340;560;465;1160;795;360;1,9;310.0;5.0;37.0;62.0;1000.0;34,5;27,3;29,1;49,1;15,8;11,1;18,1;1.0
Buurt 4 Oost;Amsterdam;BU03637702;3610;610;505;1215;815;465;2;272.0;4.0;36.0;64.0;670.0;27,6;21,7;25,6;54,7;10,3;13;21,6;1.0
Buurt 5 Noord;Amsterdam;BU03637703;3680;805;555;1160;835;325;2,5;221.0;4.0;7.0;93.0;350.0;22,1;16,2;21,9;61;7,1;21,8;33,8;1.0
Sloterpark;Amsterdam;BU03637704;75;10;25;40;0;0;1,7;374.0;9.0;9.0;91.0;;26,8;20,6;24,4;59,7;9,3;17,3;27,9;1.0
Buurt 5 Zuid;Amsterdam;BU03637705;3905;850;530;1270;820;430;2,2;248.0;4.0;16.0;84.0;780.0;25,3;18,6;23,6;60,1;9,4;18,7;30,2;1.0
Geuzenveld;Amsterdam;WK036378;16535;3655;2205;5495;3475;1695;2,3;292.0;4.0;25.0;75.0;2520.0;26,8;19,6;24,8;53,9;11,4;15,6;26;1.0
Buurt 6;Amsterdam;BU03637800;3060;650;445;965;685;320;2,3;246.0;4.0;6.0;94.0;360.0;23,4;17,4;22,6;61,8;6,7;19,6;32,8;1.0
Buurt 7;Amsterdam;BU03637801;2825;705;360;870;535;360;2,6;349.0;3.0;46.0;54.0;460.0;29,7;21,2;27,7;44,7;19,5;8,7;17,4;1.0
Buurt 8;Amsterdam;BU03637802;4250;910;555;1600;815;360;2,2;288.0;5.0;31.0;69.0;730.0;27,3;20,2;25,4;50,9;10,1;15,5;25;1.0
Buurt 9;Amsterdam;BU03637803;6090;1355;820;1925;1350;635;2,3;302.0;3.0;20.0;80.0;810.0;26,6;19,3;24,3;55,8;11,6;15,8;26,8;1.0
Eendrachtspark;Amsterdam;BU03637804;310;40;30;130;95;20;1,7;225.0;5.0;48.0;52.0;120.0;30;24,6;25,6;54,2;8,9;25,5;28,1;2.0
Eendracht;Amsterdam;WK036379;2450;430;270;650;700;405;2,4;365.0;2.0;51.0;49.0;490.0;32,8;25,7;31;35,9;20,3;5,8;10,9;2.0
Osdorper Binnenpolder;Amsterdam;BU03637900;30;5;5;5;10;5;2,3;;;;;;32,8;25,7;31;35,9;20,3;5,8;10,9;4.0
