District_Type;Municipality_Name;Area_Code;Population_Total;Pop_Age_0_15;Pop_Age_15_25;Pop_Age_25_45;Pop_Age_45_65;Pop_Age_65_Plus;Avg_Household_Size;Avg_Property_Value_1000EUR;Pct_Unoccupied_Homes;Pct_Owner_Occupied;Pct_Rental;Higher_Education_Count;Avg_Income_Per_Income_Recipient_1000EUR;Avg_Income_Per_Inhabitant_1000EUR;Avg_Std_Household_Income_1000EUR;Pct_Lowest_40Pct_Income;Pct_Highest_20Pct_Income;Pct_Low_Income_Households;Pct_Below_120Pct_Social_Min;Urbanization_Level
Drieburg;Amsterdam;BU0363MP01;0;0;0;0;0;0;;;;;;;34,6;29,6;;62,9;8,1;12,1;29,3;1.0
Nieuwe Oosterbegraafplaats;Amsterdam;BU0363MP02;5;0;0;5;0;0;2,5;;;;;;34,6;29,6;;62,9;8,1;12,1;29,3;1.0
Betondorp;Amsterdam;BU0363MP03;3005;390;260;825;850;680;1,7;437.0;11.0;19.0;81.0;;34,5;29,6;;63;8;12,1;29,4;1.0
Omval/Overamstel;Amsterdam;WK0363MQ;5935;495;1065;3260;795;310;1,5;514.0;8.0;24.0;76.0;3690.0;64,5;56,8;45,7;45,5;23,2;5,2;7,1;1.0
De Omval;Amsterdam;BU0363MQ01;730;50;40;350;160;135;1,7;707.0;8.0;45.0;55.0;;64,5;56,8;45,7;20,2;38,8;2,5;2,3;1.0
Overamstel;Amsterdam;BU0363MQ02;45;5;0;15;25;0;2,6;;;;;;64,5;56,8;45,7;45,5;23,2;5,2;7,1;5.0
Amstelglorie;Amsterdam;BU0363MQ03;80;10;10;15;30;10;2;;;;;;64,5;56,8;45,7;45,5;23,2;5,2;7,1;2.0
Amstelkwartier-West;Amsterdam;BU0363MQ04;750;15;215;485;20;15;1,1;261.0;14.0;0.0;100.0;;64,5;56,8;45,7;68;11,5;9,3;12,4;3.0
Amstelkwartier-Noord;Amsterdam;BU0363MQ05;2865;315;335;1680;430;110;1,6;529.0;7.0;28.0;72.0;1880.0;64,5;58,7;45,7;44,8;22,9;5;7,7;1.0
Amstelkwartier-Zuid;Amsterdam;BU0363MQ06;60;5;5;30;5;10;1,3;;;;;;64,5;56,8;45,7;45,5;23,2;5,2;7,1;2.0
Weespertrekvaart;Amsterdam;BU0363MQ07;1405;100;455;685;130;30;1,4;656.0;5.0;23.0;77.0;;64,5;56,8;45,7;38,1;27,9;4;4,5;1.0
Oostzanerwerf;Amsterdam;WK0363NA;9075;1535;1150;2415;2525;1445;2,2;424.0;3.0;46.0;54.0;2030.0;37,1;29,6;35,2;42,4;18,6;8,3;17,1;2.0
Noorder IJplas;Amsterdam;BU0363NA01;145;10;20;15;55;50;2,1;;;;;;37,1;29,6;35,2;42,4;18,6;8,3;17,1;5.0
Melkweg/Oostzanerwerf;Amsterdam;BU0363NA02;325;30;60;125;95;15;1,5;;;;;;37,1;29,6;35,2;42,4;18,6;8,3;17,1;4.0
Walvisbuurt;Amsterdam;BU0363NA03;1370;230;160;365;405;205;2,3;496.0;3.0;69.0;31.0;330.0;37,1;29,6;35,2;28,9;26;3,6;7,6;2.0
Twiske-West;Amsterdam;BU0363NA04;2525;445;300;570;790;410;2,4;554.0;2.0;66.0;34.0;790.0;37,1;34,3;35,2;28,1;33,3;5;9,7;2.0
Oostzanerdijk;Amsterdam;BU0363NA05;340;70;25;95;95;50;2,3;573.0;7.0;73.0;27.0;;37,1;29,6;35,2;31,4;34,6;6,8;9,5;2.0
Circus/Kermisbuurt;Amsterdam;BU0363NA06;1330;180;130;440;390;190;2;385.0;2.0;56.0;44.0;370.0;37,1;29,6;35,2;41,2;14,2;7,7;13,1;2.0
Molenwijk;Amsterdam;BU0363NA07;3045;570;450;805;690;530;2,1;306.0;5.0;15.0;85.0;400.0;37,1;21,1;35,2;60,5;5;13,1;29,3;2.0
Noordelijke IJ-oevers-West;Amsterdam;WK0363NB;10435;1015;1210;6075;1570;565;1,6;471.0;4.0;22.0;78.0;6170.0;55,2;48,3;42;44,9;22,1;8;11;1.0
Cornelis Douwesterrein-West;Amsterdam;BU0363NB01;0;0;0;5;0;0;2;;;;;;55,2;48,3;42;44,9;22,1;8;11;4.0
Cornelis Douwesterrein-Oost;Amsterdam;BU0363NB02;0;0;0;5;0;0;2;;;;;;55,2;48,3;42;44,9;22,1;8;11;2.0
NDSM terrein;Amsterdam;BU0363NB03;3805;135;645;2755;240;40;1,3;327.0;4.0;4.0;96.0;2340.0;45;42,4;42;58;8,2;8,9;10,7;2.0
Buiksloterham-Zuid;Amsterdam;BU0363NB04;1725;280;115;940;305;80;1,8;498.0;4.0;28.0;72.0;;55,2;48,3;42;45,8;21,3;12,6;21,6;1.0
Buiksloterham-Noord;Amsterdam;BU0363NB05;1525;320;130;630;370;80;2,1;599.0;8.0;63.0;37.0;920.0;55,2;48,3;42;31,9;39,5;7,2;7,9;1.0
Klaprozenbuurt;Amsterdam;BU0363NB06;125;10;15;35;35;25;1,7;;;;;;55,2;48,3;42;44,9;22,1;8;11;1.0
Overhoeks;Amsterdam;BU0363NB07;3245;270;305;1705;620;345;1,7;611.0;4.0;29.0;71.0;1920.0;66,8;59,4;42;32,2;34,5;5,3;8;1.0
Tuindorp Oostzaan;Amsterdam;WK0363NC;12135;2250;1225;3465;3105;2090;2,1;441.0;3.0;33.0;67.0;3410.0;35,9;28,3;32,8;50;15,4;9,1;21,3;1.0
Tuindorp Oostzaan-West;Amsterdam;BU0363NC01;1135;170;95;215;270;385;1,9;402.0;3.0;24.0;76.0;160.0;35,9;28,3;32,8;54;8,8;7,8;22;3.0
Tuindorp Oostzaan-Oost;Amsterdam;BU0363NC02;4165;685;405;1095;1155;820;2;415.0;2.0;31.0;69.0;840.0;33,6;27,3;32,8;50,7;12,1;9,1;21,2;1.0
Terrasdorp;Amsterdam;BU0363NC03;4020;555;385;1250;1050;780;1,8;374.0;4.0;23.0;77.0;1210.0;32,8;27,3;32,8;59,5;8,9;11,3;26,6;1.0
De Bongerd;Amsterdam;BU0363NC04;2805;840;335;900;625;100;2,9;679.0;5.0;67.0;33.0;1060.0;35,9;32,3;32,8;23,2;41,9;4,6;8,9;1.0
Kadoelen;Amsterdam;WK0363ND;3595;785;370;865;1015;565;2,5;633.0;2.0;66.0;34.0;1080.0;46,5;35,3;;28,4;34,7;4,4;9;2.0
Twiske-Oost;Amsterdam;BU0363ND01;1115;170;130;245;320;245;2,4;475.0;1.0;55.0;45.0;190.0;46,5;35,3;;36;23,6;3,2;9,9;2.0
Kadoelen;Amsterdam;BU0363ND02;2485;610;240;615;695;320;2,6;710.0;2.0;71.0;29.0;880.0;46,5;35,3;;24,8;40,1;5;8,6;2.0
Banne Buiksloot;Amsterdam;WK0363NE;14735;2705;2000;4135;3510;2385;2,2;396.0;3.0;30.0;70.0;3120.0;33,1;25,9;31,6;51,4;13,2;10,5;23;1.0
Banne-Noordwest;Amsterdam;BU0363NE01;2595;465;410;770;610;335;2,1;334.0;2.0;20.0;79.0;340.0;33,1;21,8;31,6;60,7;7,9;12,9;27,9;2.0
Banne-Noordoost;Amsterdam;BU0363NE02;3550;640;540;945;875;555;2,3;381.0;2.0;31.0;69.0;580.0;30,3;23,7;31,6;48,2;11,8;10,4;22,7;2.0
Banne-Zuidwest;Amsterdam;BU0363NE03;3740;705;605;900;835;695;2,3;397.0;3.0;25.0;75.0;830.0;29,7;22,8;31,6;52,7;12,3;11,6;25,8;1.0
Banne-Zuidoost;Amsterdam;BU0363NE04;4205;780;370;1345;1005;700;2;414.0;3.0;33.0;67.0;1080.0;39,5;31;31,6;50,2;15,2;9;20,1;1.0
Buiksloterbreek;Amsterdam;BU0363NE05;305;50;30;60;95;75;2,4;733.0;4.0;96.0;4.0;;33,1;25,9;31,6;15,5;47,3;4;4,8;1.0
Marjoleinterrein;Amsterdam;BU0363NE06;335;65;50;105;90;25;2,4;497.0;6.0;49.0;51.0;;33,1;25,9;31,6;41,3;24,5;6,7;12,7;1.0
Nieuwendammerdijk/Buiksloterdijk;Amsterdam;WK0363NF;1690;370;190;335;515;290;2,6;908.0;6.0;92.0;8.0;840.0;;;;15,3;50,4;3,3;3,6;1.0
Buiksloterdijk-West;Amsterdam;BU0363NF01;165;45;15;25;50;30;2,5;892.0;2.0;90.0;10.0;;;;;15,3;50,4;3,3;3,6;1.0
Buiksloterdijk-Oost;Amsterdam;BU0363NF02;140;25;15;25;35;40;2,4;1094.0;2.0;96.0;4.0;;;;;15,3;50,4;3,3;3,6;1.0
Nieuwendammerdijk-West;Amsterdam;BU0363NF03;1030;215;125;200;325;175;2,6;881.0;7.0;91.0;9.0;540.0;;;;16,8;46,9;4;3,5;1.0
Nieuwendammerdijk-Oost;Amsterdam;BU0363NF04;350;90;35;85;105;45;2,8;922.0;6.0;96.0;4.0;;;;;12,9;57,3;1,6;4,1;2.0
Nieuwendammerdijk-Zuid;Amsterdam;BU0363NF05;5;0;0;5;5;0;1,3;;;;;;;;;15,3;50,4;3,3;3,6;2.0
Elzenhagen;Amsterdam;WK0363NG;5350;990;900;2215;880;360;1,8;372.0;4.0;23.0;77.0;2030.0;42,8;33,9;32,8;59,5;18,4;10,6;19,5;1.0
Elzenhagen-Noord;Amsterdam;BU0363NG01;3605;815;580;1285;675;250;2,2;486.0;2.0;39.0;61.0;1500.0;49;36,5;32,8;42,9;29,6;5,8;10,2;1.0
Elzenhagen-Zuid;Amsterdam;BU0363NG02;1625;145;310;915;175;85;1,3;211.0;6.0;0.0;100.0;450.0;42,8;33,9;32,8;83,1;2,5;17,6;33,1;1.0
Nintemanterrein;Amsterdam;BU0363NG03;125;35;10;20;30;30;3,2;867.0;3.0;100.0;0.0;;42,8;33,9;32,8;59,5;18,4;10,6;19,5;1.0
Buikslotermeer;Amsterdam;WK0363NH;12070;1520;1820;3810;2425;2495;1,8;376.0;5.0;28.0;72.0;3230.0;33;27,4;30,5;57,3;8,4;9,8;22,2;1.0
Buikslotermeer-Noord;Amsterdam;BU0363NH01;2465;190;545;710;415;600;1,5;393.0;12.0;48.0;52.0;570.0;33;27,4;30,5;61,7;8,7;7,5;16,4;1.0
De Kleine Wereld;Amsterdam;BU0363NH02;2640;430;415;645;620;535;2,1;322.0;2.0;11.0;89.0;330.0;33;21,2;30,5;58,9;5,5;12,1;28,7;1.0
Loenermark;Amsterdam;BU0363NH03;2175;170;260;1015;310;415;1,6;344.0;3.0;26.0;74.0;950.0;33;27,4;30,5;55,1;9,4;7,1;16,7;1.0
Buikslotermeerplein;Amsterdam;BU0363NH04;1365;160;115;390;265;435;1,7;404.0;4.0;17.0;82.0;330.0;33;27,4;30,5;66,6;6;10,3;28,8;1.0
Plan van Gool;Amsterdam;BU0363NH05;3180;520;465;1005;765;420;2,1;395.0;2.0;29.0;71.0;850.0;33;25,5;30,5;51;9,3;12;23,7;1.0
Rode Kruisbuurt;Amsterdam;BU0363NH06;245;35;15;50;55;90;2,2;704.0;4.0;94.0;6.0;;33;27,4;30,5;57,3;8,4;9,8;22,2;1.0
Waterlandpleinbuurt;Amsterdam;WK0363NJ;14180;2940;2000;4315;3305;1610;2,2;387.0;3.0;30.0;70.0;3110.0;33,7;25,5;32,2;49,3;12,4;10,5;20,2;1.0
Markengouw-Noord;Amsterdam;BU0363NJ01;650;55;105;240;115;135;1,6;315.0;5.0;47.0;53.0;;33,7;25,5;32,2;47,1;9,5;4,5;6,6;1.0
Markengouw-Midden;Amsterdam;BU0363NJ02;4140;1025;645;1280;895;290;2,6;451.0;2.0;22.0;78.0;750.0;32,8;23,8;32,2;43,4;15,6;10,3;18,6;1.0
Markengouw-Zuid;Amsterdam;BU0363NJ03;2305;665;325;660;500;165;2,6;388.0;3.0;28.0;72.0;400.0;33,7;25,5;32,2;46,5;15,7;11,8;21,3;2.0
Werengouw-Noord;Amsterdam;BU0363NJ04;465;35;40;145;100;145;1,7;392.0;7.0;72.0;28.0;;33,7;25,5;32,2;36,1;14,8;5,8;8,6;1.0
Werengouw-Midden;Amsterdam;BU0363NJ05;5005;795;625;1655;1255;670;1,9;338.0;2.0;27.0;73.0;1240.0;32,3;25,8;30;56,7;7,6;11,2;23,3;1.0
Werengouw-Zuid;Amsterdam;BU0363NJ06;1615;370;260;335;445;205;2,5;464.0;2.0;39.0;60.0;360.0;33,7;25,5;32,2;44,2;20,4;12,7;22,9;2.0
Volewijck;Amsterdam;WK0363NK;9460;1535;1010;3060;2550;1305;1,9;382.0;5.0;15.0;85.0;2330.0;32,2;25,9;29,5;61,3;9;14,4;30,4;1.0
Bloemenbuurt-Noord;Amsterdam;BU0363NK01;2475;425;195;770;635;450;2;404.0;2.0;27.0;73.0;520.0;32,2;25,9;29,5;54,3;11,5;9,3;23,4;1.0
Bloemenbuurt-Zuid;Amsterdam;BU0363NK02;2340;410;260;680;625;370;2;420.0;5.0;9.0;91.0;620.0;32,2;25,9;29,5;64,2;9,6;14,3;33,5;1.0
Van der Pekbuurt;Amsterdam;BU0363NK03;4645;700;560;1605;1295;490;1,8;354.0;7.0;11.0;89.0;1240.0;31,3;25,4;29,5;63,5;7,5;17;32,4;1.0
IJplein/Vogelbuurt;Amsterdam;WK0363NL;7875;1100;920;2690;2100;1070;1,8;410.0;7.0;20.0;80.0;2610.0;33,4;27,5;30,8;58,9;9,9;14,3;28,2;1.0
Vogelbuurt-Noord;Amsterdam;BU0363NL01;1035;170;85;370;270;135;1,8;369.0;21.0;19.0;81.0;;33,4;27,5;30,8;58,5;8,9;13,5;26,4;1.0
Vliegenbos;Amsterdam;BU0363NL02;185;25;30;45;70;20;2,4;;27.0;61.0;39.0;;33,4;27,5;30,8;58,9;9,9;14,3;28,2;2.0
Vogelbuurt-Zuid;Amsterdam;BU0363NL03;4165;605;560;1440;1055;510;1,9;418.0;5.0;20.0;80.0;1420.0;32,1;26,3;30,8;58,7;10,5;13,9;28,7;1.0
IJplein e.o.;Amsterdam;BU0363NL04;2490;295;245;835;705;405;1,7;399.0;4.0;19.0;81.0;700.0;33,4;27,5;30,8;61,5;7,6;15,5;29,3;1.0
Tuindorp Buiksloot;Amsterdam;WK0363NM;1905;330;170;540;485;375;2;415.0;4.0;19.0;81.0;550.0;;;;55,4;12,4;9,7;25,2;1.0
Blauwe Zand;Amsterdam;BU0363NM01;1905;330;170;540;485;375;2;415.0;4.0;19.0;81.0;550.0;;;;55,4;12,4;9,7;25,2;1.0
Tuindorp Nieuwendam;Amsterdam;WK0363NN;3460;535;305;805;1000;805;1,9;431.0;3.0;21.0;79.0;890.0;34,7;28,3;;58,5;10,4;8,5;22,5;1.0
Tuindorp Nieuwendam-West;Amsterdam;BU0363NN01;1060;160;85;240;270;300;1,9;411.0;3.0;25.0;75.0;220.0;34,7;28,3;;56,1;10,8;6,2;19,1;1.0
Tuindorp Nieuwendam-Oost;Amsterdam;BU0363NN02;2400;375;220;565;730;505;1,9;440.0;3.0;19.0;81.0;660.0;34,7;28,3;;59,5;10,3;9,5;24;1.0
Noordelijke IJ-oevers-Oost;Amsterdam;WK0363NP;415;35;95;190;80;20;1,3;318.0;18.0;11.0;89.0;;;;;73,5;8;25,1;26,5;1.0
Hamerstraatkwartier-West;Amsterdam;BU0363NP01;380;25;90;175;70;20;1,3;311.0;18.0;9.0;91.0;;;;;73,1;8,2;24;25,5;1.0
Hamerstraatkwartier-Oost;Amsterdam;BU0363NP02;15;5;0;5;5;5;2;;;;;;;;;73,5;8;25,1;26,5;2.0
Bedrijventerrein Nieuwendammerdijk;Amsterdam;BU0363NP03;20;10;5;5;5;5;1,9;;;;;;;;;73,5;8;25,1;26,5;2.0
Waterland;Amsterdam;WK0363NQ;2390;390;265;445;800;495;2,3;971.0;12.0;77.0;23.0;890.0;;;;26,7;39,2;6,3;8,6;5.0
Noorderstrook-West;Amsterdam;BU0363NQ01;80;5;0;35;30;5;1,2;;;;;;;;;26,7;39,2;6,3;8,6;3.0
Noorderstrook-Oost;Amsterdam;BU0363NQ02;0;0;0;0;0;0;2;;;;;;;;;26,7;39,2;6,3;8,6;2.0
Zunderdorp;Amsterdam;BU0363NQ03;465;70;45;90;150;105;2,3;945.0;11.0;70.0;30.0;150.0;;;;31,2;35,1;7,1;11,7;5.0
Schellingwoude-West;Amsterdam;BU0363NQ04;70;10;10;5;30;20;2;880.0;10.0;74.0;26.0;;;;;26,7;39,2;6,3;8,6;4.0
Schellingwoude-Oost;Amsterdam;BU0363NQ05;625;120;75;125;190;110;2,4;990.0;3.0;87.0;13.0;270.0;;;;22,7;44,6;4;5,6;3.0
Schellingwoude-Noord;Amsterdam;BU0363NQ06;5;0;0;0;5;5;2,5;;;;;;;;;26,7;39,2;6,3;8,6;5.0
Zwarte Gouw;Amsterdam;BU0363NQ07;35;0;10;15;5;5;2,6;;32.0;9.0;91.0;;;;;26,7;39,2;6,3;8,6;5.0
Holysloot;Amsterdam;BU0363NQ08;280;40;30;45;100;70;2,5;;25.0;73.0;27.0;;;;;19,8;39,6;2,9;3,9;5.0
Ransdorp;Amsterdam;BU0363NQ09;315;55;25;45;105;80;2,3;969.0;11.0;85.0;15.0;;;;;20,5;40,9;3,8;6,9;5.0
Durgerdam;Amsterdam;BU0363NQ10;515;100;65;70;185;95;2,5;972.0;8.0;86.0;14.0;220.0;;;;20,6;42,6;2,5;3;5.0
Driemond;Amsterdam;WK0363SA;1705;320;190;415;480;295;2,4;482.0;2.0;61.0;39.0;400.0;;;;29,6;27,2;4,4;9,1;5.0
Landelijk gebied Driemond;Amsterdam;BU0363SA01;150;35;30;30;40;15;3,5;1001.0;0.0;91.0;9.0;;;;;29,6;27,2;4,4;9,1;4.0
Dorp Driemond;Amsterdam;BU0363SA02;1555;290;160;385;440;280;2,3;447.0;2.0;59.0;41.0;350.0;;;;31,1;25;4,5;9,5;5.0
Bloemendalerpolder;Amsterdam;WK0363SB;5470;1905;285;2180;885;210;3,1;800.0;4.0;95.0;4.0;2710.0;75,1;48,9;;6;70,4;0,5;0,7;3.0
Weespersluis-Noord;Amsterdam;BU0363SB01;5;0;0;0;5;5;3;;;;;;75,1;48,9;;6;70,4;0,5;0,7;5.0
Waterrijk;Amsterdam;BU0363SB02;520;205;25;230;65;10;3,3;1069.0;22.0;95.0;5.0;;75,1;48,9;;6;70,4;0,5;0,7;5.0
Lanenrijk;Amsterdam;BU0363SB03;2750;1060;75;1265;300;50;3,1;799.0;2.0;98.0;2.0;1410.0;75,1;48,9;;5,7;74,2;0,4;0,7;3.0
Vechtrijk;Amsterdam;BU0363SB04;605;225;25;275;70;15;3,3;818.0;5.0;97.0;3.0;;75,1;48,9;;6;70,4;0,5;0,7;4.0
Leeuwenveld;Amsterdam;BU0363SB05;1555;420;160;405;440;125;2,9;712.0;2.0;92.0;8.0;760.0;75,1;48,9;;7,5;64,6;0,8;0,8;2.0
Bedrijventerrein Nijverheidslaan;Amsterdam;BU0363SB06;30;5;0;5;10;5;2,1;;;;;;75,1;48,9;;6;70,4;0,5;0,7;3.0
Weesp-Noordwest;Amsterdam;WK0363SC;8000;1285;765;2330;2015;1605;2;374.0;4.0;42.0;58.0;2000.0;39,1;31,8;35,7;45;14,8;6,9;14,8;2.0
Bedrijventerrein-Noord Weesp;Amsterdam;BU0363SC01;130;10;0;65;30;15;1,7;369.0;11.0;37.0;63.0;;39,1;31,8;35,7;45;14,8;6,9;14,8;3.0
Hogewey-Noord;Amsterdam;BU0363SC02;1155;255;85;370;205;240;2,4;432.0;5.0;70.0;30.0;370.0;39,1;31,8;35,7;28,1;26,2;3,6;5,4;2.0
Hogewey-Midden;Amsterdam;BU0363SC03;1875;340;175;480;480;400;2,1;364.0;5.0;43.0;57.0;420.0;39,1;31,8;35,7;44,8;12,8;5,1;12,6;2.0
Hogewey-Zuid;Amsterdam;BU0363SC04;1905;265;225;310;525;585;2,1;439.0;3.0;35.0;65.0;360.0;39,1;31,8;35,7;48,3;17,4;7,7;19;2.0
Weesp Dichtersbuurt;Amsterdam;BU0363SC05;1885;230;160;810;485;200;1,7;319.0;3.0;48.0;51.0;650.0;39,1;31,8;35,7;44,1;10,7;6,7;13;2.0
Weesp Schildersbuurt;Amsterdam;BU0363SC06;1050;185;115;290;280;170;2,1;348.0;3.0;17.0;83.0;180.0;39,1;31,8;35,7;57;12,1;12;23,7;1.0
Weesp Binnenstad/Zuid;Amsterdam;WK0363SD;5770;855;570;1375;1580;1390;1,9;489.0;4.0;54.0;46.0;2050.0;46,8;39;42,3;42,2;24;6,7;13,1;2.0
Herensingelkwartier;Amsterdam;BU0363SD01;1045;150;110;315;290;185;1,8;485.0;3.0;63.0;37.0;380.0;46,8;39;42,3;39,7;24,8;6,2;10,2;1.0
Bedrijventerrein Van Houten;Amsterdam;BU0363SD02;680;150;95;170;180;80;2;703.0;1.0;92.0;8.0;320.0;46,8;39;42,3;51,1;27,7;24,7;21,6;2.0
Weesp Centrum;Amsterdam;BU0363SD03;2185;285;195;550;655;500;1,8;506.0;5.0;56.0;44.0;880.0;46,8;39;42,3;39,7;23,4;4,7;11,4;2.0
Weesp-Zuid I;Amsterdam;BU0363SD04;570;45;45;80;110;290;1,6;319.0;6.0;20.0;80.0;120.0;46,8;39;42,3;67,9;10,4;4,9;24,5;2.0
Weesp-Zuid II;Amsterdam;BU0363SD05;645;100;65;130;185;170;2,1;472.0;2.0;33.0;67.0;130.0;46,8;39;42,3;47,3;20,4;7,9;15,6;3.0
De Klomp;Amsterdam;BU0363SD06;640;120;65;135;165;165;2,5;578.0;2.0;86.0;14.0;250.0;46,8;39;42,3;12,2;42,9;1,2;2;4.0
Aetsveld/Oostelijke Vechtoever;Amsterdam;WK0363SE;4355;640;460;870;1300;1090;2,3;477.0;2.0;71.0;29.0;1190.0;44,2;37,2;;27;30,4;2,9;7,1;3.0
Aetsveldsepolder;Amsterdam;BU0363SE01;445;45;55;30;210;105;2,4;775.0;8.0;92.0;8.0;140.0;44,2;37,2;;18,6;51,5;4,2;4,7;5.0
Aetsveld-Zuid;Amsterdam;BU0363SE02;1750;260;180;425;460;430;2,2;416.0;1.0;68.0;32.0;440.0;44,2;37,2;;28,3;25,4;1,9;6,7;3.0
Aetsveld-Noord;Amsterdam;BU0363SE03;1625;260;160;340;460;410;2,3;435.0;1.0;68.0;32.0;430.0;44,2;37,2;;28,2;26,2;3,6;8,8;3.0
Oostelijke Vechtoever;Amsterdam;BU0363SE04;540;75;70;75;175;150;2,3;797.0;5.0;84.0;16.0;200.0;44,2;37,2;;26;42,3;3,2;5,5;4.0
Amstel III/Bullewijk;Amsterdam;WK0363TA;3870;155;1175;2330;190;20;1,2;202.0;8.0;0.0;100.0;;37,3;35,1;;71,2;2,9;5,2;7,5;2.0
Hoofdcentrum-Zuidoost;Amsterdam;BU0363TA01;30;0;5;20;5;0;1,1;;;;;;37,3;35,1;;71,2;2,9;5,2;7,5;2.0
Amstel III deel C/D-Noord;Amsterdam;BU0363TA02;50;0;15;30;10;0;1,1;;;;;;37,3;35,1;;71,2;2,9;5,2;7,5;4.0
Amstel III deel A/B-Noord;Amsterdam;BU0363TA03;980;95;155;635;85;10;1,5;351.0;3.0;0.0;100.0;;37,3;35,1;;51,6;3,5;2,1;2,1;2.0
Amstel III deel C/D-Zuid;Amsterdam;BU0363TA04;5;0;5;0;0;5;1,5;;;;;;37,3;35,1;;71,2;2,9;5,2;7,5;4.0
Amstel III deel A/B-Zuid;Amsterdam;BU0363TA05;2680;55;975;1590;60;0;1,2;181.0;8.0;0.0;100.0;;37,3;35,1;;74,4;2,6;4,3;6,6;1.0
AMC;Amsterdam;BU0363TA06;35;0;0;15;15;0;1;;;;;;37,3;35,1;;71,2;2,9;5,2;7,5;2.0
Hoge Dijk;Amsterdam;BU0363TA07;90;0;25;40;15;10;1,2;;;;;;37,3;35,1;;71,2;2,9;5,2;7,5;5.0
Venserpolder;Amsterdam;WK0363TB;8490;1035;1140;2955;2190;1170;1,7;287.0;3.0;27.0;73.0;2310.0;31,9;26,7;28,6;63,3;5,5;14,2;26,2;1.0
Venserpolder-West;Amsterdam;BU0363TB01;5050;615;665;1675;1320;785;1,6;280.0;4.0;22.0;78.0;1380.0;31,6;26,3;28,3;64,6;4,8;14,4;27,6;1.0
Venserpolder-Oost;Amsterdam;BU0363TB02;3440;420;480;1280;875;390;1,7;299.0;2.0;35.0;65.0;880.0;32,5;27,2;28,6;61,5;6,6;13,9;24,1;1.0
Amsterdamse Poort e.o.;Amsterdam;WK0363TC;9655;1030;2485;3695;1785;660;1,6;224.0;6.0;12.0;87.0;2490.0;31,2;26,3;27,2;68,6;8,6;10,8;20,2;1.0
D-buurt;Amsterdam;BU0363TC01;2350;130;1200;840;135;45;1,2;56.0;6.0;1.0;99.0;;31,2;26,3;27,2;93;0,8;12;25,7;1.0
F-buurt;Amsterdam;BU0363TC02;4350;645;775;1645;1015;270;1,9;323.0;3.0;27.0;73.0;1020.0;36,6;30;27,2;53,3;13,2;8,1;12,7;1.0
Amsterdamse Poort;Amsterdam;BU0363TC03;2315;170;435;1050;445;205;1,4;250.0;10.0;0.0;100.0;;31,2;26,3;27,2;78,2;2,2;20,4;41,8;1.0
Vogeltjeswei;Amsterdam;BU0363TC04;640;75;75;160;190;135;2,2;442.0;1.0;56.0;44.0;150.0;31,2;26,3;27,2;40,3;27;8;17,1;1.0
Nelson Mandelapark;Amsterdam;BU0363TC05;0;0;0;0;0;0;;;;;;;31,2;26,3;27,2;68,6;8,6;10,8;20,2;1.0
H-buurt;Amsterdam;WK0363TD;7610;1225;1505;2295;1890;705;1,8;263.0;5.0;10.0;90.0;1640.0;26,5;21,5;25,7;68,6;5,3;16,7;30,6;1.0
Hoptille;Amsterdam;BU0363TD01;1980;255;540;745;340;105;1,6;222.0;4.0;7.0;93.0;530.0;26,5;21,5;25,7;78;2,4;16,9;28,7;1.0
Rechte H-buurt;Amsterdam;BU0363TD02;3095;520;535;835;865;345;1,9;275.0;4.0;17.0;82.0;630.0;26,5;21,6;25,7;66,1;5,9;16,6;31,1;1.0
Hakfort/Huigenbos;Amsterdam;BU0363TD03;2345;425;400;680;635;200;1,9;270.0;6.0;0.0;100.0;;26,5;21,5;25,7;66,7;5;17,4;33,3;1.0
Huntum;Amsterdam;BU0363TD04;190;20;30;30;50;55;2,1;585.0;6.0;82.0;18.0;;26,5;21,5;25,7;68,6;5,3;16,7;30,6;1.0
Ganzenhoef e.o.;Amsterdam;WK0363TE;7725;1260;1265;2375;2090;745;2;362.0;4.0;28.0;72.0;1590.0;34;27,4;30,5;55;13,8;11,9;20,8;1.0
E-buurt;Amsterdam;BU0363TE01;2350;495;555;680;550;75;2,3;508.0;4.0;50.0;50.0;540.0;34;27,4;30,5;42,1;30;6,3;9,1;1.0
G-buurt-West;Amsterdam;BU0363TE02;3740;500;505;1230;1000;510;1,9;388.0;3.0;36.0;64.0;860.0;35,3;29,4;30,5;51,4;12,5;8,5;16,1;1.0
G-buurt-Noord;Amsterdam;BU0363TE03;1640;265;205;465;540;165;1,7;221.0;7.0;0.0;100.0;;34;27,4;30,5;72,5;3;21,9;37,9;1.0
Geerdinkhof/Kantershof;Amsterdam;WK0363TF;7180;855;985;1870;1760;1715;1,8;363.0;4.0;58.0;42.0;2020.0;36,9;31,4;33,3;51;13,9;8,1;18,7;1.0
G-buurt-Oost;Amsterdam;BU0363TF01;3200;245;440;820;670;1025;1,6;363.0;5.0;64.0;36.0;1070.0;39,7;35,6;33,3;51,3;12,9;6,3;15,8;1.0
Grunder/Koningshoef;Amsterdam;BU0363TF02;1750;300;285;515;480;170;2,2;422.0;2.0;50.0;49.0;430.0;36,9;31,4;33,3;40,4;19,5;6,3;12,8;1.0
Kantershof;Amsterdam;BU0363TF03;2235;305;260;540;610;520;1,8;329.0;3.0;52.0;48.0;510.0;36,9;31,4;33,3;57,1;11,9;11,8;27;2.0
