"District_Type";"Municipality_Name";"Area_Code";"Population_Total";"Pop_Age_0_15";"Pop_Age_15_25";"Pop_Age_25_45";"Pop_Age_45_65";"Pop_Age_65_Plus";"Avg_Household_Size";"Avg_Property_Value_1000EUR";"Pct_Unoccupied_Homes";"Pct_Owner_Occupied";"Pct_Rental";"Higher_Education_Count";"Avg_Income_Per_Income_Recipient_1000EUR";"Avg_Income_Per_Inhabitant_1000EUR";"Avg_Std_Household_Income_1000EUR";"Pct_Lowest_40Pct_Income";"Pct_Highest_20Pct_Income";"Pct_Low_Income_Households";"Pct_Below_120Pct_Social_Min";"Urbanization_Level"
"Amsterdam";"Amsterdam                               ";"GM0363    ";931298;122836;124148;343274;214560;126480;1,8;498;6;30;70;;;;;;;;;1
"Haarlemmerbuurt";"Amsterdam                               ";"WK0363AA  ";9180;785;915;3090;2530;1865;1,6;610;9;29;70;;;;;;;;;1
"Planciusbuurt-Noord";"Amsterdam                               ";"BU0363AA01";345;20;25;165;100;35;1,3;392;5;10;90;;;;;;;;;1
"Westelijke eilanden";"Amsterdam                               ";"BU0363AA02";2895;275;270;920;815;610;1,6;598;8;34;66;;;;;;;;;1
"Westerdokseiland";"Amsterdam                               ";"BU0363AA03";1850;205;150;540;530;420;1,8;811;6;42;58;;;;;;;;;1
"Planciusbuurt-Zuid";"Amsterdam                               ";"BU0363AA04";160;10;10;60;50;30;1,4;401;4;1;99;;;;;;;;;1
"Haarlemmerbuurt-West";"Amsterdam                               ";"BU0363AA05";2410;175;265;835;660;475;1,5;553;10;25;74;;;;;;;;;1
"Haarlemmerbuurt-Oost";"Amsterdam                               ";"BU0363AA06";1520;95;200;575;375;285;1,5;602;14;25;75;;;;;;;;;1
"Jordaan";"Amsterdam                               ";"WK0363AB  ";19685;1375;2295;7420;5110;3480;1,5;551;9;26;73;;;;;;;;;1
"Marnixbuurt-Noord";"Amsterdam                               ";"BU0363AB01";1480;125;135;550;410;260;1,5;456;5;16;83;;;;;;;;;1
"Driehoekbuurt";"Amsterdam                               ";"BU0363AB02";2730;185;305;1080;705;455;1,4;507;9;27;73;;;;;;;;;1
"Anjeliersbuurt-Noord";"Amsterdam                               ";"BU0363AB03";2110;150;245;700;625;390;1,5;610;9;30;70;;;;;;;;;1
"Zaagpoortbuurt";"Amsterdam                               ";"BU0363AB04";945;45;135;455;220;85;1,3;364;7;16;84;;;;;;;;;1
"Anjeliersbuurt-Zuid";"Amsterdam                               ";"BU0363AB05";2950;215;325;965;875;575;1,5;549;8;26;73;;;;;;;;;1
"Marnixbuurt-Midden";"Amsterdam                               ";"BU0363AB06";200;15;25;110;35;20;1,8;590;12;46;54;;;;;;;;;1
"Bloemgrachtbuurt";"Amsterdam                               ";"BU0363AB07";3020;230;405;1155;755;480;1,5;630;12;33;66;;;;;;;;;1
"Groenmarktkadebuurt";"Amsterdam                               ";"BU0363AB08";320;20;70;175;40;25;1,5;569;12;36;64;;;;;;;;;1
"Marnixbuurt-Zuid";"Amsterdam                               ";"BU0363AB09";685;25;55;275;135;190;1,3;505;10;14;86;;;;;;;;;1
"Elandsgrachtbuurt";"Amsterdam                               ";"BU0363AB10";4310;315;500;1590;1085;820;1,5;558;11;25;75;;;;;;;;;1
"Passeerdersgrachtbuurt";"Amsterdam                               ";"BU0363AB11";935;60;90;365;225;185;1,5;674;10;37;61;;;;;;;;;1
"Grachtengordel-West";"Amsterdam                               ";"WK0363AC  ";6630;425;1000;2435;1640;1135;1,5;911;20;42;57;;;;;;;;;1
"Langestraat e.o.";"Amsterdam                               ";"BU0363AC01";1920;150;250;625;505;390;1,6;907;19;49;50;;;;;;;;;1
"Leliegracht e.o.";"Amsterdam                               ";"BU0363AC02";1875;120;330;715;425;275;1,5;901;20;40;59;;;;;;;;;1
"Felix Meritisbuurt";"Amsterdam                               ";"BU0363AC03";2120;110;305;825;535;345;1,5;878;21;39;60;;;;;;;;;1
"Leidsegracht-Noord";"Amsterdam                               ";"BU0363AC04";715;45;110;265;170;125;1,5;1051;21;42;57;;;;;;;;;1
"Burgwallen-Nieuwe Zijde";"Amsterdam                               ";"WK0363AD  ";4380;150;850;2240;775;355;1,4;520;17;20;79;;;;;;;;;1
"Stationsplein e.o.";"Amsterdam                               ";"BU0363AD01";5;0;0;0;0;0;1;;;;;;;;;;;;;1
"Hemelrijk";"Amsterdam                               ";"BU0363AD02";555;20;90;275;135;40;1,4;480;19;28;71;;;;;;;;;1
"Nieuwendijk-Noord";"Amsterdam                               ";"BU0363AD03";500;15;90;270;90;30;1,4;505;19;15;84;;;;;;;;;1
"Spuistraat-Noord";"Amsterdam                               ";"BU0363AD04";870;30;170;450;150;70;1,4;547;13;27;72;;;;;;;;;1
"Nieuwe Kerk e.o.";"Amsterdam                               ";"BU0363AD05";825;40;190;400;155;45;1,5;498;14;21;79;;;;;;;;;1
"Spuistraat-Zuid";"Amsterdam                               ";"BU0363AD06";810;30;145;410;140;80;1,4;527;16;16;83;;;;;;;;;1
"Begijnhofbuurt";"Amsterdam                               ";"BU0363AD07";475;0;80;250;65;80;1,3;498;18;8;91;;;;;;;;;1
"Kalverdriehoek";"Amsterdam                               ";"BU0363AD08";345;10;90;180;45;15;1,4;619;22;20;79;;;;;;;;;1
"Burgwallen-Oude Zijde";"Amsterdam                               ";"WK0363AE  ";4740;185;915;2250;920;470;1,4;540;16;19;81;;;;;;;;;1
"Kop Zeedijk";"Amsterdam                               ";"BU0363AE01";1185;50;185;580;265;105;1,4;476;15;21;79;;;;;;;;;1
"Oude Kerk e.o.";"Amsterdam                               ";"BU0363AE02";755;20;195;350;120;70;1,4;556;20;13;86;;;;;;;;;1
"Burgwallen-Oost";"Amsterdam                               ";"BU0363AE03";1675;75;300;805;320;175;1,4;527;15;18;82;;;;;;;;;1
"Nes e.o.";"Amsterdam                               ";"BU0363AE04";395;15;85;195;75;30;1,5;668;21;29;71;;;;;;;;;1
"BG-terrein e.o.";"Amsterdam                               ";"BU0363AE05";730;35;155;315;140;95;1,4;590;11;20;80;;;;;;;;;1
"Nieuwmarkt/Lastage";"Amsterdam                               ";"WK0363AF  ";10010;680;1335;3475;2500;2030;1,5;582;10;29;70;;;;;;;;;1
"Oosterdokseiland";"Amsterdam                               ";"BU0363AF01";555;60;35;240;155;65;1,6;832;20;46;53;;;;;;;;;1
"Lastage";"Amsterdam                               ";"BU0363AF02";1120;70;115;440;310;180;1,6;588;11;34;66;;;;;;;;;1
"Scheepvaarthuisbuurt";"Amsterdam                               ";"BU0363AF03";780;45;175;280;170;105;1,6;755;12;39;60;;;;;;;;;1
"Rapenburg";"Amsterdam                               ";"BU0363AF04";1015;80;225;390;205;115;1,5;493;10;24;76;;;;;;;;;1
"Nieuwmarkt";"Amsterdam                               ";"BU0363AF05";1580;110;170;400;420;485;1,4;506;7;16;84;;;;;;;;;1
"Uilenburg";"Amsterdam                               ";"BU0363AF06";1255;70;140;470;335;240;1,5;577;8;36;64;;;;;;;;;1
"Valkenburg";"Amsterdam                               ";"BU0363AF07";1210;85;155;405;275;295;1,5;555;10;41;59;;;;;;;;;1
"Zuiderkerkbuurt";"Amsterdam                               ";"BU0363AF08";1600;95;190;550;410;360;1,4;626;11;21;78;;;;;;;;;1
"Waterloopleinbuurt";"Amsterdam                               ";"BU0363AF09";900;60;125;310;215;185;1,5;546;9;29;71;;;;;;;;;1
"Grachtengordel-Zuid";"Amsterdam                               ";"WK0363AG  ";5875;400;935;2350;1380;815;1,5;933;19;37;63;;;;;;;;;1
"Leidsegracht-Zuid";"Amsterdam                               ";"BU0363AG01";710;55;85;305;155;115;1,6;914;22;32;66;;;;;;;;;1
"Geelvinckbuurt";"Amsterdam                               ";"BU0363AG02";350;15;85;190;40;25;1,4;743;19;16;83;;;;;;;;;1
"Rembrandtplein e.o.";"Amsterdam                               ";"BU0363AG03";900;45;165;495;145;50;1,4;633;20;17;82;;;;;;;;;1
"Spiegelbuurt";"Amsterdam                               ";"BU0363AG04";890;65;145;310;250;115;1,6;976;25;42;57;;;;;;;;;1
"Vijzelstraatbuurt";"Amsterdam                               ";"BU0363AG05";1450;100;220;520;350;260;1,6;1104;17;46;53;;;;;;;;;1
"Amstelveldbuurt";"Amsterdam                               ";"BU0363AG06";1580;125;235;530;440;245;1,6;973;15;42;57;;;;;;;;;1
"De Weteringschans";"Amsterdam                               ";"WK0363AH  ";7670;560;1140;3240;1700;1035;1,6;717;12;37;62;;;;;;;;;1
"Leidsebuurt-Noordwest";"Amsterdam                               ";"BU0363AH01";290;10;50;160;45;15;1,4;537;13;37;62;;;;;;;;;1
"Leidsebuurt-Noordoost";"Amsterdam                               ";"BU0363AH02";1115;45;260;565;165;65;1,4;603;16;27;72;;;;;;;;;1
"Weteringbuurt";"Amsterdam                               ";"BU0363AH03";2455;200;340;1065;550;305;1,6;679;11;39;61;;;;;;;;;1
"Utrechtsebuurt-Zuid";"Amsterdam                               ";"BU0363AH04";1220;90;135;455;315;215;1,5;750;13;39;60;;;;;;;;;1
"Leidsebuurt-Zuidwest";"Amsterdam                               ";"BU0363AH05";165;5;35;75;35;15;1,5;563;15;15;85;;;;;;;;;1
"Leidsebuurt-Zuidoost";"Amsterdam                               ";"BU0363AH06";305;25;45;120;70;45;1,5;650;14;26;73;;;;;;;;;1
"Den Texbuurt";"Amsterdam                               ";"BU0363AH07";1170;105;165;440;255;195;1,7;898;10;46;54;;;;;;;;;1
"Frederikspleinbuurt";"Amsterdam                               ";"BU0363AH08";960;70;105;355;255;170;1,6;857;10;46;54;;;;;;;;;1
"Weesperbuurt/Plantage";"Amsterdam                               ";"WK0363AJ  ";8020;620;1220;3000;1720;1460;1,5;649;12;33;67;;;;;;;;;1
"Weesperbuurt";"Amsterdam                               ";"BU0363AJ01";3160;205;505;1160;655;640;1,5;619;15;30;69;;;;;;;;;1
"Plantage";"Amsterdam                               ";"BU0363AJ02";2520;210;330;880;545;550;1,6;708;10;37;63;;;;;;;;;1
"Sarphatistrook";"Amsterdam                               ";"BU0363AJ03";1955;165;340;790;435;230;1,5;625;9;29;71;;;;;;;;;1
"Alexanderplein e.o.";"Amsterdam                               ";"BU0363AJ04";390;40;45;175;90;35;1,7;646;10;49;51;;;;;;;;;1
"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"WK0363AK  ";15480;1300;1730;6145;3785;2535;1,6;511;5;29;71;;;;;;;;;1
"Marine-Etablissement";"Amsterdam                               ";"BU0363AK01";100;10;10;35;35;20;2;;;;;;;;;;;;;1
"Kattenburg";"Amsterdam                               ";"BU0363AK02";1695;175;365;425;350;380;1,6;475;4;25;75;;;;;;;;;1
"Wittenburg";"Amsterdam                               ";"BU0363AK03";2570;210;190;915;820;440;1,6;470;5;31;69;;;;;;;;;1
"Oostenburg";"Amsterdam                               ";"BU0363AK04";3675;220;370;2205;560;320;1,5;452;6;20;80;;;;;;;;;1
"Czaar Peterbuurt";"Amsterdam                               ";"BU0363AK05";2355;220;275;1040;555;265;1,6;428;5;24;76;;;;;;;;;1
"Het Funen";"Amsterdam                               ";"BU0363AK06";1275;215;155;335;420;155;2,1;709;3;61;39;;;;;;;;;1
"Kadijken";"Amsterdam                               ";"BU0363AK07";2885;205;285;855;835;700;1,5;608;4;34;66;;;;;;;;;1
"Kazernebuurt";"Amsterdam                               ";"BU0363AK08";925;45;80;335;215;255;1,5;540;5;23;77;;;;;;;;;1
"Havens-West";"Amsterdam                               ";"WK0363BA  ";25;0;0;10;5;5;1,8;;;;;;;;;;;;;5
"Afrikahaven";"Amsterdam                               ";"BU0363BA01";5;0;0;0;0;0;2,5;;;;;;;;;;;;;5
"Amerikahaven";"Amsterdam                               ";"BU0363BA02";5;0;0;5;0;0;1;;;;;;;;;;;;;5
"Westhaven-Noord";"Amsterdam                               ";"BU0363BA03";5;0;0;5;0;0;3;;;;;;;;;;;;;5
"Petroleumhaven";"Amsterdam                               ";"BU0363BA04";0;0;0;0;0;0;1;;;;;;;;;;;;;5
"Vervoerscentrum";"Amsterdam                               ";"BU0363BA05";0;0;0;0;0;0;;;;;;;;;;;;;;5
"Westhaven-Zuid";"Amsterdam                               ";"BU0363BA06";10;0;0;5;0;0;1,8;;;;;;;;;;;;;5
"Coenhaven/Minervahaven";"Amsterdam                               ";"WK0363BB  ";1535;20;830;590;90;0;1;;;;;;;;;;;;;2
"Coenhaven";"Amsterdam                               ";"BU0363BB01";690;25;145;445;80;0;1;;;;;;;;;;;;;5
"Vlothaven";"Amsterdam                               ";"BU0363BB02";0;0;0;0;0;0;;;;;;;;;;;;;;5
"Minervahaven-Noordoost";"Amsterdam                               ";"BU0363BB03";825;0;685;130;10;0;1;;;;;;;;;;;;;2
"Minervahaven-Noordwest";"Amsterdam                               ";"BU0363BB04";5;0;0;0;0;0;1;;;;;;;;;;;;;2
"Minervahaven-Zuidwest";"Amsterdam                               ";"BU0363BB05";0;0;0;0;0;0;;;;;;;;;;;;;;1
"Minervahaven-Zuidoost";"Amsterdam                               ";"BU0363BB06";10;0;0;10;0;0;1,4;;;;;;;;;;;;;1
"Alfa-driehoek";"Amsterdam                               ";"BU0363BB07";5;5;0;5;0;0;2,5;;;;;;;;;;;;;5
"Hemknoop-Noord";"Amsterdam                               ";"BU0363BB08";0;0;0;0;0;0;;;;;;;;;;;;;;4
"Sloterdijk-West";"Amsterdam                               ";"WK0363EA  ";1145;80;65;850;125;35;1,7;564;7;15;85;;;;;;;;;1
"Isolatorbuurt";"Amsterdam                               ";"BU0363EA01";55;0;5;15;30;0;1,5;;;;;;;;;;;;;4
"Contactbuurt";"Amsterdam                               ";"BU0363EA02";15;0;5;10;0;5;2,3;;;;;;;;;;;;;2
"Woon- en Groengebied Sloterdijk";"Amsterdam                               ";"BU0363EA03";1075;75;55;825;95;35;1,7;567;6;15;85;;;;;;;;;1
"Spaarndammerbuurt/Zeeheldenbuurt";"Amsterdam                               ";"WK0363EB  ";10845;1270;955;4240;2830;1540;1,6;450;3;23;77;;;;;;;;;1
"Hemknoop-Zuid";"Amsterdam                               ";"BU0363EB01";0;0;0;0;0;0;1;;;;;;;;;;;;;4
"Overbraker Binnenpolder";"Amsterdam                               ";"BU0363EB02";5;0;0;0;5;5;1,3;;;;;;;;;;;;;1
"Zaanstraat emplacement";"Amsterdam                               ";"BU0363EB03";0;0;0;0;0;0;;;;;;;;;;;;;;1
"Spaarndammerbuurt-Noordwest";"Amsterdam                               ";"BU0363EB04";1920;240;135;825;515;200;1,7;460;3;10;90;;;;;;;;;1
"Spaarndammerbuurt-Midden";"Amsterdam                               ";"BU0363EB05";1460;205;125;615;395;115;1,7;477;3;26;74;;;;;;;;;1
"Spaarndammerbuurt-Zuidwest";"Amsterdam                               ";"BU0363EB06";1840;185;170;730;370;385;1,5;414;4;27;73;;;;;;;;;1
"Spaarndammerbuurt-Noordoost";"Amsterdam                               ";"BU0363EB07";2615;270;215;960;770;405;1,6;442;4;22;78;;;;;;;;;1
"Zeeheldenbuurt";"Amsterdam                               ";"BU0363EB08";1965;265;220;700;515;260;1,7;475;2;27;72;;;;;;;;;1
"Westergasfabriek";"Amsterdam                               ";"BU0363EB09";5;0;0;0;0;0;3;;;;;;;;;;;;;1
"Spaarndammerbuurt-Zuidoost";"Amsterdam                               ";"BU0363EB10";1030;110;85;405;260;170;1,6;436;4;32;68;;;;;;;;;1
"Houthavens";"Amsterdam                               ";"WK0363EC  ";5270;885;630;2035;1210;510;1,9;821;8;50;50;;;;;;;;;1
"Houthavens-West";"Amsterdam                               ";"BU0363EC01";4625;850;575;1880;965;360;1,9;837;8;49;51;;;;;;;;;1
"Houthavens-Oost";"Amsterdam                               ";"BU0363EC02";640;30;55;160;245;150;1,6;722;6;56;44;;;;;;;;;1
"De Kolenkit";"Amsterdam                               ";"WK0363ED  ";12140;1965;1890;5110;2140;1025;1,9;406;6;19;81;;;;;;;;;1
"Kolenkitbuurt-Noord";"Amsterdam                               ";"BU0363ED01";5055;980;740;1980;1010;340;2,2;433;2;14;86;;;;;;;;;1
"Kolenkitbuurt-Zuid";"Amsterdam                               ";"BU0363ED02";2125;335;235;905;425;230;2,1;440;11;25;75;;;;;;;;;1
"Laan van Spartaan";"Amsterdam                               ";"BU0363ED03";2790;445;570;1225;375;175;1,7;425;3;19;81;;;;;;;;;1
"Robert Scottbuurt-West";"Amsterdam                               ";"BU0363ED04";2165;210;345;1000;335;275;1,5;331;12;22;78;;;;;;;;;1
"Landlust";"Amsterdam                               ";"WK0363EE  ";18790;2420;2310;8340;4090;1630;1,8;415;3;29;70;;;;;;;;;1
"Bosleeuw";"Amsterdam                               ";"BU0363EE01";5635;740;905;2220;1245;520;1,9;389;3;29;71;;;;;;;;;1
"Gibraltarbuurt";"Amsterdam                               ";"BU0363EE02";4200;490;470;1940;945;360;1,7;376;3;22;77;;;;;;;;;1
"Bedrijventerrein Landlust";"Amsterdam                               ";"BU0363EE03";565;40;50;395;60;25;1,5;383;6;44;56;;;;;;;;;1
"Landlust-Noord";"Amsterdam                               ";"BU0363EE04";2385;345;280;1070;485;205;1,8;404;3;26;74;;;;;;;;;1
"Erasmusparkbuurt-Oost";"Amsterdam                               ";"BU0363EE05";1870;275;230;740;455;165;1,9;531;3;39;61;;;;;;;;;1
"Landlust-Zuid";"Amsterdam                               ";"BU0363EE06";4135;530;385;1970;905;350;1,7;453;4;33;67;;;;;;;;;1
"Erasmuspark";"Amsterdam                               ";"WK0363EF  ";5740;555;660;2890;1150;480;1,7;426;4;44;56;;;;;;;;;1
"Robert Scottbuurt-Oost";"Amsterdam                               ";"BU0363EF01";1740;160;230;825;355;170;1,8;442;4;31;68;;;;;;;;;1
"Erasmusparkbuurt-West";"Amsterdam                               ";"BU0363EF02";3995;390;430;2075;795;310;1,7;419;4;49;50;;;;;;;;;1
"Centrale Markt";"Amsterdam                               ";"WK0363EG  ";2330;250;230;765;715;375;1,8;525;3;38;62;;;;;;;;;1
"Bedrijvencentrum Westerkwartier";"Amsterdam                               ";"BU0363EG01";60;5;10;10;25;10;1,9;;;;;;;;;;;;;1
"GWL-terrein";"Amsterdam                               ";"BU0363EG02";1220;155;145;285;445;185;2;592;2;48;52;;;;;;;;;1
"Markthallen";"Amsterdam                               ";"BU0363EG03";15;5;0;5;0;5;2,2;;;;;;;;;;;;;1
"Marcanti";"Amsterdam                               ";"BU0363EG04";1040;85;70;465;235;175;1,6;459;3;28;71;;;;;;;;;1
"Staatsliedenbuurt";"Amsterdam                               ";"WK0363EH  ";13005;1175;1225;5510;3495;1600;1,6;448;5;30;70;;;;;;;;;1
"Westerstaatsman";"Amsterdam                               ";"BU0363EH01";2845;245;280;1445;700;175;1,5;420;4;38;62;;;;;;;;;1
"Fannius Scholtenbuurt";"Amsterdam                               ";"BU0363EH02";3635;340;300;1645;1010;340;1,6;411;5;31;69;;;;;;;;;1
"Staatsliedenbuurt-Noordoost";"Amsterdam                               ";"BU0363EH03";1215;105;100;350;325;335;1,6;414;3;20;80;;;;;;;;;1
"De Wittenbuurt-Noord";"Amsterdam                               ";"BU0363EH04";1355;130;135;550;360;180;1,6;486;8;23;76;;;;;;;;;1
"De Wittenbuurt-Zuid";"Amsterdam                               ";"BU0363EH05";810;50;85;215;250;210;1,5;447;6;21;79;;;;;;;;;1
"Buyskade e.o.";"Amsterdam                               ";"BU0363EH06";3145;305;330;1310;840;355;1,7;521;3;30;70;;;;;;;;;1
"Frederik Hendrikbuurt";"Amsterdam                               ";"WK0363EJ  ";8270;645;770;3765;1930;1160;1,5;465;6;30;70;;;;;;;;;1
"Frederik Hendrikbuurt-Noord";"Amsterdam                               ";"BU0363EJ01";3855;350;390;1795;840;480;1,6;472;5;29;70;;;;;;;;;1
"Frederik Hendrikbuurt-Zuidwest";"Amsterdam                               ";"BU0363EJ02";1215;70;105;360;340;335;1,6;495;7;34;66;;;;;;;;;1
"Frederik Hendrikbuurt-Zuidoost";"Amsterdam                               ";"BU0363EJ03";3200;225;280;1610;750;335;1,5;445;5;29;71;;;;;;;;;1
"Van Galenbuurt";"Amsterdam                               ";"WK0363EK  ";7740;780;885;3455;2005;605;1,6;413;4;23;77;;;;;;;;;1
"Mercatorpark";"Amsterdam                               ";"BU0363EK01";2305;235;250;985;800;30;1;;;;;;;;;;;;;1
"Orteliusbuurt-Noord";"Amsterdam                               ";"BU0363EK02";1310;130;130;625;260;165;1,6;414;3;30;70;;;;;;;;;1
"Jan Maijenbuurt";"Amsterdam                               ";"BU0363EK03";2250;230;270;980;550;225;1,6;403;3;22;78;;;;;;;;;1
"John Franklinbuurt";"Amsterdam                               ";"BU0363EK04";1870;180;235;860;400;190;1,6;424;5;18;82;;;;;;;;;1
"Geuzenbuurt";"Amsterdam                               ";"WK0363EL  ";6715;690;830;3295;1295;600;1,6;484;6;32;68;;;;;;;;;1
"Pieter van der Doesbuurt";"Amsterdam                               ";"BU0363EL01";1895;195;245;840;430;185;1,7;462;6;17;82;;;;;;;;;1
"Trompbuurt";"Amsterdam                               ";"BU0363EL02";3155;380;380;1515;590;285;1,7;531;5;32;68;;;;;;;;;1
"Geuzenhofbuurt";"Amsterdam                               ";"BU0363EL03";1665;115;205;940;280;130;1,4;433;6;46;53;;;;;;;;;1
"Hoofdweg e.o.";"Amsterdam                               ";"WK0363EM  ";10280;1055;1235;4690;2245;1060;1,7;431;4;23;77;;;;;;;;;1
"Orteliusbuurt-Midden";"Amsterdam                               ";"BU0363EM01";1890;195;195;885;430;180;1,6;436;3;30;70;;;;;;;;;1
"Balboaplein e.o.";"Amsterdam                               ";"BU0363EM02";3005;290;430;1380;660;245;1,7;428;4;22;78;;;;;;;;;1
"Orteliusbuurt-Zuid";"Amsterdam                               ";"BU0363EM03";1890;140;210;915;350;270;1,6;430;5;27;73;;;;;;;;;1
"Columbusplein e.o.";"Amsterdam                               ";"BU0363EM04";3495;415;400;1510;805;360;1,7;431;4;16;84;;;;;;;;;1
"Chassébuurt";"Amsterdam                               ";"WK0363EN  ";6000;765;795;2400;1420;620;1,8;514;5;28;72;;;;;;;;;1
"Filips van Almondekwartier";"Amsterdam                               ";"BU0363EN01";1095;115;120;540;230;90;1,7;517;5;36;64;;;;;;;;;1
"Kortenaerkwartier";"Amsterdam                               ";"BU0363EN02";2210;260;350;850;520;230;1,8;543;5;31;69;;;;;;;;;1
"Van Brakelkwartier";"Amsterdam                               ";"BU0363EN03";965;145;125;330;250;110;1,9;472;3;16;84;;;;;;;;;1
"De Wester Quartier";"Amsterdam                               ";"BU0363EN04";1735;250;200;680;425;185;1,9;497;5;25;75;;;;;;;;;1
"Bellamybuurt";"Amsterdam                               ";"WK0363EP  ";6300;640;665;3030;1350;625;1,6;491;9;24;76;;;;;;;;;1
"Bellamybuurt-Noord";"Amsterdam                               ";"BU0363EP01";2390;255;255;1085;525;270;1,6;530;7;24;76;;;;;;;;;1
"Bellamybuurt-Zuid";"Amsterdam                               ";"BU0363EP02";3915;385;410;1940;825;355;1,5;469;11;24;75;;;;;;;;;1
"Da Costabuurt";"Amsterdam                               ";"WK0363EQ  ";4805;390;505;2230;1035;645;1,6;559;6;32;68;;;;;;;;;1
"Da Costabuurt-Noord";"Amsterdam                               ";"BU0363EQ01";4805;390;500;2230;1040;650;1,6;559;6;32;68;;;;;;;;;1
"Westindische Buurt";"Amsterdam                               ";"WK0363ER  ";6740;775;730;3280;1325;635;1,7;517;4;32;68;;;;;;;;;1
"Postjeskade e.o.";"Amsterdam                               ";"BU0363ER01";2990;315;320;1430;610;315;1,7;503;5;26;74;;;;;;;;;1
"Paramariboplein e.o.";"Amsterdam                               ";"BU0363ER02";3745;460;405;1855;715;320;1,7;529;4;36;64;;;;;;;;;1
"Van Lennepbuurt";"Amsterdam                               ";"WK0363ES  ";6925;580;695;2930;1630;1095;1,5;450;5;25;75;;;;;;;;;1
"Lootsbuurt";"Amsterdam                               ";"BU0363ES01";1865;160;165;870;455;210;1,5;436;5;23;77;;;;;;;;;1
"Borgerbuurt";"Amsterdam                               ";"BU0363ES02";2815;270;265;885;715;690;1,6;442;4;19;81;;;;;;;;;1
"Da Costabuurt-Zuid";"Amsterdam                               ";"BU0363ES03";2245;150;270;1175;460;195;1,5;472;7;33;66;;;;;;;;;1
"Overtoomse Sluis";"Amsterdam                               ";"WK0363ET  ";7920;740;775;3890;1690;825;1,6;559;6;34;66;;;;;;;;;1
"Cremerbuurt-West";"Amsterdam                               ";"BU0363ET01";5700;530;535;2910;1205;510;1,6;527;6;32;68;;;;;;;;;1
"Vondelparkbuurt-West";"Amsterdam                               ";"BU0363ET02";2220;210;235;980;480;315;1,6;650;7;40;60;;;;;;;;;1
"Helmersbuurt";"Amsterdam                               ";"WK0363EU  ";7510;735;850;3230;1735;965;1,6;628;8;33;67;;;;;;;;;1
"Cremerbuurt-Oost";"Amsterdam                               ";"BU0363EU01";2290;210;245;1110;540;185;1,6;571;7;37;62;;;;;;;;;1
"WG-terrein";"Amsterdam                               ";"BU0363EU02";2585;245;225;915;670;525;1,5;606;10;25;75;;;;;;;;;1
"Helmersbuurt-Oost";"Amsterdam                               ";"BU0363EU03";2640;285;375;1200;525;255;1,7;708;7;38;61;;;;;;;;;1
"Vondelparkbuurt";"Amsterdam                               ";"WK0363EV  ";1870;175;250;615;470;360;1,7;1082;14;44;56;;;;;;;;;1
"Vondelparkbuurt-Midden";"Amsterdam                               ";"BU0363EV01";930;100;125;265;235;210;1,7;926;10;37;63;;;;;;;;;1
"Vondelparkbuurt-Oost";"Amsterdam                               ";"BU0363EV02";935;75;130;350;240;150;1,6;1213;18;49;50;;;;;;;;;1
"Sloterdijk Nieuw-West";"Amsterdam                               ";"WK0363FA  ";1330;85;360;710;150;20;1,3;298;25;11;89;;;;;;;;;2
"Sloterdijk De Heining";"Amsterdam                               ";"BU0363FA01";25;5;0;5;5;5;2,6;;;;;;;;;;;;;5
"Sloterdijk Poort-Noord";"Amsterdam                               ";"BU0363FA02";15;0;0;5;10;0;1;;;;;;;;;;;;;5
"Sloterdijk Poort-Zuid";"Amsterdam                               ";"BU0363FA03";115;0;65;30;15;5;1,2;575;38;3;97;;;;;;;;;5
"Sloterdijk Rhônepark";"Amsterdam                               ";"BU0363FA04";0;0;5;0;5;0;1,5;;;;;;;;;;;;;3
"Sloterdijk Donauhoek";"Amsterdam                               ";"BU0363FA05";15;0;0;5;0;0;1,3;;;;;;;;;;;;;4
"Bretten-West";"Amsterdam                               ";"BU0363FA06";0;0;0;0;0;0;;;;;;;;;;;;;;5
"Bretten-Oost";"Amsterdam                               ";"BU0363FA07";0;0;0;0;0;0;;;;;;;;;;;;;;2
"Sloterdijk Stationskwartier";"Amsterdam                               ";"BU0363FA08";1155;75;290;665;110;15;1,3;290;24;11;89;;;;;;;;;1
"Geuzenveld";"Amsterdam                               ";"WK0363FB  ";19180;3990;2645;5950;4260;2330;2,3;393;3;28;72;;;;;;;;;1
"Osdorper Binnenpolder";"Amsterdam                               ";"BU0363FB01";25;0;5;5;10;10;1,6;;;;;;;;;;;;;4
"De Eendracht";"Amsterdam                               ";"BU0363FB02";2445;465;250;640;605;480;2,4;476;1;52;48;;;;;;;;;2
"Ruys de Beerenbrouckbuurt";"Amsterdam                               ";"BU0363FB03";6130;1325;835;1875;1370;725;2,4;389;3;20;80;;;;;;;;;1
"Eendrachtspark";"Amsterdam                               ";"BU0363FB04";300;35;35;120;85;20;1,7;324;4;50;50;;;;;;;;;2
"Van Tijenbuurt";"Amsterdam                               ";"BU0363FB05";2955;655;490;855;595;360;2,5;465;3;46;54;;;;;;;;;1
"Dudokbuurt";"Amsterdam                               ";"BU0363FB06";2735;630;375;930;590;220;2,3;338;4;24;76;;;;;;;;;1
"Bakemabuurt";"Amsterdam                               ";"BU0363FB07";3105;595;490;1130;620;265;2,3;371;2;22;78;;;;;;;;;1
