BUURTCODE_2015,BUURTCODE_CBS_2015,BUURTNAAM_2015,BUURTCODE_2022,BUURTCODE_CBS_2022,BUURTNAAM_2022,WIJKCODE_2022,WIJKNAAM_2022,STADSDEELCODE,STADSDEELNAAM,latitude,longitude,geometrie
F80b,BU03638001,Osdorper Bovenpolder,FF01,BU0363FF01,Osdorper Bovenpolder,FF,Lutkemeer/Ookmeer,F,Nieuw-West,52.37048571796696,4.7761164732882815,"SRID=28992;POLYGON ((112241.045 488296.235, 112295.108 488353.323, 112297.854 488355.108, 112301.022 488355.937, 112304.291 488355.728, 112307.327 488354.5, 112441.052 488228.55, 112492.267 488187.613, 112547.537 488148.139, 112606.059 488108.319, 112651.838 488062.433, 112681.921 488027.48, 112757.61 487948.015, 112835.359 487876.959, 112895.683 487832.189, 112956.506 487756.958, 113323.481 487406.001, 113370.508 487360.004, 113378.231 487346.273, 113571.832 487164.515, 113690.945 487045.059, 113709.719 487034.628, 113723.457 487052.676, 113852.949 487205.844, 113961.978 487342.505, 114108.08 487527.729, 114241.664 487692.571, 114280.387 487737.648, 114335.492 487692.316, 114362.108 487662.909, 114410.32 487624.656, 114438.457 487590.771, 114477.458 487607.543, 114517.095 487515.372, 114535.465 487489.917, 114551.964 487434.289, 114557.443 487394.612, 114561.271 487350.413, 114576.605 486787.687, 114685.179 486448.198, 114093.247 486261.42, 114033.495 486242.513, 113997.485 486228.388, 113979.871 486220.393, 113945.533 486202.586, 113928.85 486192.796, 113896.558 486171.501, 113865.827 486148.009, 113836.808 486122.434, 113822.985 486108.903, 113796.795 486080.437, 113784.459 486065.537, 113761.383 486034.493, 113750.671 486018.387, 113663.481 486076.663, 113657.69 486163.143, 113656.916 486208.853, 113677.799 486286.23, 113671.004 486383.978, 113563.896 486570.742, 113560.194 486574.649, 113548.008 486582.184, 113537.132 486586.215, 113385.465 486611.67, 113324.838 486652.815, 113301.955 486663.324, 113288.17 486667.603, 113275.194 486670.332, 113259.454 486672.197, 113135.426 486681.876, 113116.838 486678.955, 113094.627 486677.257, 113081.379 486677.158, 113061.14 486678.351, 113029.155 486683.468, 112993.22 486678.835, 112972.265 486677.869, 112950.857 486678.347, 112939.09 486679.243, 112908.587 486683.533, 112873.148 486692.795, 112825.49 486696.798, 112456.246 486983.709, 112443.038 487022.571, 112437.349 487031.874, 112428.574 487040.921, 112182.097 487209.597, 112184.709 487226.051, 112189.403 487265.301, 112191.482 487334.636, 112190.04 487394.491, 112187.076 487450.586, 112178.509 487534.776, 112156.819 487651.799, 112122.73 487777.111, 112086.487 487872.837, 112051.929 487947.88, 112049.588 487952.964, 112061.076 487957.752, 112068.998 487961.054, 112105.806 487976.396, 112149.216 488026.784, 112192.731 488077.298, 112234.319 488125.576, 112234.302 488127.165, 112233.47 488203.041, 112233.144 488245.553, 112233.069 488261.852, 112232.975 488282.058, 112232.964 488284.512, 112232.693 488304.895, 112241.045 488296.235))"
F80c,BU03638002,Bedrijvenpark Lutkemeer,FF03,BU0363FF03,Bedrijvenpark Lutkemeer,FF,Lutkemeer/Ookmeer,F,Nieuw-West,52.36083560524349,4.766747893751274,"SRID=28992;POLYGON ((112428.574 487040.921, 112437.349 487031.874, 112443.038 487022.571, 112456.246 486983.709, 112825.49 486696.798, 112873.148 486692.795, 112908.587 486683.533, 112939.09 486679.243, 112950.857 486678.347, 112972.265 486677.869, 112993.22 486678.835, 113029.155 486683.468, 113061.14 486678.351, 113081.379 486677.158, 113094.627 486677.257, 113116.838 486678.955, 113135.426 486681.876, 113259.454 486672.197, 113275.194 486670.332, 113288.17 486667.603, 113301.955 486663.324, 113324.838 486652.815, 113385.465 486611.67, 113537.132 486586.215, 113548.008 486582.184, 113560.194 486574.649, 113563.896 486570.742, 113671.004 486383.978, 113677.799 486286.23, 113656.916 486208.853, 113657.69 486163.143, 113663.481 486076.663, 113750.671 486018.387, 113693.639 485933.059, 113553.1 485720.629, 113540.068 485702.313, 113532.147 485692.734, 113518.289 485677.927, 113506.973 485667.513, 113499.332 485661.897, 113490.126 485657.074, 113479.814 485653.584, 113469.481 485651.83, 113461.217 485652.491, 113449.723 485655.53, 113395.76 485672.059, 113379.757 485671.967, 113369.226 485669.837, 113364.187 485667.863, 113355.412 485662.484, 113339.991 485645.445, 113305.332 485593.232, 113227.464 485487.52, 113208.95 485464.868, 113188.816 485443.643, 113167.171 485423.961, 113138.172 485401.69, 113120.738 485391.253, 113103.983 485382.99, 113084.46 485374.736, 113044.651 485361.428, 113025.531 485352.78, 113009.232 485343.303, 112995.613 485333.589, 112981.928 485322.054, 112969.632 485309.527, 112956.136 485292.699, 112865.49 485146.724, 112781.372 485016.642, 112770.573 484998.644, 112604.227 485107.426, 112413.504 485232.187, 112386.664 485249.602, 112139.635 485409.884, 112088.797 485442.293, 112042.97 485477.928, 112006.011 485512.73, 111977.56 485548.652, 111952.743 485591.931, 111938.716 485624.853, 111927.99 485668.015, 111921.587 485744.674, 111926.456 485797.653, 111940.364 485869.909, 111967.299 486020.659, 112039.544 486410.366, 112049.883 486467.516, 112132.39 486923.6, 112140.397 486967.864, 112146.867 487003.629, 112169.405 487134.655, 112179.706 487194.537, 112182.097 487209.597, 112428.574 487040.921))"
F81a,BU03638100,Wildeman,FK01,BU0363FK01,Wildeman,FK,Osdorp-Oost,F,Nieuw-West,52.36241756072639,4.800609104965592,"SRID=28992;POLYGON ((115249.998 486251.208, 115353.807 486284.897, 115361.769 486285.304, 115368.467 486284.082, 115375.954 486280.778, 115382.283 486275.758, 115386.252 486270.542, 115392.215 486259.126, 115458.654 486049.596, 114873.539 485861.463, 114790.91 486118.609, 114685.179 486448.198, 115141.863 486596.326, 115249.998 486251.208))"
F81b,BU03638101,Meer en Oever,FK02,BU0363FK02,Meer en Oever,FK,Osdorp-Oost,F,Nieuw-West,52.36392507903256,4.806678271396276,"SRID=28992;POLYGON ((115524.478 486702.199, 115548.324 486651.718, 115595.445 486596.171, 115602.029 486583.467, 115604.916 486576.086, 115609.433 486558.261, 115610.753 486538.133, 115609.596 486525.407, 115605.455 486507.999, 115603.633 486492.113, 115603.219 486481.007, 115604.132 486462.061, 115606.639 486445.844, 115610.029 486431.488, 115632.409 486363.979, 115636.431 486355.645, 115640.257 486349.765, 115644.953 486344.146, 115651.866 486337.845, 115657.375 486334.007, 115666.243 486329.468, 115673.362 486327.023, 115683.305 486325.041, 115693.634 486319.713, 115702.013 486312.608, 115709.946 486301.496, 115715.748 486285.469, 115769.979 486108.187, 115624.485 486061.267, 115606.39 486071.596, 115596.344 486075.445, 115584.066 486078.501, 115572.967 486079.835, 115558.421 486079.625, 115547.159 486077.926, 115458.654 486049.596, 115392.215 486259.126, 115386.252 486270.542, 115382.283 486275.758, 115375.954 486280.778, 115368.467 486284.082, 115361.769 486285.304, 115353.807 486284.897, 115249.998 486251.208, 115141.863 486596.326, 115519.313 486716.865, 115524.478 486702.199))"
F81c,BU03638102,Osdorpplein e.o.,FK03,BU0363FK03,Osdorpplein e.o.,FK,Osdorp-Oost,F,Nieuw-West,52.35847058369088,4.805672012695711,"SRID=28992;POLYGON ((115887.19 485725.023, 115601.378 485633.851, 115613.577 485595.917, 115049.763 485414.863, 114947.26 485733.106, 114873.539 485861.463, 115458.654 486049.596, 115547.159 486077.926, 115558.421 486079.625, 115572.967 486079.835, 115584.066 486078.501, 115596.344 486075.445, 115606.39 486071.596, 115624.485 486061.267, 115769.979 486108.187, 115829.329 485914.172, 115887.19 485725.023))"
F81d,BU03638103,Calandlaan/Lelylaan,FK04,BU0363FK04,Calandlaan/Lelylaan,FK,Osdorp-Oost,F,Nieuw-West,52.355681082805766,4.808442884138098,"SRID=28992;POLYGON ((116235.858 485664.735, 116206.382 485661.757, 116148.275 485649.38, 116122.321 485642.351, 115833.523 485549.153, 115846.405 485508.472, 115683.652 485456.434, 115675.932 485480.566, 115578.303 485448.876, 115632.837 485278.94, 115563.519 485256.496, 115509.062 485234.675, 115492.351 485228.691, 115210.582 485138.061, 115145.619 485115.913, 115061.356 485377.622, 115049.763 485414.863, 115613.577 485595.917, 115601.378 485633.851, 115887.19 485725.023, 116049.433 485777.096, 116052.432 485767.841, 116124.304 485792.528, 116135.487 485797.478, 116153.464 485809.103, 116161.622 485815.511, 116170.832 485824.588, 116262.326 485749.488, 116263.086 485687.146, 116263.343 485666.081, 116235.858 485664.735))"
F81e,BU03638104,Osdorp Zuidoost,FK05,BU0363FK05,Osdorp-Zuidoost,FK,Osdorp-Oost,F,Nieuw-West,52.35351885547321,4.8122550189177415,"SRID=28992;POLYGON ((116265.004 485529.899, 116226.933 485515.859, 116384.649 485021.944, 115959.247 485015.62, 115874.832 485017.171, 115855.033 485016.379, 115825.449 485013.676, 115790.039 485008.078, 115748.358 484998.106, 115547.468 484933.941, 115236.357 484834.124, 115145.619 485115.913, 115210.582 485138.061, 115492.351 485228.691, 115509.062 485234.675, 115563.519 485256.496, 115632.837 485278.94, 115578.303 485448.876, 115675.932 485480.566, 115683.652 485456.434, 115846.405 485508.472, 115833.523 485549.153, 116122.321 485642.351, 116148.275 485649.38, 116206.382 485661.757, 116235.858 485664.735, 116263.343 485666.081, 116265.004 485529.899))"
F82a,BU03638200,Osdorp Midden Noord,FJ01,BU0363FJ01,Reimerswaal,FJ,Osdorp-Midden,F,Nieuw-West,52.36209534564956,4.791783571624445,"SRID=28992;POLYGON ((114790.91 486118.609, 114201.938 485929.423, 114190.385 485963.579, 114093.247 486261.42, 114685.179 486448.198, 114790.91 486118.609))"
F82b,BU03638201,Osdorp Midden Zuid,FJ02,BU0363FJ02,Botteskerkbuurt,FJ,Osdorp-Midden,F,Nieuw-West,52.35884307532641,4.79360150352658,"SRID=28992;POLYGON ((114947.26 485733.106, 114329.195 485535.657, 114201.938 485929.423, 114790.91 486118.609, 114873.539 485861.463, 114947.26 485733.106))"
F82c,BU03638202,Zuidwestkwadrant Osdorp Noord,FJ03,BU0363FJ03,Zuidwestkwadrant-Noord,FJ,Osdorp-Midden,F,Nieuw-West,52.355539197399295,4.795577415820188,"SRID=28992;POLYGON ((115061.356 485377.622, 114924.75 485333.785, 114904.125 485334.955, 114633.8 485243.545, 114441.219 485181.601, 114435.66 485198.132, 114407.265 485283.136, 114390.756 485338.586, 114382.247 485371.034, 114372.523 485404.014, 114329.195 485535.657, 114947.26 485733.106, 115049.763 485414.863, 115061.356 485377.622))"
F82d,BU03638203,Zuidwestkwadrant Osdorp Zuid,FJ04,BU0363FJ04,Zuidwestkwadrant-Zuid,FJ,Osdorp-Midden,F,Nieuw-West,52.351245643985,4.797640005174639,"SRID=28992;POLYGON ((115236.357 484834.124, 115068.232 484780.165, 115027.522 484767.851, 114983.106 484750.486, 114951.277 484735.988, 114914.289 484715.108, 114887.272 484697.552, 114854.116 484672.687, 114835.886 484656.601, 114814.854 484635.755, 114795.564 484614.917, 114764.611 484577.191, 114725.974 484515.02, 114685.791 484424.336, 114630.896 484589.363, 114588.633 484734.822, 114542.335 484863.776, 114534.757 484892.379, 114517.702 484944.304, 114474.401 485082.918, 114441.219 485181.601, 114633.8 485243.545, 114904.125 485334.955, 114924.75 485333.785, 115061.356 485377.622, 115145.619 485115.913, 115236.357 484834.124))"
F83a,BU03638300,De Punt,FH02,BU0363FH02,Dijkgraafpleinbuurt,FH,De Punt,F,Nieuw-West,52.35636038514807,4.785161346478682,"SRID=28992;POLYGON ((114372.523 485404.014, 114382.247 485371.034, 114390.756 485338.586, 114407.265 485283.136, 114435.66 485198.132, 114344.175 485170.981, 114323.246 485166.696, 114254.068 485146.907, 114231.846 485142.906, 114215.023 485140.948, 114190.329 485139.17, 114173.872 485139.238, 114147.07 485142.331, 114120.947 485149.071, 114108.294 485153.772, 114074.214 485171.994, 113428.628 485603.685, 113449.723 485655.53, 113461.217 485652.491, 113469.481 485651.83, 113479.814 485653.584, 113490.126 485657.074, 113499.332 485661.897, 113506.973 485667.513, 113518.289 485677.927, 113532.147 485692.734, 113540.068 485702.313, 113553.1 485720.629, 113693.639 485933.059, 113814.295 485852.912, 113821.474 485849.699, 113828.788 485848.655, 113836.77 485849.96, 114190.385 485963.579, 114201.938 485929.423, 114329.195 485535.657, 114372.523 485404.014))"
F83b,BU03638301,Bedrijvencentrum Osdorp,FH01,BU0363FH01,Bedrijvencentrum Osdorp,FH,De Punt,F,Nieuw-West,52.36067865816056,4.784682446111529,"SRID=28992;POLYGON ((114190.385 485963.579, 113836.77 485849.96, 113828.788 485848.655, 113821.474 485849.699, 113814.295 485852.912, 113693.639 485933.059, 113750.671 486018.387, 113761.383 486034.493, 113784.459 486065.537, 113796.795 486080.437, 113822.985 486108.903, 113836.808 486122.434, 113865.827 486148.009, 113896.558 486171.501, 113928.85 486192.796, 113945.533 486202.586, 113979.871 486220.393, 113997.485 486228.388, 114033.495 486242.513, 114093.247 486261.42, 114190.385 485963.579))"
F84a,BU03638400,Middelveldsche Akerpolder,FG01,BU0363FG01,Middelveldsche Akerpolder,FG,De Aker,F,Nieuw-West,52.35353274703673,4.780403808161269,"SRID=28992;POLYGON ((113428.628 485603.685, 114074.214 485171.994, 114108.294 485153.772, 114120.947 485149.071, 114147.07 485142.331, 114173.872 485139.238, 114172.285 485104.096, 113982.273 484817.849, 113120.738 485391.253, 113138.172 485401.69, 113167.171 485423.961, 113188.816 485443.643, 113208.95 485464.868, 113227.464 485487.52, 113305.332 485593.232, 113339.991 485645.445, 113355.412 485662.484, 113364.187 485667.863, 113369.226 485669.837, 113379.757 485671.967, 113395.76 485672.059, 113449.723 485655.53, 113428.628 485603.685))"
F84b,BU03638401,De Aker West,FG02,BU0363FG02,De Aker-West,FG,De Aker,F,Nieuw-West,52.35048022608336,4.776313552397878,"SRID=28992;POLYGON ((113982.273 484817.849, 113741.941 484456.858, 113730.675 484464.359, 113679.3 484387.609, 113539.17 484482.629, 113412.591 484569.1, 113297.7 484647.588, 113065.164 484805.844, 112888.511 484921.518, 112770.573 484998.644, 112781.372 485016.642, 112865.49 485146.724, 112956.136 485292.699, 112969.632 485309.527, 112981.928 485322.054, 112995.613 485333.589, 113009.232 485343.303, 113025.531 485352.78, 113044.651 485361.428, 113084.46 485374.736, 113103.983 485382.99, 113120.738 485391.253, 113982.273 484817.849))"
F84c,BU03638402,De Aker Oost,FG03,BU0363FG03,De Aker-Oost,FG,De Aker,F,Nieuw-West,52.34727476012182,4.789111621606197,"SRID=28992;POLYGON ((114474.401 485082.918, 114517.702 484944.304, 114534.757 484892.379, 114542.335 484863.776, 114588.633 484734.822, 114630.896 484589.363, 114685.791 484424.336, 114680.03 484411.158, 114376.995 483898.247, 114339.081 483936.56, 114313.075 483955.271, 114177.065 484049.096, 114087.052 484110.174, 114042.76 484140.23, 113847.705 484273.134, 113723.563 484357.595, 113679.3 484387.609, 113730.675 484464.359, 113741.941 484456.858, 113982.273 484817.849, 114172.285 485104.096, 114173.872 485139.238, 114190.329 485139.17, 114215.023 485140.948, 114231.846 485142.906, 114254.068 485146.907, 114323.246 485166.696, 114344.175 485170.981, 114435.66 485198.132, 114441.219 485181.601, 114474.401 485082.918))"
F85a,BU03638500,Oostoever Sloterplas,FL01,BU0363FL01,Oostoever Sloterplas,FL,Slotervaart-Noord,F,Nieuw-West,52.367037048975085,4.827318590182569,"SRID=28992;POLYGON ((117320.503 486808.826, 117313.969 486726.682, 117310.892 486644.336, 117310.902 486384.632, 116845.571 486380.324, 116174.007 486374.748, 116756.514 487148.113, 116860.18 487286.077, 117006.532 487110.539, 117001.945 487101.327, 117000.793 487095.175, 117001.956 487088.246, 117005.557 487082.212, 117048.233 487044.361, 117045.167 487038.461, 117105.473 487013.858, 117112.992 487024.924, 117123.319 487033.432, 117185.922 487062.547, 117203.455 487109.169, 117210.322 487135.089, 117232.878 487129.239, 117244.265 487124.795, 117273.951 487116.848, 117282.914 487112.61, 117295.92 487103.863, 117303.707 487100.189, 117352.95 487087.644, 117348.701 487057.483, 117320.503 486808.826))"
F85b,BU03638501,Emanuel van Meterenbuurt,FL02,BU0363FL02,Emanuel van Meterenbuurt,FL,Slotervaart-Noord,F,Nieuw-West,52.36076313226531,4.82075381407573,"SRID=28992;POLYGON ((116854.221 485671.897, 116756.18 485670.856, 116755.95 485692.506, 116263.086 485687.146, 116262.326 485749.488, 116170.832 485824.588, 116161.622 485815.511, 116153.464 485809.103, 116135.487 485797.478, 116124.304 485792.528, 116052.432 485767.841, 116049.433 485777.096, 115887.19 485725.023, 115829.329 485914.172, 116174.007 486374.748, 116845.571 486380.324, 116854.221 485671.897))"
F85c,BU03638502,Jacob Geelbuurt,FL03,BU0363FL03,Jacob Geelbuurt,FL,Slotervaart-Noord,F,Nieuw-West,52.36091142768997,4.830549467460614,"SRID=28992;POLYGON ((117311.25 486207.471, 117313.706 486008.566, 117317.496 485891.058, 117319.93 485852.28, 117325.323 485764.841, 117327.336 485698.555, 116922.563 485694.274, 116922.792 485672.624, 116854.221 485671.897, 116845.571 486380.324, 117310.902 486384.632, 117311.25 486207.471))"
F86a,BU03638600,Overtoomse Veld Noord,FM02,BU0363FM02,Overtoomse Veld-Noord,FM,Overtoomse Veld,F,Nieuw-West,52.36682141722846,4.837976109430614,"SRID=28992;POLYGON ((117885.517 486389.975, 117310.902 486384.632, 117310.892 486644.336, 117313.969 486726.682, 117320.503 486808.826, 117348.701 487057.483, 117617.615 486990.657, 117654.497 486982.113, 117683.868 486976.708, 117738.687 486968.21, 117764.223 486965.421, 117794.055 486964.479, 117879.422 486964.82, 117885.517 486389.975))"
F86b,BU03638601,Overtoomse Veld Zuid,FM04,BU0363FM04,Overtoomse Veld-Zuid,FM,Overtoomse Veld,F,Nieuw-West,52.36170588537435,4.838159193633498,"SRID=28992;POLYGON ((117891.112 485856.716, 117319.93 485852.28, 117317.496 485891.058, 117313.706 486008.566, 117311.25 486207.471, 117310.902 486384.632, 117885.517 486389.975, 117891.112 485856.716))"
F86c,BU03638602,Rembrandtpark Noord,FM03,BU0363FM03,Rembrandtpark-Noord,FM,Overtoomse Veld,F,Nieuw-West,52.366785944904194,4.845936058830139,"SRID=28992;POLYGON ((118324.91 486922.4, 118322.865 486919.463, 118390.976 486671.22, 118431.976 486521.799, 118436.305 486522.905, 118440.739 486505.096, 118441.57 486498.57, 118442.991 486396.509, 118353.716 486395.463, 117885.517 486389.975, 117879.422 486964.82, 117879.119 486995.131, 117907.369 486995.497, 118088.077 486997.841, 118122.061 486999.684, 118153.927 487003.167, 118183.229 487007.894, 118210.724 487013.69, 118252.239 487023.769, 118259.93 486995.531, 118301.772 487006.827, 118324.91 486922.4))"
F86d,BU03638603,Rembrandtpark Zuid,FM05,BU0363FM05,Rembrandtpark-Zuid,FM,Overtoomse Veld,F,Nieuw-West,52.36116320805515,4.845791640466574,"SRID=28992;POLYGON ((118373.342 486030.931, 118330.598 486010.009, 118328.03 485707.98, 117892.707 485704.35, 117891.112 485856.716, 117885.517 486389.975, 118353.716 486395.463, 118354.916 486299.963, 118371.618 486299.859, 118373.342 486030.931))"
F86e,BU03638604,Johan Jongkindbuurt,FM06,BU0363FM06,Johan Jongkindbuurt,FM,Overtoomse Veld,F,Nieuw-West,52.35862426205922,4.838297367078897,"SRID=28992;POLYGON ((117892.707 485704.35, 117327.336 485698.555, 117325.323 485764.841, 117319.93 485852.28, 117891.112 485856.716, 117892.707 485704.35))"
F86f,BU03638605,Lucas/Andreasziekenhuis e.o.,FM01,BU0363FM01,Lucas/Andreasziekenhuis e.o.,FM,Overtoomse Veld,F,Nieuw-West,52.37108573923195,4.83866080748802,"SRID=28992;POLYGON ((117940.576 487253.752, 117928.802 487254.143, 117928.677 487250.329, 117924.861 487248.486, 117918.22 487137.815, 117908.118 487044.72, 117907.143 487022.3, 117907.369 486995.497, 117879.119 486995.131, 117879.422 486964.82, 117794.055 486964.479, 117764.223 486965.421, 117738.687 486968.21, 117683.868 486976.708, 117654.497 486982.113, 117617.615 486990.657, 117348.701 487057.483, 117352.95 487087.644, 117362.202 487147.103, 117372.585 487206.375, 117390.183 487282.699, 117413.81 487372.35, 117411.762 487372.869, 117417.868 487395.903, 117775.828 487301.642, 117793.447 487298.194, 117815.784 487295.058, 117880.174 487290.864, 117911.819 487288.677, 117941.494 487287.616, 117940.576 487253.752))"
