buurtcode_2022,buurt_cbs_2015,buurt_cbs_2022,district_type,buurt_name,wijk_name,stadsdeel_name,municipality_name,buurt_area_m2,population_total_2020,pop_age_0_15_2020,pop_age_15_25_2020,pop_age_25_45_2020,pop_age_45_65_2020,pop_age_65_plus_2020,avg_household_size_2020,woz_value_2020,pct_unoccupied_2020,pct_owner_occupied_2020,pct_rental_2020,n_high_education_2020,income_recipient_2020,income_inhabitant_2020,income_household_2020,pct_bottom40_2020,pct_top20_2020,pct_low_income_2020,pct_below_120pct_social_min_2020,urbanicity_2020,supermarkets_1km_2020,food_shops_1km_2020,cafes_1km_2020,cafeterias_1km_2020,restaurants_1km_2020,dist_primary_school_2020,dist_secondary_school_2020,dist_train_station_2020,dist_nearest_green_2020,nearest_green_name_2020,nearest_green_type_2020,nearest_green_area_m2_2020,total_green_area_m2_2020,green_coverage_pct_2020,num_green_spaces_2020,population_total_2024,pop_age_0_15_2024,pop_age_15_25_2024,pop_age_25_45_2024,pop_age_45_65_2024,pop_age_65_plus_2024,avg_household_size_2024,woz_value_2024,pct_unoccupied_2024,pct_owner_occupied_2024,pct_rental_2024,n_high_education_2024,income_recipient_2024,income_inhabitant_2024,income_household_2024,pct_bottom40_2024,pct_top20_2024,pct_low_income_2024,pct_below_120pct_social_min_2024,urbanicity_2024,supermarkets_1km_2024,food_shops_1km_2024,cafes_1km_2024,cafeterias_1km_2024,restaurants_1km_2024,dist_primary_school_2024,dist_secondary_school_2024,dist_train_station_2024,dist_nearest_green_2024,nearest_green_name_2024,nearest_green_type_2024,nearest_green_area_m2_2024,total_green_area_m2_2024,green_coverage_pct_2024,num_green_spaces_2024,population_change,woz_change,income_household_change,pct_bottom40_change,pct_top20_change,pct_low_income_change,green_coverage_change,dist_green_change,n_high_education_change,is_eligible,woz_growth_pct,income_growth_pct,education_growth_abs,upgrading_criteria_met,gentrified
AF09,BU03630408,BU0363AF09,Waterloopleinbuurt,Waterloopleinbuurt,Nieuwmarkt/Lastage,Centrum,Amsterdam,129553.45,865,70,100,290,240,165,1.4,472.0,10.0,28.0,72.0,460.0,41.6,36.6,33.3,54.7,12.7,10.5,18.3,1.0,9.9,67.1,116.4,105.7,197.3,0.4,1.7,1.6,271.46,Weesperplantsoen,park,1512.39,0.0,0.0,0.0,900,60,125,310,215,185,1.5,546.0,9.0,29.0,71.0,460.0,52.0,46.2,48.5,52.8,15.3,7.7,17.1,1.0,5.2,27.5,59.9,38.6,112.2,0.5,1.8,1.9,315.31,Hortusplantsoen,park,1711.86,0.0,0.0,0.0,35,74.0,15.200000000000005,-1.9000000000000057,2.6000000000000014,-2.8,0.0,43.85000000000002,0.0,0,0.15677966101694915,0.4564564564564566,0.0,1,0
AA03,BU03630500,BU0363AA03,Westerdokseiland,Westerdokseiland,Haarlemmerbuurt,Centrum,Amsterdam,337782.21,1880,255,135,550,565,375,1.9,691.0,7.0,43.0,57.0,910.0,55.1,45.6,45.5,31.7,32.4,7.1,14.6,1.0,2.8,46.9,27.7,30.8,53.8,0.9,0.7,1.1,409.72,Unnamed,forest,56.28,0.0,0.0,0.0,1850,205,150,540,530,420,1.8,811.0,6.0,42.0,58.0,970.0,51.7,45.4,45.1,31.6,32.4,6.6,14.8,1.0,1.8,16.0,14.0,14.8,32.4,1.1,0.7,1.3,194.74,Unnamed,forest,86.55,242.83,0.07,2.0,-30,120.0,-0.3999999999999986,-0.0999999999999978,0.0,-0.5,0.07,-214.98,60.0,0,0.1736613603473227,-0.00879120879120876,60.0,0,0
AA06,BU03630501,BU0363AA06,Haarlemmerbuurt Oost,Haarlemmerbuurt-Oost,Haarlemmerbuurt,Centrum,Amsterdam,101365.85,1490,110,160,545,425,245,1.5,517.0,15.0,25.0,75.0,860.0,42.4,36.9,34.8,51.7,17.0,9.6,16.9,1.0,8.2,144.8,115.7,144.8,259.8,0.4,0.2,0.7,727.78,Unnamed,forest,852.86,0.0,0.0,0.0,1520,95,200,575,375,285,1.5,602.0,14.0,25.0,75.0,940.0,51.7,45.4,45.1,50.7,16.0,8.0,15.4,1.0,4.3,55.2,44.4,43.5,107.1,0.4,0.3,1.4,255.14,Unnamed,forest,156.28,0.0,0.0,0.0,30,85.0,10.300000000000004,-1.0,-1.0,-1.5999999999999996,0.0,-472.64,80.0,0,0.1644100580270793,0.29597701149425304,80.0,0,0
AA05,BU03630502,BU0363AA05,Haarlemmerbuurt West,Haarlemmerbuurt-West,Haarlemmerbuurt,Centrum,Amsterdam,117324.45,2465,230,240,860,725,420,1.6,484.0,11.0,25.0,74.0,1030.0,42.7,36.7,36.4,53.2,18.5,13.3,21.3,1.0,8.8,93.1,57.1,61.0,152.2,0.6,0.4,1.2,387.2,Unnamed,forest,206.7,0.0,0.0,0.0,2410,175,265,835,660,475,1.5,553.0,10.0,25.0,74.0,1240.0,51.7,45.4,45.1,51.7,16.0,11.5,21.0,1.0,5.7,53.7,31.1,27.2,83.9,0.7,0.4,1.7,370.13,Unnamed,forest,156.28,0.0,0.0,0.0,-55,69.0,8.700000000000003,-1.5,-2.5,-1.8000000000000007,0.0,-17.069999999999993,210.0,0,0.14256198347107438,0.2390109890109891,210.0,1,0
AA02,BU03630503,BU0363AA02,Westelijke eilanden,Westelijke eilanden,Haarlemmerbuurt,Centrum,Amsterdam,216567.19,2930,305,250,930,920,525,1.6,512.0,8.0,34.0,66.0,1650.0,42.7,36.3,34.5,51.2,18.8,11.9,20.1,1.0,5.5,57.3,25.2,29.3,70.4,0.3,0.8,1.5,129.55,Unnamed,forest,852.86,2350.65,1.09,3.0,2895,275,270,920,815,610,1.6,598.0,8.0,34.0,66.0,1530.0,51.7,41.7,45.1,52.2,18.7,9.6,18.0,1.0,3.0,19.3,9.3,12.4,28.7,0.4,1.1,2.1,129.55,Unnamed,forest,852.86,2825.25,1.3,3.0,-35,86.0,10.6,1.0,-0.1000000000000014,-2.3000000000000007,0.2099999999999999,0.0,-120.0,0,0.16796875,0.3072463768115942,-120.0,0,0
AA01,BU03630505,BU0363AA01,Planciusbuurt Noord,Planciusbuurt-Noord,Haarlemmerbuurt,Centrum,Amsterdam,24127.41,350,25,20,190,85,35,1.4,331.0,4.0,10.0,90.0,210.0,35.9,32.7,27.5,63.9,8.3,14.7,22.8,1.0,6.6,55.2,19.6,27.9,69.3,0.5,0.9,1.7,156.53,Toon Ylandplantsoen,park,1291.09,0.0,0.0,0.0,345,20,25,165,100,35,1.3,392.0,5.0,10.0,90.0,210.02240176667257,51.7,45.4,45.1,57.8,6.0,11.9,20.8,1.0,5.7,36.0,19.9,15.4,53.7,0.5,0.9,2.2,155.85,Unnamed,park,681.3,0.0,0.0,0.0,-5,61.0,17.6,-6.100000000000001,-2.3000000000000007,-2.799999999999999,0.0,-0.6800000000000068,0.0224017666725728,1,0.18429003021148035,0.64,0.022401766672572876,1,0
AA04,BU03630506,BU0363AA04,Planciusbuurt Zuid,Planciusbuurt-Zuid,Haarlemmerbuurt,Centrum,Amsterdam,17356.41,165,10,10,65,55,30,1.4,327.0,15.0,1.0,99.0,80.0,37.6,34.6,28.7,74.4,6.6,22.3,34.8,1.0,9.9,92.0,49.6,56.3,145.4,0.5,0.7,1.5,226.33,Unnamed,park,3209.17,0.0,0.0,0.0,160,10,10,60,50,30,1.4,401.0,4.0,1.0,99.0,91.9513581067998,51.7,45.4,45.1,75.2,2.6,22.7,36.4,1.0,8.1,54.5,31.2,25.6,96.7,0.8,0.9,2.1,226.33,Unnamed,park,3209.17,0.0,0.0,0.0,-5,74.0,16.400000000000002,0.7999999999999972,-4.0,0.3999999999999986,0.0,0.0,11.951358106799802,1,0.22629969418960244,0.5714285714285715,11.951358106799802,1,0
AB02,BU03630600,BU0363AB02,Driehoekbuurt,Driehoekbuurt,Jordaan,Centrum,Amsterdam,106075.76,2735,210,240,1145,730,415,1.5,424.0,10.0,27.0,72.0,1700.0,44.0,39.0,35.0,54.7,15.5,14.0,21.2,1.0,8.9,99.0,61.6,62.1,157.2,0.6,0.6,1.4,483.97,Frederik Hendrikplantsoen,park,9556.42,0.0,0.0,0.0,2730,185,305,1080,705,455,1.4,507.0,9.0,27.0,73.0,1540.0,49.8,43.0,40.7,56.2,13.8,11.9,20.3,1.0,6.0,64.8,37.8,29.2,108.6,0.8,0.6,1.9,230.75,Unnamed,park,2025.15,0.0,0.0,0.0,-5,83.0,5.700000000000003,1.5,-1.6999999999999993,-2.1,0.0,-253.22000000000003,-160.0,0,0.1957547169811321,0.16285714285714295,-160.0,0,0
AB07,BU03630602,BU0363AB07,Bloemgrachtbuurt,Bloemgrachtbuurt,Jordaan,Centrum,Amsterdam,127092.21,2945,275,305,1080,795,490,1.6,535.0,14.0,33.0,66.0,1760.0,48.7,41.6,45.1,47.9,19.8,9.4,16.1,1.0,12.7,114.8,85.8,111.0,203.2,0.4,0.8,1.7,352.5,Unnamed,park,175.55,0.0,0.0,0.0,3020,230,405,1155,755,480,1.5,630.0,12.0,33.0,66.0,1650.0,54.2,47.5,40.7,49.7,18.1,9.7,16.7,1.0,6.7,69.4,53.8,57.5,133.2,0.5,1.0,2.5,282.78,Tweede Marnixplantsoen,park,2262.82,0.0,0.0,0.0,75,95.0,-4.399999999999999,1.8000000000000045,-1.6999999999999993,0.2999999999999989,0.0,-69.72000000000003,-110.0,0,0.17757009345794392,-0.09756097560975606,-110.0,0,0
AB01,BU03630603,BU0363AB01,Marnixbuurt Noord,Marnixbuurt-Noord,Jordaan,Centrum,Amsterdam,72112.46,1430,120,135,520,410,240,1.6,389.0,11.0,16.0,83.0,700.0,36.2,31.8,29.2,59.9,13.1,13.7,23.7,1.0,10.2,97.3,56.0,59.3,155.1,0.6,0.6,1.7,287.3,Frederik Hendrikplantsoen,park,9556.42,81.6,0.11,1.0,1480,125,135,550,410,260,1.5,456.0,5.0,16.0,83.0,500.0,49.8,44.4,40.7,59.6,13.4,11.1,23.3,1.0,8.2,65.4,39.2,29.5,112.6,0.9,0.7,2.2,65.97,Unnamed,park,2025.15,2175.64,3.02,2.0,50,67.0,11.500000000000004,-0.2999999999999971,0.3000000000000007,-2.6,2.91,-221.33,-200.0,1,0.17223650385604114,0.3938356164383563,-200.0,1,0
AB04,BU03630604,BU0363AB04,Zaagpoortbuurt,Zaagpoortbuurt,Jordaan,Centrum,Amsterdam,37938.57,965,50,125,515,205,75,1.3,302.0,7.0,15.0,84.0,500.0,33.6,30.7,25.6,69.4,6.8,18.1,27.3,1.0,10.8,95.0,64.8,69.4,165.7,0.3,0.5,2.0,192.2,Unnamed,park,175.55,175.55,0.46,1.0,945,45,135,455,220,85,1.3,364.0,7.0,16.0,84.0,469.1559627734103,49.8,44.4,40.7,72.1,6.1,17.1,28.1,1.0,7.8,70.1,55.3,39.0,136.1,0.4,0.6,2.6,192.92,Unnamed,park,191.74,1881.21,4.96,2.0,-20,62.0,15.1,2.6999999999999886,-0.7000000000000002,-1.0,4.5,0.7199999999999989,-30.844037226589705,1,0.2052980132450331,0.58984375,-30.844037226589705,1,0
AB06,BU03630605,BU0363AB06,Marnixbuurt Midden,Marnixbuurt-Midden,Jordaan,Centrum,Amsterdam,21591.34,195,15,20,120,30,10,1.6,505.0,16.0,44.0,56.0,130.0,43.6,39.0,42.3,42.4,20.3,7.5,11.2,1.0,13.0,98.1,77.5,84.2,193.1,0.2,0.7,2.1,400.04,Unnamed,park,106.54,0.0,0.0,0.0,200,15,25,110,35,20,1.8,590.0,12.0,46.0,54.0,88.06811827482117,49.8,44.4,40.7,39.5,27.4,4.4,7.0,1.0,11.1,81.1,57.8,56.7,153.4,0.2,0.9,2.8,173.1,Tweede Marnixplantsoen,park,2262.82,0.0,0.0,0.0,5,85.0,-1.5999999999999943,-2.8999999999999986,7.099999999999998,-3.1,0.0,-226.94000000000003,-41.931881725178826,0,0.16831683168316833,-0.037825059101654714,-41.931881725178826,0,0
AB10,BU03630606,BU0363AB10,Elandsgrachtbuurt,Elandsgrachtbuurt,Jordaan,Centrum,Amsterdam,207902.0,4325,350,420,1630,1200,740,1.5,478.0,12.0,25.0,75.0,2490.0,45.2,39.8,39.2,54.3,16.8,12.3,21.0,1.0,13.6,117.0,112.1,135.0,261.4,0.3,0.6,1.8,684.6,Bilderdijkpark,park,6102.4,0.0,0.0,0.0,4310,315,500,1590,1085,820,1.5,558.0,11.0,25.0,75.0,2320.0,50.1,44.6,44.0,55.8,15.0,10.7,19.9,1.0,7.6,72.9,63.7,61.8,170.6,0.5,0.7,2.8,479.31,Tweede Marnixplantsoen,park,2262.82,0.0,0.0,0.0,-15,80.0,4.799999999999997,1.5,-1.8000000000000007,-1.6000000000000014,0.0,-205.29,-170.0,0,0.16736401673640167,0.12244897959183665,-170.0,0,0
AB11,BU03630607,BU0363AB11,Passeerdersgrachtbuurt,Passeerdersgrachtbuurt,Jordaan,Centrum,Amsterdam,54682.04,860,50,80,315,240,170,1.4,581.0,16.0,37.0,61.0,580.0,51.3,45.6,38.6,51.2,18.5,12.5,21.1,1.0,13.0,113.9,113.9,125.3,292.1,0.5,0.2,2.0,423.77,Leidsebosje,park,4551.86,0.0,0.0,0.0,935,60,90,365,225,185,1.5,674.0,10.0,37.0,61.0,510.0,49.8,44.4,40.7,49.7,17.8,12.3,20.2,1.0,9.9,89.4,83.5,69.7,253.8,0.6,0.3,2.8,365.94,Unnamed,park,84.51,0.0,0.0,0.0,75,93.0,2.1000000000000014,-1.5,-0.6999999999999993,-0.1999999999999993,0.0,-57.829999999999984,-70.0,0,0.16006884681583478,0.05440414507772024,-70.0,0,0
AB08,BU03630608,BU0363AB08,Groenmarktkadebuurt,Groenmarktkadebuurt,Jordaan,Centrum,Amsterdam,49465.89,245,10,45,145,30,15,1.4,453.0,16.0,32.0,68.0,130.0,47.4,43.9,44.7,44.4,18.8,3.6,5.0,1.0,13.1,101.5,89.6,92.0,210.9,0.4,0.6,2.1,452.99,Bilderdijkpark,park,6102.4,0.0,0.0,0.0,320,20,70,175,40,25,1.5,569.0,12.0,36.0,64.0,194.42623126832007,49.8,44.4,40.7,44.7,23.3,5.5,10.4,1.0,9.6,67.6,60.1,50.8,143.2,0.5,0.8,2.9,452.99,Bilderdijkpark,park,6102.4,0.0,0.0,0.0,75,116.0,-4.0,0.3000000000000042,4.5,1.9,0.0,0.0,64.42623126832007,0,0.2560706401766004,-0.08948545861297538,64.42623126832007,0,0
AB09,BU03630609,BU0363AB09,Marnixbuurt Zuid,Marnixbuurt-Zuid,Jordaan,Centrum,Amsterdam,51230.08,675,30,30,290,135,195,1.3,427.0,10.0,15.0,85.0,380.0,44.7,41.5,33.0,56.8,11.8,10.4,17.1,1.0,13.8,104.9,100.9,110.3,287.9,0.4,0.2,2.2,398.85,Leidsebosje,park,4551.86,0.0,0.0,0.0,685,25,55,275,135,190,1.3,505.0,10.0,14.0,86.0,396.7159018593905,49.8,44.4,40.7,59.3,10.8,12.3,18.7,1.0,11.2,78.7,74.9,63.6,244.2,0.4,0.4,3.0,200.72,Unnamed,park,84.51,0.0,0.0,0.0,10,78.0,7.700000000000003,2.5,-1.0,1.9000000000000004,0.0,-198.13,16.7159018593905,0,0.18266978922716628,0.23333333333333342,16.7159018593905,0,0
AB03,BU03630610,BU0363AB03,Anjeliersbuurt Noord,Anjeliersbuurt-Noord,Jordaan,Centrum,Amsterdam,98831.91,2085,185,235,645,650,370,1.6,515.0,12.0,30.0,70.0,1040.0,46.0,40.5,38.0,51.0,19.3,11.0,17.5,1.0,9.8,115.1,73.4,81.7,175.4,0.4,0.5,1.4,348.16,Unnamed,park,81.6,0.0,0.0,0.0,2110,150,245,700,625,390,1.5,610.0,9.0,30.0,70.0,1090.0,49.8,44.4,40.7,51.5,17.2,9.8,17.3,1.0,4.9,60.2,38.6,27.4,106.4,0.7,0.7,2.0,350.68,Unnamed,park,150.48,0.0,0.0,0.0,25,95.0,2.700000000000003,0.5,-2.1000000000000014,-1.1999999999999993,0.0,2.519999999999982,50.0,0,0.18446601941747573,0.07105263157894744,50.0,0,0
AB05,BU03630611,BU0363AB05,Anjeliersbuurt Zuid,Anjeliersbuurt-Zuid,Jordaan,Centrum,Amsterdam,119599.69,2935,225,260,935,970,545,1.5,471.0,9.0,27.0,73.0,1540.0,39.8,35.1,31.0,55.3,14.9,13.3,21.6,1.0,10.5,119.7,83.8,100.0,195.0,0.2,0.6,1.5,220.14,Unnamed,park,81.6,0.0,0.0,0.0,2950,215,325,965,875,575,1.5,549.0,8.0,26.0,73.0,1400.0,47.4,42.4,40.7,55.9,14.7,10.6,20.4,1.0,4.2,53.4,39.1,31.9,102.8,0.4,0.8,2.3,223.35,Unnamed,park,150.48,0.0,0.0,0.0,15,78.0,9.700000000000005,0.6000000000000014,-0.200000000000001,-2.700000000000001,0.0,3.210000000000008,-140.0,0,0.16560509554140126,0.3129032258064517,-140.0,1,0
AH01,BU03630700,BU0363AH01,Leidsebuurt Noordwest,Leidsebuurt-Noordwest,De Weteringschans,Centrum,Amsterdam,28545.33,260,5,40,135,60,20,1.3,507.0,19.0,38.0,61.0,200.0,42.2,39.5,33.0,51.9,12.3,8.4,12.3,1.0,12.9,94.6,94.5,103.2,268.9,0.7,0.3,2.2,259.25,Leidsebosje,park,4551.86,0.0,0.0,0.0,290,10,50,160,45,15,1.4,537.0,13.0,37.0,62.0,176.9303619054413,62.9,55.1,77.4,49.0,14.6,5.6,7.3,1.0,10.5,76.3,73.9,59.6,238.2,0.8,0.5,2.8,259.25,Leidsebosje,park,4551.86,0.0,0.0,0.0,30,30.0,44.400000000000006,-2.8999999999999986,2.299999999999999,-2.8000000000000007,0.0,0.0,-23.069638094558712,0,0.05917159763313609,1.3454545454545457,-23.069638094558712,1,0
AH05,BU03630701,BU0363AH05,Leidsebuurt Zuidwest,Leidsebuurt-Zuidwest,De Weteringschans,Centrum,Amsterdam,32555.8,135,5,20,65,30,15,1.4,528.0,32.0,15.0,85.0,70.0,45.5,40.8,45.9,42.6,25.0,8.7,12.5,1.0,12.4,91.6,88.9,95.3,257.4,0.5,0.3,2.2,114.44,Leidsebosje,park,4551.86,0.0,0.0,0.0,165,5,35,75,35,15,1.5,563.0,15.0,15.0,85.0,70.35279185909212,62.9,55.1,77.4,62.6,15.9,7.9,11.8,1.0,8.4,55.7,64.2,47.5,200.7,0.7,0.6,3.1,114.44,Leidsebosje,park,4551.86,0.0,0.0,0.0,30,35.0,31.500000000000007,20.0,-9.1,-0.7999999999999989,0.0,0.0,0.3527918590921217,0,0.06628787878787878,0.6862745098039218,0.35279185909212174,1,0
AH02,BU03630702,BU0363AH02,Leidsebuurt Noordoost,Leidsebuurt-Noordoost,De Weteringschans,Centrum,Amsterdam,61564.6,1010,45,205,535,155,70,1.4,519.0,21.0,27.0,72.0,550.0,46.8,41.8,37.0,50.2,14.9,8.9,13.6,1.0,9.7,78.4,90.6,92.8,252.6,0.6,0.3,2.3,295.49,Leidsebosje,park,4333.05,0.0,0.0,0.0,1115,45,260,565,165,65,1.4,603.0,16.0,27.0,72.0,647.6029154553006,62.9,55.1,77.4,50.0,14.5,8.7,11.3,1.0,8.8,54.7,67.8,52.7,203.6,0.9,0.3,2.9,295.49,Leidsebosje,park,4333.05,0.0,0.0,0.0,105,84.0,40.400000000000006,-0.2000000000000028,-0.4000000000000003,-0.200000000000001,0.0,0.0,97.6029154553006,0,0.16184971098265896,1.091891891891892,97.6029154553006,2,0
AH06,BU03630703,BU0363AH06,Leidsebuurt Zuidoost,Leidsebuurt-Zuidoost,De Weteringschans,Centrum,Amsterdam,51097.58,290,35,30,110,75,40,1.5,600.0,19.0,31.0,69.0,150.0,51.4,41.9,36.4,47.0,20.4,10.4,15.2,1.0,9.7,77.2,80.6,90.9,245.4,0.6,0.2,2.5,182.83,Unnamed,forest,274.22,0.0,0.0,0.0,305,25,45,120,70,45,1.5,650.0,14.0,26.0,73.0,150.13736691527814,62.9,55.1,77.4,49.5,18.9,8.5,12.1,1.0,9.4,45.0,62.7,48.8,188.5,0.9,0.2,3.1,179.47,Unnamed,forest,142.98,0.0,0.0,0.0,15,50.0,41.00000000000001,2.5,-1.5,-1.9000000000000004,0.0,-3.3600000000000136,0.137366915278136,0,0.08333333333333333,1.1263736263736266,0.13736691527813605,1,0
AH03,BU03630704,BU0363AH03,Weteringbuurt,Weteringbuurt,De Weteringschans,Centrum,Amsterdam,136276.41,2425,280,250,1070,545,280,1.6,567.0,15.0,40.0,60.0,1580.0,70.5,58.5,50.3,40.7,25.4,8.7,11.3,1.0,11.9,102.1,117.3,127.4,305.2,0.3,0.6,2.2,215.38,Unnamed,forest,1921.03,0.0,0.0,0.0,2455,200,340,1065,550,305,1.6,679.0,11.0,39.0,61.0,1420.0,62.9,55.1,77.4,42.8,23.4,7.7,11.5,1.0,5.3,36.2,48.8,36.0,145.8,0.6,0.8,3.0,215.38,Unnamed,forest,1921.03,0.0,0.0,0.0,30,112.0,27.10000000000001,2.0999999999999943,-2.0,-0.9999999999999992,0.0,0.0,-160.0,0,0.19753086419753085,0.5387673956262428,-160.0,1,0
AH07,BU03630705,BU0363AH07,Den Texbuurt,Den Texbuurt,De Weteringschans,Centrum,Amsterdam,112860.27,1080,130,115,375,275,190,1.8,779.0,11.0,43.0,56.0,610.0,60.4,48.9,45.6,39.6,32.4,7.6,12.7,1.0,13.5,103.4,87.8,110.9,257.2,0.5,0.7,2.5,55.32,Unnamed,forest,1921.03,13036.5,11.55,6.0,1170,105,165,440,255,195,1.7,898.0,10.0,46.0,54.0,620.0,62.9,55.1,77.4,38.8,30.4,6.5,11.5,1.0,6.6,33.0,36.2,33.2,126.0,0.8,0.8,3.1,55.32,Unnamed,forest,1921.03,23608.74,20.92,8.0,90,119.0,31.800000000000004,-0.8000000000000043,-2.0,-1.0999999999999996,9.37,0.0,10.0,0,0.1527599486521181,0.6973684210526316,10.0,1,0
AH04,BU03630706,BU0363AH04,Utrechtsebuurt Zuid,Utrechtsebuurt-Zuid,De Weteringschans,Centrum,Amsterdam,68786.26,1170,100,125,410,340,205,1.6,636.0,14.0,39.0,60.0,600.0,56.6,48.3,48.9,42.8,26.2,9.0,13.3,1.0,13.5,68.4,91.4,87.6,198.6,0.3,1.2,2.3,69.08,Unnamed,forest,872.32,1116.25,1.62,4.0,1220,90,135,455,315,215,1.5,750.0,13.0,39.0,60.0,720.0,62.9,55.1,77.4,42.1,23.6,8.0,12.8,1.0,7.0,36.2,31.6,26.5,106.2,0.3,1.3,2.7,70.03,Unnamed,forest,1002.33,896.53,1.3,3.0,50,114.0,28.500000000000007,-0.6999999999999957,-2.599999999999998,-1.0,-0.32,0.9500000000000028,120.0,0,0.1792452830188679,0.5828220858895707,120.0,2,0
AH08,BU03630707,BU0363AH08,Frederikspleinbuurt,Frederikspleinbuurt,De Weteringschans,Centrum,Amsterdam,155992.16,925,95,85,330,275,140,1.6,725.0,13.0,44.0,55.0,570.0,65.0,55.2,50.8,33.4,33.8,8.1,11.7,1.0,14.7,78.4,71.4,82.7,188.9,0.4,1.0,2.5,21.54,Unnamed,forest,2558.21,10768.56,6.9,11.0,960,70,105,355,255,170,1.6,857.0,10.0,46.0,54.0,580.0,62.9,55.1,77.4,36.8,32.1,8.9,13.0,1.0,7.7,32.7,27.4,26.0,99.1,0.5,1.2,2.7,17.71,Unnamed,forest,419.82,9318.83,5.97,13.0,35,132.0,26.60000000000001,3.3999999999999986,-1.6999999999999955,0.8000000000000007,-0.9300000000000006,-3.8299999999999983,10.0,0,0.1820689655172414,0.5236220472440947,10.0,1,0
AJ01,BU03630800,BU0363AJ01,Weesperbuurt,Weesperbuurt,Weesperbuurt/Plantage,Centrum,Amsterdam,279123.3,3105,205,480,1120,720,585,1.4,529.0,15.0,30.0,69.0,1730.0,51.7,46.0,54.4,52.9,19.3,10.1,17.7,1.0,8.1,33.1,51.5,53.3,105.6,0.4,1.1,2.0,200.44,Weesperplantsoen,park,1512.39,4323.96,1.55,5.0,3160,205,505,1160,655,640,1.5,619.0,15.0,30.0,69.0,1390.0,57.0,51.6,57.0,51.9,18.8,7.9,15.5,1.0,4.7,10.0,21.2,22.1,49.2,0.5,1.3,2.2,222.22,Unnamed,forest,387.9,2881.6,1.03,4.0,55,90.0,2.6000000000000014,-1.0,-0.5,-2.1999999999999997,-0.52,21.78,-340.0,0,0.17013232514177692,0.04779411764705885,-340.0,0,0
AJ03,BU03630801,BU0363AJ03,Sarphatistrook,Sarphatistrook,Weesperbuurt/Plantage,Centrum,Amsterdam,214481.13,2170,185,255,895,625,215,1.6,519.0,9.0,27.0,72.0,1210.0,50.8,43.8,39.1,48.6,21.1,11.2,16.4,1.0,7.8,25.9,25.3,38.7,75.8,0.4,0.7,1.8,224.79,Unnamed,forest,435.81,509.76,0.24,1.0,1955,165,340,790,435,230,1.5,625.0,9.0,29.0,71.0,1070.0,57.8,51.0,57.0,51.0,21.6,10.0,16.6,1.0,4.8,12.8,12.5,17.9,46.3,0.4,0.8,1.9,134.44,Unnamed,forest,237.98,511.68,0.24,1.0,-215,106.0,17.9,2.3999999999999986,0.5,-1.1999999999999993,0.0,-90.35,-140.0,0,0.20423892100192678,0.45780051150895135,-140.0,1,0
AJ02,BU03630803,BU0363AJ02,de Plantage,Plantage,Weesperbuurt/Plantage,Centrum,Amsterdam,377613.84,1805,190,225,550,510,335,1.6,598.0,12.0,48.0,52.0,1060.0,54.2,45.8,54.4,37.8,28.5,6.7,9.5,1.0,6.1,15.7,17.9,25.2,48.9,0.5,1.0,1.7,37.88,Unnamed,forest,364.42,26351.14,6.98,16.0,2520,210,330,880,545,550,1.6,708.0,10.0,37.0,63.0,1140.0,57.8,51.0,57.0,36.0,26.7,6.6,9.6,1.0,3.4,7.1,8.7,12.4,27.4,0.9,0.9,1.7,36.6,Unnamed,forest,395.16,25808.46,6.83,16.0,715,110.0,2.6000000000000014,-1.7999999999999972,-1.8000000000000007,-0.1000000000000005,-0.1500000000000003,-1.2800000000000011,80.0,0,0.18394648829431437,0.04779411764705885,80.0,0,0
AJ04,BU03630804,BU0363AJ04,Alexanderplein e.o.,Alexanderplein e.o.,Weesperbuurt/Plantage,Centrum,Amsterdam,48608.12,395,55,35,180,85,35,1.6,518.0,11.0,46.0,53.0,230.0,50.6,41.5,37.4,44.3,24.5,9.1,11.1,1.0,8.6,23.0,21.5,27.2,56.3,0.9,0.5,1.3,64.3,Unnamed,forest,637.14,1347.79,2.77,2.0,390,40,45,175,90,35,1.7,646.0,10.0,49.0,51.0,210.69655207772172,57.8,51.0,57.0,40.6,28.2,6.3,7.7,1.0,3.1,12.3,10.0,10.7,24.2,0.9,1.1,1.4,63.91,Unnamed,forest,610.08,1320.72,2.72,2.0,-5,128.0,19.6,-3.699999999999996,3.6999999999999993,-2.8,-0.0499999999999998,-0.3900000000000005,-19.30344792227825,0,0.2471042471042471,0.5240641711229947,-19.30344792227828,1,0
AK01,BU03630900,BU0363AK01,Marine-Etablissement,Marine-Etablissement,Oostelijke Eilanden/Kadijken,Centrum,Amsterdam,271576.74,75,10,0,30,30,10,1.7,794.9409091684023,21.10968887424544,64.95872503817806,35.04127496182194,60.0,38.7,33.2,31.5,52.9,16.8,12.7,20.7,1.0,0.9,1.7,3.3,5.2,12.8,0.7,2.6,2.1,532.54,Unnamed,forest,522.33,0.0,0.0,0.0,100,10,10,35,35,20,2.0,768.1888896352617,9.377257779577372,54.05941538674453,45.94058461325546,41.006604454018174,45.6,40.2,37.6,51.2,16.0,9.9,18.7,1.0,0.0,0.0,1.2,2.3,4.4,0.8,1.8,2.0,21.52,Unnamed,forest,1617.57,8187.4,3.01,11.0,25,-26.752019533140583,6.100000000000001,-1.6999999999999955,-0.8000000000000007,-2.799999999999999,3.01,-511.02,-18.993395545981823,0,-0.033652840386748,0.19365079365079368,-18.993395545981826,0,0
