BUURTCODE_2022,BUURTNAAM_2022,WIJKNAAM_2022,STADSDEELNAAM,buurt_area_m2,distance_to_nearest_green_m_2020,distance_to_nearest_green_m_2024,distance_change_m,nearest_green_name_2020,nearest_green_type_2020,nearest_green_area_m2_2020,nearest_green_name_2024,nearest_green_type_2024,nearest_green_area_m2_2024,total_green_area_m2_2020,total_green_area_m2_2024,green_coverage_percent_2020,green_coverage_percent_2024,coverage_change_percent,num_green_spaces_2020,num_green_spaces_2024
FG01,Middelveldsche Akerpolder,De Aker,Nieuw-West,352007.88,181.79,181.79,0.0,Unnamed,forest,1539.62,Unnamed,forest,1539.62,5839.39,5850.08,1.66,1.66,0.0,3,4
FG02,De Aker-West,De Aker,Nieuw-West,574252.5,344.1,255.59,-88.51000000000002,Iseoplantsoen,park,8485.7,Unnamed,forest,72.54,9926.55,10347.17,1.73,1.8,0.07,2,10
FG03,De Aker-Oost,De Aker,Nieuw-West,718524.28,219.46,219.46,0.0,Forintplantsoen,park,8606.72,Forintplantsoen,park,8606.72,14229.0,17999.87,1.98,2.51,0.5299999999999998,4,20
FL01,Oostoever Sloterplas,Slotervaart-Noord,Nieuw-West,647623.9,58.38,22.46,-35.92,Unnamed,forest,4731.41,Unnamed,forest,14241.26,204465.87,220797.49,31.57,34.09,2.520000000000003,19,23
FL02,Emanuel van Meterenbuurt,Slotervaart-Noord,Nieuw-West,584747.18,45.8,159.12,113.32,Unnamed,forest,1498.53,Unnamed,forest,16538.84,264590.56,289932.86,45.25,49.58,4.329999999999998,28,31
FL03,Jacob Geelbuurt,Slotervaart-Noord,Nieuw-West,321330.39,320.08,292.16,-27.91999999999996,Unnamed,forest,5672.4,Unnamed,forest,2904.0,9156.45,11650.38,2.85,3.63,0.7799999999999998,3,6
FM02,Overtoomse Veld-Noord,Overtoomse Veld,Nieuw-West,344678.43,101.43,89.65,-11.78,Unnamed,forest,833.78,Unnamed,forest,1228.36,15633.76,5486.91,4.54,1.59,-2.95,6,4
FM04,Overtoomse Veld-Zuid,Overtoomse Veld,Nieuw-West,306482.89,181.16,268.09,86.92999999999998,Unnamed,forest,650.95,Unnamed,forest,2196.21,10783.17,9972.63,3.52,3.25,-0.27,6,5
FM03,Rembrandtpark-Noord,Overtoomse Veld,Nieuw-West,304291.61,69.46,68.1,-1.3599999999999994,Unnamed,forest,2008.94,Unnamed,forest,2110.44,304291.61,83324.52,100.0,27.38,-72.62,45,44
FM05,Rembrandtpark-Zuid,Overtoomse Veld,Nieuw-West,316642.35,26.22,26.22,0.0,Unnamed,forest,1396.72,Unnamed,forest,1396.72,316642.35,112672.58,100.0,35.58,-64.42,63,35
FM06,Johan Jongkindbuurt,Overtoomse Veld,Nieuw-West,86904.45,51.97,51.97,0.0,Unnamed,forest,3537.91,Unnamed,forest,3537.91,6963.18,6435.15,8.01,7.4,-0.6099999999999994,2,2
FM01,Lucas/Andreasziekenhuis e.o.,Overtoomse Veld,Nieuw-West,184919.86,159.46,160.22,0.7599999999999909,Unnamed,forest,8929.92,Unnamed,forest,8888.54,8929.92,8888.54,4.83,4.81,-0.0200000000000004,1,1
FP02,Koningin Wilhelminaplein,Westlandgracht,Nieuw-West,263619.0,78.88,78.88,0.0,Unnamed,forest,579.99,Unnamed,forest,579.99,16945.35,16876.68,6.43,6.4,-0.0299999999999993,17,17
FP03,Andreasterrein,Westlandgracht,Nieuw-West,177421.22,136.87,136.03,-0.8400000000000034,Unnamed,forest,203.56,Unnamed,forest,134.78,29867.87,9595.9,16.83,5.41,-11.419999999999998,7,9
FP05,Delflandpleinbuurt-Oost,Westlandgracht,Nieuw-West,181604.3,114.03,114.03,0.0,Unnamed,forest,775.0,Unnamed,forest,775.0,5361.38,5361.38,2.95,2.95,0.0,4,4
FP04,Delflandpleinbuurt-West,Westlandgracht,Nieuw-West,340477.77,224.83,224.83,0.0,Unnamed,forest,1670.0,Unnamed,forest,1670.0,12491.63,12053.9,3.67,3.54,-0.1299999999999999,10,10
FP06,Riekerhaven,Westlandgracht,Nieuw-West,416482.87,114.7,118.69,3.989999999999995,Unnamed,forest,11692.27,Unnamed,forest,12060.87,27365.75,48237.36,6.57,11.58,5.01,11,13
FP01,Schipluidenbuurt,Westlandgracht,Nieuw-West,116487.38,66.54,140.17,73.62999999999998,Unnamed,forest,1395.97,Unnamed,forest,3537.91,5564.04,1579.06,4.78,1.36,-3.42,4,2
FQ09,Riekerpolder,Sloten/Nieuw-Sloten,Nieuw-West,645631.45,202.81,202.81,0.0,Unnamed,forest,615.81,Unnamed,forest,615.81,24649.64,38922.95,3.82,6.03,2.2100000000000004,10,14
FQ08,Park Haagseweg,Sloten/Nieuw-Sloten,Nieuw-West,121323.61,139.73,139.73,0.0,Unnamed,forest,1212.76,Unnamed,forest,1212.76,3243.01,3243.01,2.67,2.67,0.0,4,4
FQ10,Nieuwe Meer,Sloten/Nieuw-Sloten,Nieuw-West,2273734.01,120.43,120.43,0.0,Unnamed,forest,965.99,Unnamed,forest,965.99,588490.71,601300.22,25.88,26.45,0.5700000000000003,62,85
FQ07,Sloterweg e.o.,Sloten/Nieuw-Sloten,Nieuw-West,862533.26,98.74,98.74,0.0,Unnamed,forest,483.4,Unnamed,forest,483.45,159979.49,160914.88,18.55,18.66,0.1099999999999994,63,75
FQ02,Nieuw-Sloten-Noordwest,Sloten/Nieuw-Sloten,Nieuw-West,373501.54,187.92,187.92,0.0,Unnamed,forest,282.6,Unnamed,forest,282.6,22819.2,27450.03,6.11,7.35,1.239999999999999,7,11
FQ03,Nieuw-Sloten-Noordoost,Sloten/Nieuw-Sloten,Nieuw-West,480244.86,170.11,170.11,0.0,Unnamed,forest,55.02,Unnamed,forest,55.02,61086.97,62009.29,12.72,12.91,0.1899999999999995,9,10
FQ04,Nieuw-Sloten-Zuidwest,Sloten/Nieuw-Sloten,Nieuw-West,231670.25,297.62,66.16,-231.46,Unnamed,forest,169.41,Unnamed,forest,95.9,1337.76,3406.06,0.58,1.47,0.89,1,11
FQ06,Nieuw-Sloten-Zuidoost,Sloten/Nieuw-Sloten,Nieuw-West,256142.66,209.91,151.49,-58.41999999999999,Unnamed,forest,109.61,Unnamed,forest,102.97,5967.04,6070.01,2.33,2.37,0.04,5,6
TA01,Hoofdcentrum-Zuidoost,Amstel III/Bullewijk,Zuidoost,342121.93,239.57,194.51,-45.06,ArenaPark,park,20071.36,Unnamed,forest,96.93,21374.13,22090.12,6.25,6.46,0.2099999999999999,6,10
TA03,Amstel III deel A/B-Noord,Amstel III/Bullewijk,Zuidoost,799539.37,265.09,265.06,-0.0299999999999727,Unnamed,forest,1401.75,Unnamed,forest,1403.1,1401.75,4852.28,0.18,0.61,0.43,1,7
TA02,Amstel III deel C/D-Noord,Amstel III/Bullewijk,Zuidoost,989709.36,381.14,112.96,-268.18,Unnamed,forest,1507.81,Unnamed,forest,154.84,9921.3,11186.36,1.0,1.13,0.1299999999999999,5,6
TA05,Amstel III deel A/B-Zuid,Amstel III/Bullewijk,Zuidoost,375474.0,179.56,199.69,20.129999999999995,Unnamed,forest,1318.41,Unnamed,forest,607.02,8080.74,7252.46,2.15,1.93,-0.2199999999999999,4,4
TA04,Amstel III deel C/D-Zuid,Amstel III/Bullewijk,Zuidoost,359974.73,326.93,61.94,-264.99,Unnamed,forest,2746.13,Unnamed,forest,1358.73,2746.13,3404.74,0.76,0.95,0.1899999999999999,1,2
TA06,AMC,Amstel III/Bullewijk,Zuidoost,801510.22,59.18,59.77,0.5900000000000034,Unnamed,park,2277.89,Unnamed,park,1992.19,141049.42,134941.18,17.6,16.84,-0.7600000000000016,63,71
TA07,Hoge Dijk,Amstel III/Bullewijk,Zuidoost,1605346.84,15.19,16.88,1.6899999999999995,Unnamed,forest,1508.33,Unnamed,forest,1673.33,174561.16,247949.11,10.87,15.45,4.58,74,168
TB01,Venserpolder-West,Venserpolder,Zuidoost,498446.08,185.27,185.27,0.0,Unnamed,forest,1091.5,Unnamed,forest,1091.5,17410.26,29106.01,3.49,5.84,2.35,21,27
TB02,Venserpolder-Oost,Venserpolder,Zuidoost,322588.21,38.87,38.87,0.0,Unnamed,forest,124.45,Unnamed,forest,124.45,30949.58,36676.95,9.59,11.37,1.7799999999999994,32,34
TC01,D-buurt,Amsterdamse Poort e.o.,Zuidoost,277007.1,127.79,99.32,-28.470000000000013,Unnamed,park,602.27,Unnamed,forest,417.24,97240.66,105102.89,35.1,37.94,2.8399999999999963,10,16
TC02,F-buurt,Amsterdamse Poort e.o.,Zuidoost,232052.55,52.37,52.37,0.0,Unnamed,forest,1335.99,Unnamed,forest,1335.99,21087.2,20418.15,9.09,8.8,-0.2899999999999991,32,32
TC03,Amsterdamse Poort,Amsterdamse Poort e.o.,Zuidoost,431419.65,205.78,205.78,0.0,Unnamed,forest,382.0,Unnamed,forest,382.0,11584.95,11910.19,2.69,2.76,0.0699999999999998,6,7
AB02,Driehoekbuurt,Jordaan,Centrum,106075.76,483.97,230.75,-253.22000000000003,Frederik Hendrikplantsoen,park,9556.42,Unnamed,park,2025.15,0.0,0.0,0.0,0.0,0.0,0,0
AB07,Bloemgrachtbuurt,Jordaan,Centrum,127092.21,352.5,282.78,-69.72000000000003,Unnamed,park,175.55,Tweede Marnixplantsoen,park,2262.82,0.0,0.0,0.0,0.0,0.0,0,0
AB01,Marnixbuurt-Noord,Jordaan,Centrum,72112.46,287.3,65.97,-221.33,Frederik Hendrikplantsoen,park,9556.42,Unnamed,park,2025.15,81.6,2175.64,0.11,3.02,2.91,1,2
AB04,Zaagpoortbuurt,Jordaan,Centrum,37938.57,192.2,192.92,0.7199999999999989,Unnamed,park,175.55,Unnamed,park,191.74,175.55,1881.21,0.46,4.96,4.5,1,2
AB06,Marnixbuurt-Midden,Jordaan,Centrum,21591.34,400.04,173.1,-226.94000000000003,Unnamed,park,106.54,Tweede Marnixplantsoen,park,2262.82,0.0,0.0,0.0,0.0,0.0,0,0
AB10,Elandsgrachtbuurt,Jordaan,Centrum,207902.0,684.6,479.31,-205.29,Bilderdijkpark,park,6102.4,Tweede Marnixplantsoen,park,2262.82,0.0,0.0,0.0,0.0,0.0,0,0
AB11,Passeerdersgrachtbuurt,Jordaan,Centrum,54682.04,423.77,365.94,-57.829999999999984,Leidsebosje,park,4551.86,Unnamed,park,84.51,0.0,0.0,0.0,0.0,0.0,0,0
AB08,Groenmarktkadebuurt,Jordaan,Centrum,49465.89,452.99,452.99,0.0,Bilderdijkpark,park,6102.4,Bilderdijkpark,park,6102.4,0.0,0.0,0.0,0.0,0.0,0,0
AB09,Marnixbuurt-Zuid,Jordaan,Centrum,51230.08,398.85,200.72,-198.13,Leidsebosje,park,4551.86,Unnamed,park,84.51,0.0,0.0,0.0,0.0,0.0,0,0
AH01,Leidsebuurt-Noordwest,De Weteringschans,Centrum,28545.33,259.25,259.25,0.0,Leidsebosje,park,4551.86,Leidsebosje,park,4551.86,0.0,0.0,0.0,0.0,0.0,0,0
AH05,Leidsebuurt-Zuidwest,De Weteringschans,Centrum,32555.8,114.44,114.44,0.0,Leidsebosje,park,4551.86,Leidsebosje,park,4551.86,0.0,0.0,0.0,0.0,0.0,0,0
AH02,Leidsebuurt-Noordoost,De Weteringschans,Centrum,61564.6,295.49,295.49,0.0,Leidsebosje,park,4333.05,Leidsebosje,park,4333.05,0.0,0.0,0.0,0.0,0.0,0,0
AH06,Leidsebuurt-Zuidoost,De Weteringschans,Centrum,51097.58,182.83,179.47,-3.3600000000000136,Unnamed,forest,274.22,Unnamed,forest,142.98,0.0,0.0,0.0,0.0,0.0,0,0
AH03,Weteringbuurt,De Weteringschans,Centrum,136276.41,215.38,215.38,0.0,Unnamed,forest,1921.03,Unnamed,forest,1921.03,0.0,0.0,0.0,0.0,0.0,0,0
AH07,Den Texbuurt,De Weteringschans,Centrum,112860.27,55.32,55.32,0.0,Unnamed,forest,1921.03,Unnamed,forest,1921.03,13036.5,23608.74,11.55,20.92,9.37,6,8
AH04,Utrechtsebuurt-Zuid,De Weteringschans,Centrum,68786.26,69.08,70.03,0.9500000000000028,Unnamed,forest,872.32,Unnamed,forest,1002.33,1116.25,896.53,1.62,1.3,-0.32,4,3
AH08,Frederikspleinbuurt,De Weteringschans,Centrum,155992.16,21.54,17.71,-3.8299999999999983,Unnamed,forest,2558.21,Unnamed,forest,419.82,10768.56,9318.83,6.9,5.97,-0.9300000000000006,11,13
AJ01,Weesperbuurt,Weesperbuurt/Plantage,Centrum,279123.3,200.44,222.22,21.78,Weesperplantsoen,park,1512.39,Unnamed,forest,387.9,4323.96,2881.6,1.55,1.03,-0.52,5,4
AJ03,Sarphatistrook,Weesperbuurt/Plantage,Centrum,214481.13,224.79,134.44,-90.35,Unnamed,forest,435.81,Unnamed,forest,237.98,509.76,511.68,0.24,0.24,0.0,1,1
AK01,Marine-Etablissement,Oostelijke Eilanden/Kadijken,Centrum,271576.74,532.54,21.52,-511.02,Unnamed,forest,522.33,Unnamed,forest,1617.57,0.0,8187.4,0.0,3.01,3.01,0,11
AK02,Kattenburg,Oostelijke Eilanden/Kadijken,Centrum,120705.54,388.91,165.17,-223.74000000000004,Touwbaanpark,park,2503.4,Unnamed,forest,2018.18,0.0,2018.18,0.0,1.67,1.67,0,1
AK03,Wittenburg,Oostelijke Eilanden/Kadijken,Centrum,180470.68,219.97,219.97,0.0,Touwbaanpark,park,2503.4,Touwbaanpark,park,2503.4,0.0,224.13,0.0,0.12,0.12,0,1
AK04,Oostenburg,Oostelijke Eilanden/Kadijken,Centrum,247469.96,178.53,178.53,0.0,Oostenburgerpark,park,7804.41,Oostenburgerpark,park,7804.41,10307.82,10307.82,4.17,4.17,0.0,2,2
AK05,Czaar Peterbuurt,Oostelijke Eilanden/Kadijken,Centrum,107700.17,243.04,243.04,0.0,Oostenburgerpark,park,7804.41,Oostenburgerpark,park,7804.41,0.0,0.0,0.0,0.0,0.0,0,0
AK08,Kazernebuurt,Oostelijke Eilanden/Kadijken,Centrum,66044.96,257.23,257.23,0.0,Unnamed,forest,1172.67,Unnamed,forest,1172.67,0.0,0.0,0.0,0.0,0.0,0,0
BA04,Petroleumhaven,Havens-West,Westpoort,3217182.14,85.7,339.99,254.29,Unnamed,forest,340.17,Unnamed,forest,1073.33,33634.34,37271.36,1.05,1.16,0.1099999999999998,22,26
BA03,Westhaven-Noord,Havens-West,Westpoort,5696028.46,757.27,481.65,-275.62,Unnamed,forest,6772.57,Unnamed,forest,295.26,83459.47,53053.38,1.47,0.93,-0.5399999999999999,25,37
BA05,Vervoerscentrum,Havens-West,Westpoort,700347.77,284.47,229.14,-55.33000000000004,Unnamed,forest,1572.81,Unnamed,forest,18.1,31331.09,22363.45,4.47,3.19,-1.2799999999999998,8,14
BA02,Amerikahaven,Havens-West,Westpoort,10121417.04,679.77,679.77,0.0,Unnamed,forest,1367.79,Unnamed,forest,1367.79,40732.68,74674.87,0.4,0.74,0.3399999999999999,21,66
BA01,Afrikahaven,Havens-West,Westpoort,5357951.74,212.34,212.08,-0.2599999999999909,Unnamed,forest,3758.65,Unnamed,forest,2921.08,118736.58,163459.58,2.22,3.05,0.8299999999999996,56,121
FA01,Sloterdijk De Heining,Sloterdijk Nieuw-West,Nieuw-West,1125595.57,22.93,22.93,0.0,Unnamed,forest,2478.87,Unnamed,forest,2478.87,891814.26,883817.0,79.23,78.52,-0.710000000000008,23,33
FA08,Sloterdijk Stationskwartier,Sloterdijk Nieuw-West,Nieuw-West,864468.09,286.42,20.85,-265.57,Unnamed,forest,1218.98,Unnamed,forest,108.48,22951.38,22408.23,2.65,2.59,-0.06,15,16
EC01,Houthavens-West,Houthavens,West,663445.51,344.61,335.74,-8.870000000000005,Dijkpark,park,17884.83,Houthavenpark,park,24595.18,23905.73,29833.22,3.6,4.5,0.8999999999999999,6,7
EC02,Houthavens-Oost,Houthavens,West,256246.16,272.61,272.61,0.0,Stenen Hoofd,park,10447.55,Stenen Hoofd,park,10447.55,10447.55,10447.55,4.08,4.08,0.0,1,1
EB08,Zeeheldenbuurt,Spaarndammerbuurt/Zeeheldenbuurt,West,103336.47,200.06,200.06,0.0,Toon Ylandplantsoen,park,1291.09,Toon Ylandplantsoen,park,1291.09,0.0,0.0,0.0,0.0,0.0,0,0
EB07,Spaarndammerbuurt-Noordoost,Spaarndammerbuurt/Zeeheldenbuurt,West,111765.73,331.0,331.0,0.0,Domela Nieuwenhuisplantsoen,park,2222.24,Domela Nieuwenhuisplantsoen,park,2222.24,0.0,0.0,0.0,0.0,0.0,0,0
EB10,Spaarndammerbuurt-Zuidoost,Spaarndammerbuurt/Zeeheldenbuurt,West,56727.93,123.85,123.85,0.0,Domela Nieuwenhuisplantsoen,park,2222.24,Domela Nieuwenhuisplantsoen,park,2222.24,0.0,0.0,0.0,0.0,0.0,0,0
EB06,Spaarndammerbuurt-Zuidwest,Spaarndammerbuurt/Zeeheldenbuurt,West,75787.78,178.16,178.12,-0.039999999999992,Unnamed,forest,3406.55,Unnamed,forest,3416.68,6457.6,6457.6,8.52,8.52,0.0,4,4
EB05,Spaarndammerbuurt-Midden,Spaarndammerbuurt/Zeeheldenbuurt,West,57343.94,69.93,71.24,1.309999999999988,Unnamed,forest,354.62,Unnamed,forest,489.49,3715.18,3850.05,6.48,6.71,0.2299999999999995,4,4
EB04,Spaarndammerbuurt-Noordwest,Spaarndammerbuurt/Zeeheldenbuurt,West,119158.56,35.63,35.63,0.0,Unnamed,forest,236.86,Unnamed,forest,236.86,1514.47,4023.19,1.27,3.38,2.11,2,4
EB09,Westergasfabriek,Spaarndammerbuurt/Zeeheldenbuurt,West,257057.65,98.08,21.49,-76.59,Unnamed,park,2145.18,Unnamed,forest,650.16,209016.29,212735.31,81.31,82.76,1.4500000000000028,26,37
EH04,De Wittenbuurt-Noord,Staatsliedenbuurt,West,74646.09,272.18,228.47,-43.71000000000001,Unnamed,park,3209.17,Unnamed,park,2025.15,0.0,0.0,0.0,0.0,0.0,0,0
EH05,De Wittenbuurt-Zuid,Staatsliedenbuurt,West,46309.54,275.2,275.2,0.0,Frederik Hendrikplantsoen,park,9556.42,Frederik Hendrikplantsoen,park,9556.42,0.0,0.0,0.0,0.0,0.0,0,0
EH03,Staatsliedenbuurt-Noordoost,Staatsliedenbuurt,West,68156.3,127.12,127.12,0.0,Unnamed,forest,133.73,Unnamed,forest,133.73,0.0,0.0,0.0,0.0,0.0,0,0
EH02,Fannius Scholtenbuurt,Staatsliedenbuurt,West,111013.89,292.03,292.03,0.0,Unnamed,forest,637.58,Unnamed,forest,637.58,0.0,0.0,0.0,0.0,0.0,0,0
EH01,Westerstaatsman,Staatsliedenbuurt,West,100221.71,294.65,294.65,0.0,Unnamed,park,423.43,Unnamed,park,423.43,0.0,0.0,0.0,0.0,0.0,0,0
EH06,Buyskade e.o.,Staatsliedenbuurt,West,130482.3,105.19,105.19,0.0,Unnamed,park,423.43,Unnamed,park,423.43,836.73,892.08,0.64,0.68,0.04,2,2
EG02,GWL-terrein,Centrale Markt,West,65849.94,308.24,239.67,-68.57000000000002,Unnamed,park,527.66,Unnamed,forest,300.27,0.0,0.0,0.0,0.0,0.0,0,0
EG03,Markthallen,Centrale Markt,West,283051.4,240.64,228.3,-12.339999999999977,Unnamed,forest,639.86,Unnamed,forest,265.82,3176.94,3176.94,1.12,1.12,0.0,2,2
EG01,Bedrijvencentrum Westerkwartier,Centrale Markt,West,151776.28,119.7,119.7,0.0,Unnamed,forest,10873.49,Unnamed,forest,10873.49,14298.73,14298.73,9.42,9.42,0.0,3,3
EG04,Marcanti,Centrale Markt,West,71865.19,146.56,142.5,-4.060000000000002,Unnamed,forest,564.79,Unnamed,forest,82.97,0.0,82.97,0.0,0.12,0.12,0,1
EJ01,Frederik Hendrikbuurt-Noord,Frederik Hendrikbuurt,West,212353.38,51.68,51.68,0.0,Unnamed,forest,1145.91,Unnamed,forest,1145.91,16221.0,24335.45,7.64,11.46,3.820000000000001,5,6
EJ03,Frederik Hendrikbuurt-Zuidoost,Frederik Hendrikbuurt,West,124670.03,186.0,186.0,0.0,Unnamed,park,106.54,Unnamed,park,106.54,0.0,573.35,0.0,0.46,0.46,0,1
EJ02,Frederik Hendrikbuurt-Zuidwest,Frederik Hendrikbuurt,West,84195.81,24.68,24.68,0.0,Unnamed,park,217.81,Unnamed,park,217.81,756.18,756.18,0.9,0.9,0.0,6,6
EP01,Bellamybuurt-Noord,Bellamybuurt,West,110050.27,88.1,88.1,0.0,Unnamed,forest,105.67,Unnamed,forest,105.67,5626.06,5889.47,5.11,5.35,0.2399999999999993,3,4
EP02,Bellamybuurt-Zuid,Bellamybuurt,West,163782.75,131.06,131.82,0.7599999999999909,Unnamed,park,340.55,Caspar Flickhof,park,506.32,2182.46,2348.22,1.33,1.43,0.0999999999999998,2,2
ES03,Da Costabuurt-Zuid,Van Lennepbuurt,West,88419.68,469.43,150.6,-318.83000000000004,Bellamyplein,park,1841.91,Unnamed,park,84.51,0.0,0.0,0.0,0.0,0.0,0,0
ES02,Borgerbuurt,Van Lennepbuurt,West,124841.23,246.96,250.62,3.6599999999999966,Unnamed,park,2179.51,Unnamed,park,1926.89,0.0,0.0,0.0,0.0,0.0,0,0
ES01,Lootsbuurt,Van Lennepbuurt,West,74390.14,138.39,138.39,0.0,Unnamed,forest,371.38,Unnamed,forest,371.38,0.0,0.0,0.0,0.0,0.0,0,0
EU03,Helmersbuurt-Oost,Helmersbuurt,West,112518.0,290.72,145.32,-145.40000000000003,Leidsebosje,park,4551.86,Unnamed,park,84.51,0.0,84.51,0.0,0.08,0.08,0,1
EU02,WG-terrein,Helmersbuurt,West,167823.81,79.39,78.2,-1.1899999999999975,Helmersplantsoen,park,1960.89,Helmersplantsoen,park,1873.76,4140.4,3800.64,2.47,2.26,-0.2100000000000004,2,2
EU01,Cremerbuurt-Oost,Helmersbuurt,West,68943.21,131.61,130.31,-1.3000000000000114,Unnamed,park,2179.51,Unnamed,park,1926.89,0.0,0.0,0.0,0.0,0.0,0,0
ET01,Cremerbuurt-West,Overtoomse Sluis,West,206009.81,155.61,155.61,0.0,Unnamed,forest,1296.98,Unnamed,forest,1296.98,2531.41,2531.41,1.23,1.23,0.0,2,2
ET02,Vondelparkbuurt-West,Overtoomse Sluis,West,102611.03,62.51,62.51,0.0,Unnamed,forest,314.06,Unnamed,forest,314.06,1899.62,1820.14,1.85,1.77,-0.08,7,7
EV02,Vondelparkbuurt-Oost,Vondelparkbuurt,West,130121.71,151.84,151.84,0.0,Unnamed,forest,982.73,Unnamed,forest,982.73,14124.65,13743.07,10.85,10.56,-0.2899999999999991,6,6
EV01,Vondelparkbuurt-Midden,Vondelparkbuurt,West,91092.45,65.63,62.0,-3.629999999999996,Unnamed,forest,4774.28,Unnamed,forest,4755.95,10694.32,10698.4,11.74,11.74,0.0,4,4
MF01,Timorpleinbuurt-Noord,Indische Buurt-West,Oost,176083.53,277.35,277.35,0.0,Unnamed,forest,2319.25,Unnamed,forest,2319.25,628.03,628.03,0.36,0.36,0.0,1,1
MF02,Timorpleinbuurt-Zuid,Indische Buurt-West,Oost,145566.74,273.0,273.0,0.0,Unnamed,forest,1411.09,Unnamed,forest,1411.09,151.72,151.72,0.1,0.1,0.0,1,1
MG01,Makassarpleinbuurt,Indische Buurt-Oost,Oost,267050.15,258.21,247.16,-11.049999999999985,Unnamed,forest,2104.83,Unnamed,forest,322.9,4295.52,4754.49,1.61,1.78,0.1699999999999999,4,6
MG03,Sumatraplantsoenbuurt,Indische Buurt-Oost,Oost,140401.76,198.94,199.29,0.3499999999999943,Unnamed,forest,14695.05,Unnamed,forest,14808.58,0.0,0.0,0.0,0.0,0.0,0,0
MG02,Zeeburgerdijk-Oost,Indische Buurt-Oost,Oost,126948.99,77.41,38.18,-39.23,Unnamed,forest,5634.87,Unnamed,forest,274.28,9351.58,10258.62,7.37,8.08,0.71,3,7
MG04,Flevopark,Indische Buurt-Oost,Oost,760141.12,100.3,101.61,1.3100000000000025,Unnamed,forest,3076.85,Unnamed,forest,3199.12,442139.08,436092.61,58.17,57.37,-0.8000000000000043,33,45
MA03,Oostelijke Handelskade,Oostelijk Havengebied,Oost,357562.54,344.11,142.18,-201.93,Unnamed,forest,69.59,Unnamed,forest,720.36,0.0,50.57,0.0,0.01,0.01,0,3
MA04,Rietlanden,Oostelijk Havengebied,Oost,344099.86,119.56,119.56,0.0,Rietlandpark,park,72973.0,Rietlandpark,park,72973.0,74555.87,74555.87,21.67,21.67,0.0,3,3
MA01,Java-eiland,Oostelijk Havengebied,Oost,713315.05,135.01,135.01,0.0,Unnamed,forest,75.13,Unnamed,forest,75.13,4813.05,4185.92,0.67,0.59,-0.08,15,13
MA05,Sporenburg,Oostelijk Havengebied,Oost,364416.58,68.32,69.29,0.9700000000000132,Keesje Brijdeplantsoen,park,7628.18,Keesje Brijdeplantsoen,park,7745.38,7628.18,7745.38,2.09,2.13,0.04,1,1
MA06,Borneo,Oostelijk Havengebied,Oost,267297.0,249.43,249.82,0.3899999999999863,Keesje Brijdeplantsoen,park,7628.18,Keesje Brijdeplantsoen,park,7745.38,0.0,0.0,0.0,0.0,0.0,0,0
MA07,Entrepot-Noordwest,Oostelijk Havengebied,Oost,127392.28,166.53,48.55,-117.98,Unnamed,forest,543.34,Unnamed,forest,324.33,604.13,924.35,0.47,0.73,0.26,2,3
MA09,Architectenbuurt,Oostelijk Havengebied,Oost,142191.24,325.12,325.12,0.0,Unnamed,forest,543.34,Unnamed,forest,543.34,0.0,0.0,0.0,0.0,0.0,0,0
MA08,Bedrijvengebied Veelaan,Oostelijk Havengebied,Oost,51205.66,166.31,161.48,-4.8300000000000125,Unnamed,forest,543.34,Unnamed,forest,324.33,157.4,157.4,0.31,0.31,0.0,1,1
MA10,Cruquiusbuurt,Oostelijk Havengebied,Oost,310395.67,357.0,343.8,-13.199999999999989,Unnamed,forest,5634.87,Unnamed,forest,274.28,0.0,0.0,0.0,0.0,0.0,0,0
MA11,Bedrijvengebied Zeeburgerkade,Oostelijk Havengebied,Oost,99550.34,370.77,370.77,0.0,Unnamed,forest,543.34,Unnamed,forest,543.34,0.0,0.0,0.0,0.0,0.0,0,0
MH01,Sluisbuurt,Zeeburgereiland/Bovendiep,Oost,664904.17,143.23,143.23,0.0,Unnamed,forest,515.54,Unnamed,forest,515.54,6843.94,1691.66,1.03,0.25,-0.78,11,4
MH05,Baaibuurt-Oost,Zeeburgereiland/Bovendiep,Oost,500349.53,344.03,344.03,0.0,Unnamed,forest,143.82,Unnamed,forest,143.82,2068.53,2929.31,0.41,0.59,0.18,3,4
MH04,Baaibuurt-West,Zeeburgereiland/Bovendiep,Oost,276055.38,140.51,140.51,0.0,Unnamed,forest,1973.89,Unnamed,forest,1973.89,8428.16,13306.7,3.05,4.82,1.7700000000000005,9,11
MH06,Bovendiep/Diemerpark,Zeeburgereiland/Bovendiep,Oost,2399936.54,137.89,137.89,0.0,Unnamed,forest,5643.31,Unnamed,forest,5643.31,682377.92,690231.85,28.43,28.76,0.3300000000000018,13,27
MJ01,Steigereiland-Zuid,IJburg-West,Oost,403590.28,342.85,342.85,0.0,Steigerpark,park,3374.49,Steigerpark,park,3374.49,3374.49,3374.49,0.84,0.84,0.0,1,1
MJ03,Rieteilanden-West,IJburg-West,Oost,441221.04,354.17,354.17,0.0,Ed Pelsterpark,park,8724.17,Ed Pelsterpark,park,8724.17,45786.51,45786.51,10.38,10.38,0.0,1,1
ML03,Rieteiland-Oost,IJburg-Zuid,Oost,206371.85,335.99,208.31,-127.68,Unnamed,forest,1774.45,Unnamed,forest,1525.67,117.17,117.17,0.06,0.06,0.0,1,1
