BUURTCODE_2022,BUURTNAAM_2022,WIJKNAAM_2022,STADSDEELNAAM,buurt_area_m2,distance_to_nearest_green_m_2020,distance_to_nearest_green_m_2024,distance_change_m,nearest_green_name_2020,nearest_green_type_2020,nearest_green_area_m2_2020,nearest_green_name_2024,nearest_green_type_2024,nearest_green_area_m2_2024,total_green_area_m2_2020,total_green_area_m2_2024,green_coverage_percent_2020,green_coverage_percent_2024,coverage_change_percent,num_green_spaces_2020,num_green_spaces_2024
ML02,Theo van Goghparkbuurt,IJburg-Zuid,Oost,601977.49,124.64,129.34,4.700000000000003,Theo van Goghpark,park,41196.12,Theo van Goghpark,park,42443.99,43521.81,42443.99,7.23,7.05,-0.1800000000000006,3,1
ML01,Havenkwartier IJburg,IJburg-Zuid,Oost,160977.34,162.12,367.86,205.74,Unnamed,park,1008.09,Theo van Goghpark,park,42443.99,515.65,0.0,0.32,0.0,-0.32,2,0
NG03,Nintemanterrein,Elzenhagen,Noord,39016.96,58.25,57.79,-0.4600000000000008,Unnamed,forest,495.47,Unnamed,forest,434.96,8575.99,5498.7,21.98,14.09,-7.890000000000001,7,5
NG02,Elzenhagen-Zuid,Elzenhagen,Noord,312681.26,26.37,13.75,-12.62,Unnamed,forest,914.42,Unnamed,forest,162.34,44203.78,13588.56,14.14,4.35,-9.79,19,21
NG01,Elzenhagen-Noord,Elzenhagen,Noord,509158.65,185.57,125.65,-59.91999999999999,Unnamed,forest,1402.44,Unnamed,forest,80.84,40028.46,44089.08,7.86,8.66,0.7999999999999998,13,17
EE03,Bedrijventerrein Landlust,Landlust,West,140034.85,179.37,168.34,-11.03,Unnamed,park,331.87,Unnamed,forest,2188.33,0.0,2188.33,0.0,1.56,1.56,0,1
EE01,Bosleeuw,Landlust,West,342857.71,138.28,138.28,0.0,Unnamed,forest,735.28,Unnamed,forest,735.28,15844.53,13585.06,4.62,3.96,-0.6600000000000001,10,8
EE06,Landlust-Zuid,Landlust,West,216843.94,199.93,160.5,-39.43000000000001,Unnamed,forest,639.86,Unnamed,forest,519.1,8065.63,11204.71,3.72,5.17,1.4499999999999995,3,7
EE05,Erasmusparkbuurt-Oost,Landlust,West,90692.16,210.9,99.84,-111.06,Wachterliedplantsoen,park,14398.36,Unnamed,wood,1336.4,0.0,0.0,0.0,0.0,0.0,0,0
ED04,Robert Scottbuurt-West,De Kolenkit,West,148490.79,151.91,151.91,0.0,Unnamed,forest,4759.63,Unnamed,forest,4759.63,4759.63,4759.63,3.21,3.21,0.0,1,1
ED03,Laan van Spartaan,De Kolenkit,West,165770.96,147.52,147.52,0.0,Willem Augustinpark,park,3541.1,Willem Augustinpark,park,3541.1,5528.01,5528.01,3.33,3.33,0.0,2,2
ED02,Kolenkitbuurt-Zuid,De Kolenkit,West,127922.66,185.38,185.38,0.0,Willem Augustinpark,park,3541.1,Willem Augustinpark,park,3541.1,2748.69,2748.69,2.15,2.15,0.0,1,1
ED01,Kolenkitbuurt-Noord,De Kolenkit,West,298884.99,145.54,145.54,0.0,Unnamed,forest,2800.35,Unnamed,forest,2800.35,20789.71,21301.85,6.96,7.13,0.1699999999999999,9,9
EL01,Pieter van der Doesbuurt,Geuzenbuurt,West,74978.66,262.56,262.6,0.0400000000000204,De Krommert,park,3205.66,De Krommert,park,3207.02,0.0,0.0,0.0,0.0,0.0,0,0
EK04,John Franklinbuurt,Van Galenbuurt,West,74913.85,213.17,213.17,0.0,Unnamed,forest,520.71,Unnamed,forest,520.71,0.0,0.0,0.0,0.0,0.0,0,0
EK03,Jan Maijenbuurt,Van Galenbuurt,West,78371.03,195.44,195.44,0.0,Unnamed,forest,1218.83,Unnamed,forest,1218.83,0.0,0.0,0.0,0.0,0.0,0,0
EK02,Orteliusbuurt-Noord,Van Galenbuurt,West,42626.7,85.84,85.84,0.0,Unnamed,forest,2328.72,Unnamed,forest,2328.64,0.0,0.0,0.0,0.0,0.0,0,0
EK01,Mercatorpark,Van Galenbuurt,West,98159.81,12.87,12.87,0.0,Unnamed,forest,1236.45,Unnamed,forest,1236.45,7667.8,9877.13,7.81,10.06,2.250000000000001,5,8
EM02,Balboaplein e.o.,Hoofdweg e.o.,West,120096.81,373.93,374.77,0.839999999999975,Unnamed,forest,1783.66,Unnamed,forest,1864.73,0.0,0.0,0.0,0.0,0.0,0,0
EM04,Columbusplein e.o.,Hoofdweg e.o.,West,155102.68,338.38,338.38,0.0,Unnamed,forest,371.38,Unnamed,forest,371.38,0.0,0.0,0.0,0.0,0.0,0,0
EM01,Orteliusbuurt-Midden,Hoofdweg e.o.,West,60909.42,116.18,116.18,0.0,Unnamed,forest,4928.05,Unnamed,forest,4928.05,2588.83,1444.96,4.25,2.37,-1.88,3,2
EM03,Orteliusbuurt-Zuid,Hoofdweg e.o.,West,83603.74,90.19,86.21,-3.980000000000004,Unnamed,forest,643.71,Unnamed,forest,1081.02,6614.26,2456.4,7.91,2.94,-4.970000000000001,8,7
ER02,Paramariboplein e.o.,Westindische Buurt,West,171293.28,203.28,203.91,0.6299999999999955,Unnamed,forest,337.44,Unnamed,forest,256.79,337.44,256.79,0.2,0.15,-0.05,1,1
ER01,Postjeskade e.o.,Westindische Buurt,West,175518.39,118.9,120.7,1.7999999999999972,Unnamed,forest,332.06,Unnamed,forest,207.3,1004.98,880.23,0.57,0.5,-0.0699999999999999,4,4
NK03,Van der Pekbuurt,Volewijck,Noord,579481.06,128.56,56.16,-72.4,Unnamed,park,1755.25,Unnamed,forest,84.48,35942.61,32443.44,6.2,5.6,-0.6000000000000005,15,37
NK02,Bloemenbuurt-Zuid,Volewijck,Noord,370906.1,66.42,63.45,-2.969999999999999,Unnamed,forest,462.35,Unnamed,forest,53.91,158791.57,151128.47,42.81,40.75,-2.0600000000000023,42,48
NK01,Bloemenbuurt-Noord,Volewijck,Noord,362674.3,106.86,106.86,0.0,Unnamed,forest,617.75,Unnamed,forest,617.75,148626.76,144335.63,40.98,39.8,-1.1799999999999995,34,40
NL04,IJplein e.o.,IJplein/Vogelbuurt,Noord,397497.94,4.59,4.86,0.2700000000000004,Unnamed,forest,40.23,Unnamed,forest,50.44,6639.53,2669.41,1.67,0.67,-1.0,11,7
NL03,Vogelbuurt-Zuid,IJplein/Vogelbuurt,Noord,341932.04,148.57,171.46,22.89000000000001,Unnamed,forest,3486.86,Unnamed,forest,622.69,22145.27,11962.79,6.48,3.5,-2.9800000000000004,7,12
NL01,Vogelbuurt-Noord,IJplein/Vogelbuurt,Noord,318826.27,40.75,34.15,-6.600000000000001,Unnamed,forest,456.5,Unnamed,forest,383.0,257609.35,184915.8,80.8,58.0,-22.8,34,42
NL02,Vliegenbos,IJplein/Vogelbuurt,Noord,395042.49,12.26,11.91,-0.3499999999999996,W.H. Vliegenbos,park,280313.27,W.H. Vliegenbos,park,279770.79,395042.49,395042.49,100.0,100.0,0.0,65,76
NN01,Tuindorp Nieuwendam-West,Tuindorp Nieuwendam,Noord,119781.18,149.36,82.18,-67.18,Unnamed,forest,216.27,Unnamed,park,280.73,970.03,1258.83,0.81,1.05,0.24,5,6
NN02,Tuindorp Nieuwendam-Oost,Tuindorp Nieuwendam,Noord,350772.44,85.38,63.06,-22.319999999999997,Unnamed,forest,151.51,Unnamed,forest,98.81,68983.55,69945.68,19.67,19.94,0.2699999999999996,18,22
NM01,Blauwe Zand,Tuindorp Buiksloot,Noord,173021.82,122.59,116.03,-6.560000000000002,Unnamed,forest,293.69,Unnamed,forest,181.64,5391.68,3716.84,3.12,2.15,-0.9700000000000002,10,9
NF01,Buiksloterdijk-West,Nieuwendammerdijk/Buiksloterdijk,Noord,26451.07,47.25,47.0,-0.25,Unnamed,forest,772.13,Unnamed,forest,599.01,293.4,250.35,1.11,0.95,-0.1600000000000001,2,1
NF03,Nieuwendammerdijk-West,Nieuwendammerdijk/Buiksloterdijk,Noord,117724.58,91.64,120.69,29.05,Unnamed,forest,172.68,Unnamed,forest,2250.97,3148.1,2402.33,2.67,2.04,-0.6299999999999999,7,7
NF04,Nieuwendammerdijk-Oost,Nieuwendammerdijk/Buiksloterdijk,Noord,79399.35,88.67,88.67,0.0,Unnamed,forest,2000.15,Unnamed,forest,2000.15,12299.76,13257.59,15.49,16.7,1.209999999999999,4,6
NF05,Nieuwendammerdijk-Zuid,Nieuwendammerdijk/Buiksloterdijk,Noord,182860.63,45.03,44.38,-0.6499999999999986,Unnamed,forest,7672.58,Unnamed,forest,8475.44,62051.15,66274.26,33.93,36.24,2.3100000000000023,14,17
NC01,Tuindorp Oostzaan-West,Tuindorp Oostzaan,Noord,181544.73,161.6,36.04,-125.56,Unnamed,forest,648.37,Unnamed,forest,1027.1,7988.41,9428.41,4.4,5.19,0.79,13,20
NC02,Tuindorp Oostzaan-Oost,Tuindorp Oostzaan,Noord,528814.89,92.45,92.45,0.0,Unnamed,park,908.47,Unnamed,park,908.47,11062.65,11448.57,2.09,2.16,0.0700000000000002,18,26
NC03,Terrasdorp,Tuindorp Oostzaan,Noord,689195.74,310.57,132.03,-178.54,Unnamed,forest,775.27,Unnamed,forest,54.49,17008.66,23360.21,2.47,3.39,0.92,20,34
NC04,De Bongerd,Tuindorp Oostzaan,Noord,300140.66,305.63,144.95,-160.68,Unnamed,forest,660.65,Unnamed,park,1440.34,0.0,1440.34,0.0,0.48,0.48,0,1
